date,valore
2020-01-30T00:00:00,1
2020-01-31T00:00:00,2
2020-02-01T00:00:00,3
2020-02-02T00:00:00,0
2020-02-03T00:00:00,1
2020-02-04T00:00:00,0
2020-02-05T00:00:00,0
2020-02-06T00:00:00,0
2020-02-07T00:00:00,0
2020-02-08T00:00:00,0
2020-02-09T00:00:00,0
2020-02-10T00:00:00,0
2020-02-11T00:00:00,0
2020-02-12T00:00:00,0
2020-02-13T00:00:00,0
2020-02-14T00:00:00,0
2020-02-15T00:00:00,1
2020-02-16T00:00:00,0
2020-02-17T00:00:00,1
2020-02-18T00:00:00,0
2020-02-19T00:00:00,0
2020-02-20T00:00:00,1
2020-02-21T00:00:00,1
2020-02-22T00:00:00,1
2020-02-23T00:00:00,1
2020-02-24T00:00:00,0
2020-02-25T00:00:00,5
2020-02-26T00:00:00,2
2020-02-27T00:00:00,6
2020-02-28T00:00:00,14
2020-02-29T00:00:00,10
2020-03-01T00:00:00,17
2020-03-02T00:00:00,27
2020-03-03T00:00:00,23
2020-03-04T00:00:00,28
2020-03-05T00:00:00,45
2020-03-06T00:00:00,53
2020-03-07T00:00:00,58
2020-03-08T00:00:00,62
2020-03-09T00:00:00,104
2020-03-10T00:00:00,143
2020-03-11T00:00:00,129
2020-03-12T00:00:00,175
2020-03-13T00:00:00,202
2020-03-14T00:00:00,174
2020-03-15T00:00:00,165
2020-03-16T00:00:00,175
2020-03-17T00:00:00,148
2020-03-18T00:00:00,172
2020-03-19T00:00:00,148
2020-03-20T00:00:00,160
2020-03-21T00:00:00,151
2020-03-22T00:00:00,140
2020-03-23T00:00:00,160
2020-03-24T00:00:00,140
2020-03-25T00:00:00,127
2020-03-26T00:00:00,120
2020-03-27T00:00:00,110
2020-03-28T00:00:00,109
2020-03-29T00:00:00,105
2020-03-30T00:00:00,117
2020-03-31T00:00:00,104
2020-04-01T00:00:00,103
2020-04-02T00:00:00,83
2020-04-03T00:00:00,99
2020-04-04T00:00:00,76
2020-04-05T00:00:00,72
2020-04-06T00:00:00,56
2020-04-07T00:00:00,60
2020-04-08T00:00:00,48
2020-04-09T00:00:00,58
2020-04-10T00:00:00,56
2020-04-11T00:00:00,19
2020-04-12T00:00:00,34
2020-04-13T00:00:00,32
2020-04-14T00:00:00,33
2020-04-15T00:00:00,29
2020-04-16T00:00:00,26
2020-04-17T00:00:00,22
2020-04-18T00:00:00,19
2020-04-19T00:00:00,19
2020-04-20T00:00:00,29
2020-04-21T00:00:00,23
2020-04-22T00:00:00,39
2020-04-23T00:00:00,21
2020-04-24T00:00:00,21
2020-04-25T00:00:00,33
2020-04-26T00:00:00,19
2020-04-27T00:00:00,20
2020-04-28T00:00:00,21
2020-04-29T00:00:00,33
2020-04-30T00:00:00,15
2020-05-01T00:00:00,8
2020-05-02T00:00:00,14
2020-05-03T00:00:00,3
2020-05-04T00:00:00,7
2020-05-05T00:00:00,4
2020-05-06T00:00:00,5
2020-05-07T00:00:00,2
2020-05-08T00:00:00,8
2020-05-09T00:00:00,6
2020-05-10T00:00:00,3
2020-05-11T00:00:00,5
2020-05-12T00:00:00,12
2020-05-13T00:00:00,13
2020-05-14T00:00:00,10
2020-05-15T00:00:00,3
2020-05-16T00:00:00,5
2020-05-17T00:00:00,9
2020-05-18T00:00:00,3
2020-05-19T00:00:00,2
2020-05-20T00:00:00,5
2020-05-21T00:00:00,2
2020-05-22T00:00:00,1
2020-05-23T00:00:00,6
2020-05-24T00:00:00,2
2020-05-25T00:00:00,0
2020-05-26T00:00:00,0
2020-05-27T00:00:00,0
2020-05-28T00:00:00,3
2020-05-29T00:00:00,2
2020-05-30T00:00:00,1
2020-05-31T00:00:00,2
2020-06-01T00:00:00,0
2020-06-02T00:00:00,0
2020-06-03T00:00:00,0
2020-06-04T00:00:00,0
2020-06-05T00:00:00,1
2020-06-06T00:00:00,0
2020-06-07T00:00:00,1
2020-06-08T00:00:00,1
2020-06-09T00:00:00,1
2020-06-10T00:00:00,0
2020-06-11T00:00:00,0
2020-06-12T00:00:00,0
2020-06-13T00:00:00,0
2020-06-14T00:00:00,0
2020-06-15T00:00:00,0
2020-06-16T00:00:00,0
2020-06-17T00:00:00,2
2020-06-18T00:00:00,1
2020-06-19T00:00:00,2
2020-06-20T00:00:00,0
2020-06-21T00:00:00,2
2020-06-22T00:00:00,1
2020-06-23T00:00:00,0
2020-06-24T00:00:00,0
2020-06-25T00:00:00,2
2020-06-26T00:00:00,1
2020-06-27T00:00:00,1
2020-06-28T00:00:00,0
2020-06-29T00:00:00,2
2020-06-30T00:00:00,1
2020-07-01T00:00:00,0
2020-07-02T00:00:00,0
2020-07-03T00:00:00,0
2020-07-04T00:00:00,1
2020-07-05T00:00:00,3
2020-07-06T00:00:00,4
2020-07-07T00:00:00,1
2020-07-08T00:00:00,2
2020-07-09T00:00:00,0
2020-07-10T00:00:00,2
2020-07-11T00:00:00,2
2020-07-12T00:00:00,5
2020-07-13T00:00:00,4
2020-07-14T00:00:00,2
2020-07-15T00:00:00,2
2020-07-16T00:00:00,3
2020-07-17T00:00:00,2
2020-07-18T00:00:00,4
2020-07-19T00:00:00,1
2020-07-20T00:00:00,5
2020-07-21T00:00:00,9
2020-07-22T00:00:00,3
2020-07-23T00:00:00,1
2020-07-24T00:00:00,7
2020-07-25T00:00:00,2
2020-07-26T00:00:00,2
2020-07-27T00:00:00,3
2020-07-28T00:00:00,2
2020-07-29T00:00:00,4
2020-07-30T00:00:00,3
2020-07-31T00:00:00,2
2020-08-01T00:00:00,3
2020-08-02T00:00:00,4
2020-08-03T00:00:00,2
2020-08-04T00:00:00,3
2020-08-05T00:00:00,2
2020-08-06T00:00:00,2
2020-08-07T00:00:00,3
2020-08-08T00:00:00,2
2020-08-09T00:00:00,3
2020-08-10T00:00:00,4
2020-08-11T00:00:00,1
2020-08-12T00:00:00,5
2020-08-13T00:00:00,2
2020-08-14T00:00:00,0
2020-08-15T00:00:00,4
2020-08-16T00:00:00,2
2020-08-17T00:00:00,8
2020-08-18T00:00:00,3
2020-08-19T00:00:00,7
2020-08-20T00:00:00,4
2020-08-21T00:00:00,9
2020-08-22T00:00:00,7
2020-08-23T00:00:00,7
2020-08-24T00:00:00,8
2020-08-25T00:00:00,8
2020-08-26T00:00:00,9
2020-08-27T00:00:00,14
2020-08-28T00:00:00,8
2020-08-29T00:00:00,12
2020-08-30T00:00:00,8
2020-08-31T00:00:00,13
2020-09-01T00:00:00,22
2020-09-02T00:00:00,19
2020-09-03T00:00:00,22
2020-09-04T00:00:00,27
2020-09-05T00:00:00,11
2020-09-06T00:00:00,17
2020-09-07T00:00:00,19
2020-09-08T00:00:00,19
2020-09-09T00:00:00,13
2020-09-10T00:00:00,16
2020-09-11T00:00:00,14
2020-09-12T00:00:00,14
2020-09-13T00:00:00,14
2020-09-14T00:00:00,34
2020-09-15T00:00:00,17
2020-09-16T00:00:00,30
2020-09-17T00:00:00,27
2020-09-18T00:00:00,25
2020-09-19T00:00:00,18
2020-09-20T00:00:00,20
2020-09-21T00:00:00,23
2020-09-22T00:00:00,28
2020-09-23T00:00:00,20
2020-09-24T00:00:00,26
2020-09-25T00:00:00,16
2020-09-26T00:00:00,22
2020-09-27T00:00:00,21
2020-09-28T00:00:00,39
2020-09-29T00:00:00,25
2020-09-30T00:00:00,49
2020-10-01T00:00:00,41
2020-10-02T00:00:00,40
2020-10-03T00:00:00,44
2020-10-04T00:00:00,52
2020-10-05T00:00:00,71
2020-10-06T00:00:00,78
2020-10-07T00:00:00,74
2020-10-08T00:00:00,73
2020-10-09T00:00:00,88
2020-10-10T00:00:00,103
2020-10-11T00:00:00,137
2020-10-12T00:00:00,150
2020-10-13T00:00:00,143
2020-10-14T00:00:00,174
2020-10-15T00:00:00,169
2020-10-16T00:00:00,205
2020-10-17T00:00:00,201
2020-10-18T00:00:00,227
2020-10-19T00:00:00,305
2020-10-20T00:00:00,308
2020-10-21T00:00:00,280
2020-10-22T00:00:00,284
2020-10-23T00:00:00,361
2020-10-24T00:00:00,378
2020-10-25T00:00:00,368
2020-10-26T00:00:00,481
2020-10-27T00:00:00,425
2020-10-28T00:00:00,439
2020-10-29T00:00:00,398
2020-10-30T00:00:00,421
2020-10-31T00:00:00,389
2020-11-01T00:00:00,473
2020-11-02T00:00:00,557
2020-11-03T00:00:00,450
2020-11-04T00:00:00,518
2020-11-05T00:00:00,468
2020-11-06T00:00:00,447
2020-11-07T00:00:00,427
2020-11-08T00:00:00,368
2020-11-09T00:00:00,477
2020-11-10T00:00:00,451
2020-11-11T00:00:00,391
2020-11-12T00:00:00,374
2020-11-13T00:00:00,395
2020-11-14T00:00:00,345
2020-11-15T00:00:00,310
2020-11-16T00:00:00,391
2020-11-17T00:00:00,283
2020-11-18T00:00:00,237
2020-11-19T00:00:00,233
2020-11-20T00:00:00,270
2020-11-21T00:00:00,239
2020-11-22T00:00:00,231
2020-11-23T00:00:00,314
2020-11-24T00:00:00,219
2020-11-25T00:00:00,213
2020-11-26T00:00:00,233
2020-11-27T00:00:00,251
2020-11-28T00:00:00,269
2020-11-29T00:00:00,219
2020-11-30T00:00:00,300
2020-12-01T00:00:00,343
2020-12-02T00:00:00,285
2020-12-03T00:00:00,213
2020-12-04T00:00:00,224
2020-12-05T00:00:00,172
2020-12-06T00:00:00,146
2020-12-07T00:00:00,205
2020-12-08T00:00:00,215
2020-12-09T00:00:00,184
2020-12-10T00:00:00,205
2020-12-11T00:00:00,188
2020-12-12T00:00:00,183
2020-12-13T00:00:00,140
2020-12-14T00:00:00,239
2020-12-15T00:00:00,244
2020-12-16T00:00:00,234
2020-12-17T00:00:00,177
2020-12-18T00:00:00,204
2020-12-19T00:00:00,247
2020-12-20T00:00:00,213
2020-12-21T00:00:00,268
2020-12-22T00:00:00,229
2020-12-23T00:00:00,242
2020-12-24T00:00:00,322
2020-12-25T00:00:00,326
2020-12-26T00:00:00,345
2020-12-27T00:00:00,392
2020-12-28T00:00:00,478
2020-12-29T00:00:00,397
2020-12-30T00:00:00,376
2020-12-31T00:00:00,357
2021-01-01T00:00:00,426
2021-01-02T00:00:00,403
2021-01-03T00:00:00,368
2021-01-04T00:00:00,446
2021-01-05T00:00:00,393
2021-01-06T00:00:00,318
2021-01-07T00:00:00,297
2021-01-08T00:00:00,289
2021-01-09T00:00:00,269
2021-01-10T00:00:00,317
2021-01-11T00:00:00,297
2021-01-12T00:00:00,279
2021-01-13T00:00:00,304
2021-01-14T00:00:00,289
2021-01-15T00:00:00,330
2021-01-16T00:00:00,346
2021-01-17T00:00:00,317
2021-01-18T00:00:00,419
2021-01-19T00:00:00,408
2021-01-20T00:00:00,436
2021-01-21T00:00:00,401
2021-01-22T00:00:00,421
2021-01-23T00:00:00,446
2021-01-24T00:00:00,398
2021-01-25T00:00:00,508
2021-01-26T00:00:00,502
2021-01-27T00:00:00,479
2021-01-28T00:00:00,446
2021-01-29T00:00:00,484
2021-01-30T00:00:00,467
2021-01-31T00:00:00,425
2021-02-01T00:00:00,692
2021-02-02T00:00:00,611
2021-02-03T00:00:00,570
2021-02-04T00:00:00,489
2021-02-05T00:00:00,525
2021-02-06T00:00:00,530
2021-02-07T00:00:00,472
2021-02-08T00:00:00,607
2021-02-09T00:00:00,482
2021-02-10T00:00:00,508
2021-02-11T00:00:00,394
2021-02-12T00:00:00,418
2021-02-13T00:00:00,404
2021-02-14T00:00:00,396
2021-02-15T00:00:00,505
2021-02-16T00:00:00,402
2021-02-17T00:00:00,424
2021-02-18T00:00:00,357
2021-02-19T00:00:00,356
2021-02-20T00:00:00,366
2021-02-21T00:00:00,287
2021-02-22T00:00:00,396
2021-02-23T00:00:00,315
2021-02-24T00:00:00,301
2021-02-25T00:00:00,252
2021-02-26T00:00:00,252
2021-02-27T00:00:00,248
2021-02-28T00:00:00,229
2021-03-01T00:00:00,301
2021-03-02T00:00:00,248
2021-03-03T00:00:00,256
2021-03-04T00:00:00,240
2021-03-05T00:00:00,253
2021-03-06T00:00:00,225
2021-03-07T00:00:00,179
2021-03-08T00:00:00,297
2021-03-09T00:00:00,230
2021-03-10T00:00:00,218
2021-03-11T00:00:00,172
2021-03-12T00:00:00,174
2021-03-13T00:00:00,155
2021-03-14T00:00:00,179
2021-03-15T00:00:00,239
2021-03-16T00:00:00,175
2021-03-17T00:00:00,178
2021-03-18T00:00:00,143
2021-03-19T00:00:00,148
2021-03-20T00:00:00,155
2021-03-21T00:00:00,158
2021-03-22T00:00:00,192
2021-03-23T00:00:00,198
2021-03-24T00:00:00,147
2021-03-25T00:00:00,142
2021-03-26T00:00:00,153
2021-03-27T00:00:00,145
2021-03-28T00:00:00,111
2021-03-29T00:00:00,112
2021-03-30T00:00:00,106
2021-03-31T00:00:00,121
2021-04-01T00:00:00,102
2021-04-02T00:00:00,83
2021-04-03T00:00:00,97
2021-04-04T00:00:00,90
2021-04-05T00:00:00,91
2021-04-06T00:00:00,107
2021-04-07T00:00:00,79
2021-04-08T00:00:00,85
2021-04-09T00:00:00,88
2021-04-10T00:00:00,108
2021-04-11T00:00:00,91
2021-04-12T00:00:00,111
2021-04-13T00:00:00,84
2021-04-14T00:00:00,75
2021-04-15T00:00:00,98
2021-04-16T00:00:00,92
2021-04-17T00:00:00,97
2021-04-18T00:00:00,106
2021-04-19T00:00:00,110
2021-04-20T00:00:00,90
2021-04-21T00:00:00,86
2021-04-22T00:00:00,64
2021-04-23T00:00:00,100
2021-04-24T00:00:00,73
2021-04-25T00:00:00,59
2021-04-26T00:00:00,89
2021-04-27T00:00:00,78
2021-04-28T00:00:00,84
2021-04-29T00:00:00,62
2021-04-30T00:00:00,83
2021-05-01T00:00:00,80
2021-05-02T00:00:00,49
2021-05-03T00:00:00,81
2021-05-04T00:00:00,71
2021-05-05T00:00:00,81
2021-05-06T00:00:00,56
2021-05-07T00:00:00,51
2021-05-08T00:00:00,74
2021-05-09T00:00:00,65
2021-05-10T00:00:00,70
2021-05-11T00:00:00,45
2021-05-12T00:00:00,65
2021-05-13T00:00:00,65
2021-05-14T00:00:00,50
2021-05-15T00:00:00,65
2021-05-16T00:00:00,58
2021-05-17T00:00:00,69
2021-05-18T00:00:00,57
2021-05-19T00:00:00,50
2021-05-20T00:00:00,48
2021-05-21T00:00:00,52
2021-05-22T00:00:00,39
2021-05-23T00:00:00,42
2021-05-24T00:00:00,50
2021-05-25T00:00:00,34
2021-05-26T00:00:00,39
2021-05-27T00:00:00,36
2021-05-28T00:00:00,28
2021-05-29T00:00:00,37
2021-05-30T00:00:00,22
2021-05-31T00:00:00,37
2021-06-01T00:00:00,34
2021-06-02T00:00:00,22
2021-06-03T00:00:00,26
2021-06-04T00:00:00,22
2021-06-05T00:00:00,19
2021-06-06T00:00:00,18
2021-06-07T00:00:00,13
2021-06-08T00:00:00,25
2021-06-09T00:00:00,13
2021-06-10T00:00:00,10
2021-06-11T00:00:00,13
2021-06-12T00:00:00,6
2021-06-13T00:00:00,6
2021-06-14T00:00:00,14
2021-06-15T00:00:00,8
2021-06-16T00:00:00,4
2021-06-17T00:00:00,6
2021-06-18T00:00:00,9
2021-06-19T00:00:00,6
2021-06-20T00:00:00,3
2021-06-21T00:00:00,3
2021-06-22T00:00:00,7
2021-06-23T00:00:00,2
2021-06-24T00:00:00,7
2021-06-25T00:00:00,7
2021-06-26T00:00:00,3
