date,valore
2020-01-28T00:00:00,1
2020-01-29T00:00:00,1
2020-01-30T00:00:00,0
2020-01-31T00:00:00,1
2020-02-01T00:00:00,0
2020-02-02T00:00:00,0
2020-02-03T00:00:00,0
2020-02-04T00:00:00,1
2020-02-05T00:00:00,0
2020-02-06T00:00:00,0
2020-02-07T00:00:00,0
2020-02-08T00:00:00,0
2020-02-09T00:00:00,0
2020-02-10T00:00:00,0
2020-02-11T00:00:00,0
2020-02-12T00:00:00,1
2020-02-13T00:00:00,0
2020-02-14T00:00:00,0
2020-02-15T00:00:00,2
2020-02-16T00:00:00,2
2020-02-17T00:00:00,3
2020-02-18T00:00:00,0
2020-02-19T00:00:00,0
2020-02-20T00:00:00,2
2020-02-21T00:00:00,3
2020-02-22T00:00:00,4
2020-02-23T00:00:00,7
2020-02-24T00:00:00,3
2020-02-25T00:00:00,9
2020-02-26T00:00:00,9
2020-02-27T00:00:00,8
2020-02-28T00:00:00,18
2020-02-29T00:00:00,15
2020-03-01T00:00:00,29
2020-03-02T00:00:00,36
2020-03-03T00:00:00,47
2020-03-04T00:00:00,32
2020-03-05T00:00:00,50
2020-03-06T00:00:00,70
2020-03-07T00:00:00,79
2020-03-08T00:00:00,106
2020-03-09T00:00:00,94
2020-03-10T00:00:00,134
2020-03-11T00:00:00,104
2020-03-12T00:00:00,136
2020-03-13T00:00:00,122
2020-03-14T00:00:00,146
2020-03-15T00:00:00,192
2020-03-16T00:00:00,142
2020-03-17T00:00:00,164
2020-03-18T00:00:00,171
2020-03-19T00:00:00,166
2020-03-20T00:00:00,208
2020-03-21T00:00:00,176
2020-03-22T00:00:00,181
2020-03-23T00:00:00,165
2020-03-24T00:00:00,146
2020-03-25T00:00:00,137
2020-03-26T00:00:00,145
2020-03-27T00:00:00,123
2020-03-28T00:00:00,104
2020-03-29T00:00:00,89
2020-03-30T00:00:00,118
2020-03-31T00:00:00,117
2020-04-01T00:00:00,204
2020-04-02T00:00:00,88
2020-04-03T00:00:00,93
2020-04-04T00:00:00,74
2020-04-05T00:00:00,47
2020-04-06T00:00:00,75
2020-04-07T00:00:00,75
2020-04-08T00:00:00,87
2020-04-09T00:00:00,86
2020-04-10T00:00:00,106
2020-04-11T00:00:00,59
2020-04-12T00:00:00,60
2020-04-13T00:00:00,50
2020-04-14T00:00:00,92
2020-04-15T00:00:00,74
2020-04-16T00:00:00,70
2020-04-17T00:00:00,60
2020-04-18T00:00:00,35
2020-04-19T00:00:00,24
2020-04-20T00:00:00,61
2020-04-21T00:00:00,39
2020-04-22T00:00:00,53
2020-04-23T00:00:00,39
2020-04-24T00:00:00,37
2020-04-25T00:00:00,14
2020-04-26T00:00:00,5
2020-04-27T00:00:00,25
2020-04-28T00:00:00,24
2020-04-29T00:00:00,22
2020-04-30T00:00:00,21
2020-05-01T00:00:00,15
2020-05-02T00:00:00,21
2020-05-03T00:00:00,13
2020-05-04T00:00:00,11
2020-05-05T00:00:00,20
2020-05-06T00:00:00,10
2020-05-07T00:00:00,10
2020-05-08T00:00:00,12
2020-05-09T00:00:00,8
2020-05-10T00:00:00,2
2020-05-11T00:00:00,5
2020-05-12T00:00:00,7
2020-05-13T00:00:00,3
2020-05-14T00:00:00,14
2020-05-15T00:00:00,7
2020-05-16T00:00:00,7
2020-05-17T00:00:00,2
2020-05-18T00:00:00,5
2020-05-19T00:00:00,3
2020-05-20T00:00:00,9
2020-05-21T00:00:00,7
2020-05-22T00:00:00,3
2020-05-23T00:00:00,2
2020-05-24T00:00:00,0
2020-05-25T00:00:00,1
2020-05-26T00:00:00,2
2020-05-27T00:00:00,1
2020-05-28T00:00:00,0
2020-05-29T00:00:00,2
2020-05-30T00:00:00,0
2020-05-31T00:00:00,0
2020-06-01T00:00:00,1
2020-06-02T00:00:00,1
2020-06-03T00:00:00,3
2020-06-04T00:00:00,3
2020-06-05T00:00:00,1
2020-06-06T00:00:00,2
2020-06-07T00:00:00,1
2020-06-08T00:00:00,0
2020-06-09T00:00:00,3
2020-06-10T00:00:00,1
2020-06-11T00:00:00,3
2020-06-12T00:00:00,3
2020-06-13T00:00:00,1
2020-06-14T00:00:00,1
2020-06-15T00:00:00,1
