date,valore
2020-01-28T00:00:00,2
2020-01-29T00:00:00,1
2020-01-30T00:00:00,1
2020-01-31T00:00:00,0
2020-02-01T00:00:00,1
2020-02-02T00:00:00,0
2020-02-03T00:00:00,0
2020-02-04T00:00:00,1
2020-02-05T00:00:00,1
2020-02-06T00:00:00,4
2020-02-07T00:00:00,1
2020-02-08T00:00:00,0
2020-02-09T00:00:00,0
2020-02-10T00:00:00,3
2020-02-11T00:00:00,0
2020-02-12T00:00:00,1
2020-02-13T00:00:00,2
2020-02-14T00:00:00,1
2020-02-15T00:00:00,2
2020-02-16T00:00:00,0
2020-02-17T00:00:00,0
2020-02-18T00:00:00,0
2020-02-19T00:00:00,4
2020-02-20T00:00:00,8
2020-02-21T00:00:00,2
2020-02-22T00:00:00,5
2020-02-23T00:00:00,6
2020-02-24T00:00:00,9
2020-02-25T00:00:00,10
2020-02-26T00:00:00,3
2020-02-27T00:00:00,8
2020-02-28T00:00:00,16
2020-02-29T00:00:00,11
2020-03-01T00:00:00,29
2020-03-02T00:00:00,32
2020-03-03T00:00:00,31
2020-03-04T00:00:00,32
2020-03-05T00:00:00,52
2020-03-06T00:00:00,66
2020-03-07T00:00:00,84
2020-03-08T00:00:00,80
2020-03-09T00:00:00,112
2020-03-10T00:00:00,188
2020-03-11T00:00:00,140
2020-03-12T00:00:00,148
2020-03-13T00:00:00,150
2020-03-14T00:00:00,139
2020-03-15T00:00:00,152
2020-03-16T00:00:00,133
2020-03-17T00:00:00,140
2020-03-18T00:00:00,112
2020-03-19T00:00:00,95
2020-03-20T00:00:00,135
2020-03-21T00:00:00,76
2020-03-22T00:00:00,81
2020-03-23T00:00:00,89
2020-03-24T00:00:00,78
2020-03-25T00:00:00,85
2020-03-26T00:00:00,79
2020-03-27T00:00:00,87
2020-03-28T00:00:00,66
2020-03-29T00:00:00,39
2020-03-30T00:00:00,76
2020-03-31T00:00:00,34
2020-04-01T00:00:00,56
2020-04-02T00:00:00,41
2020-04-03T00:00:00,37
2020-04-04T00:00:00,35
2020-04-05T00:00:00,41
2020-04-06T00:00:00,30
2020-04-07T00:00:00,43
2020-04-08T00:00:00,36
2020-04-09T00:00:00,24
2020-04-10T00:00:00,35
2020-04-11T00:00:00,28
2020-04-12T00:00:00,25
2020-04-13T00:00:00,21
2020-04-14T00:00:00,41
2020-04-15T00:00:00,26
2020-04-16T00:00:00,19
2020-04-17T00:00:00,22
