data,inizio sintomi,prelievo/diagnosi
2020-01-28,10,
2020-01-29,14,2
2020-01-30,18,
2020-01-31,18,
2020-02-01,48,
2020-02-02,33,
2020-02-03,23,
2020-02-04,21,
2020-02-05,30,
2020-02-06,25,1
2020-02-07,18,
2020-02-08,14,
2020-02-09,15,
2020-02-10,62,
2020-02-11,28,
2020-02-12,50,
2020-02-13,49,
2020-02-14,65,
2020-02-15,144,
2020-02-16,81,
2020-02-17,138,
2020-02-18,162,
2020-02-19,137,
2020-02-20,401,4
2020-02-21,308,35
2020-02-22,385,56
2020-02-23,507,76
2020-02-24,675,86
2020-02-25,820,190
2020-02-26,739,277
2020-02-27,884,285
2020-02-28,1205,356
2020-02-29,1081,371
2020-03-01,2474,412
2020-03-02,1945,630
2020-03-03,2253,806
2020-03-04,1950,1081
2020-03-05,2635,1297
2020-03-06,2970,1523
2020-03-07,3134,1411
2020-03-08,3673,1446
2020-03-09,4421,2243
2020-03-10,6147,2446
2020-03-11,4207,2768
2020-03-12,4756,3141
2020-03-13,5358,4099
2020-03-14,4711,3534
2020-03-15,5897,2853
2020-03-16,5330,4805
2020-03-17,4538,5341
2020-03-18,4827,5691
2020-03-19,4276,5689
2020-03-20,6165,6236
2020-03-21,3859,4918
2020-03-22,3778,3934
2020-03-23,4394,6081
2020-03-24,3601,5901
2020-03-25,3858,5774
2020-03-26,3326,5678
2020-03-27,3568,5761
2020-03-28,3189,4505
2020-03-29,2414,2958
2020-03-30,3660,5059
2020-03-31,2618,5340
2020-04-01,4129,4993
2020-04-02,2677,4721
2020-04-03,2727,4436
2020-04-04,2321,3646
2020-04-05,2032,2596
2020-04-06,2483,4079
2020-04-07,2257,4143
2020-04-08,2144,4794
2020-04-09,2030,4672
2020-04-10,2743,5118
2020-04-11,1612,3405
2020-04-12,1649,1914
2020-04-13,1522,2263
2020-04-14,1826,3278
2020-04-15,2150,3950
2020-04-16,1666,3694
2020-04-17,1606,3496
2020-04-18,1289,2637
2020-04-19,990,1386
2020-04-20,1888,3003
2020-04-21,1206,3071
2020-04-22,1235,2601
2020-04-23,1233,2798
2020-04-24,1124,2727
2020-04-25,863,1665
2020-04-26,641,1022
2020-04-27,1107,1973
2020-04-28,862,2235
2020-04-29,919,2323
2020-04-30,867,2262
2020-05-01,670,1082
2020-05-02,491,1016
2020-05-03,379,504
2020-05-04,614,1446
2020-05-05,620,1540
2020-05-06,545,1440
2020-05-07,491,1383
2020-05-08,490,1383
2020-05-09,283,733
2020-05-10,331,333
2020-05-11,386,887
2020-05-12,433,924
2020-05-13,368,890
2020-05-14,325,902
2020-05-15,328,796
2020-05-16,227,611
2020-05-17,175,300
2020-05-18,295,657
2020-05-19,234,718
2020-05-20,277,674
2020-05-21,199,623
2020-05-22,173,686
2020-05-23,122,356
2020-05-24,76,146
2020-05-25,206,512
2020-05-26,169,539
2020-05-27,188,531
2020-05-28,143,516
2020-05-29,134,391
2020-05-30,118,288
2020-05-31,59,90
2020-06-01,166,386
2020-06-02,63,86
2020-06-03,126,360
2020-06-04,115,368
2020-06-05,136,385
2020-06-06,88,204
2020-06-07,68,82
2020-06-08,123,299
2020-06-09,120,366
2020-06-10,114,391
2020-06-11,96,448
2020-06-12,119,362
2020-06-13,68,215
2020-06-14,74,67
2020-06-15,102,278
2020-06-16,95,276
2020-06-17,88,303
2020-06-18,88,231
2020-06-19,79,290
2020-06-20,59,161
2020-06-21,55,61
2020-06-22,84,329
2020-06-23,75,293
2020-06-24,91,202
2020-06-25,86,205
2020-06-26,93,182
2020-06-27,76,122
2020-06-28,52,64
2020-06-29,98,234
2020-06-30,69,199
2020-07-01,119,238
2020-07-02,87,249
2020-07-03,69,235
2020-07-04,83,219
2020-07-05,68,81
2020-07-06,99,235
2020-07-07,96,219
2020-07-08,99,283
2020-07-09,84,221
2020-07-10,106,247
2020-07-11,79,157
2020-07-12,74,53
2020-07-13,102,184
2020-07-14,115,235
2020-07-15,103,239
2020-07-16,87,258
2020-07-17,111,284
2020-07-18,97,162
2020-07-19,85,109
2020-07-20,137,313
2020-07-21,119,278
2020-07-22,117,274
2020-07-23,130,265
2020-07-24,121,308
2020-07-25,130,189
2020-07-26,92,91
2020-07-27,134,320
2020-07-28,136,313
2020-07-29,133,465
2020-07-30,133,316
2020-07-31,131,310
2020-08-01,170,196
2020-08-02,124,107
2020-08-03,211,411
2020-08-04,189,386
2020-08-05,221,481
2020-08-06,230,396
2020-08-07,223,500
2020-08-08,269,348
2020-08-09,212,193
2020-08-10,304,488
2020-08-11,284,522
2020-08-12,301,627
2020-08-13,310,536
2020-08-14,328,634
2020-08-15,350,329
2020-08-16,360,292
2020-08-17,579,698
2020-08-18,651,907
2020-08-19,587,1056
2020-08-20,602,1146
2020-08-21,638,1396
2020-08-22,585,1067
2020-08-23,606,713
2020-08-24,715,1653
2020-08-25,715,1565
2020-08-26,663,1507
2020-08-27,597,1482
2020-08-28,627,1455
2020-08-29,466,1034
2020-08-30,423,574
2020-08-31,583,1396
2020-09-01,765,1393
2020-09-02,662,1619
2020-09-03,592,1543
2020-09-04,668,1650
2020-09-05,573,1132
2020-09-06,516,566
2020-09-07,803,1549
2020-09-08,701,1622
2020-09-09,675,1639
2020-09-10,792,1667
2020-09-11,657,1617
2020-09-12,659,1213
2020-09-13,583,605
2020-09-14,886,1655
2020-09-15,880,1810
2020-09-16,814,1594
2020-09-17,820,1714
2020-09-18,845,1882
2020-09-19,839,1284
2020-09-20,813,640
2020-09-21,954,2008
2020-09-22,961,1939
2020-09-23,881,2068
2020-09-24,860,1989
2020-09-25,977,2106
2020-09-26,935,1523
2020-09-27,958,916
2020-09-28,1325,2309
2020-09-29,1305,2333
2020-09-30,1734,2566
2020-10-01,2317,3041
2020-10-02,2266,3277
2020-10-03,2302,2583
2020-10-04,2263,1705
2020-10-05,3296,5056
2020-10-06,3099,4828
2020-10-07,3653,5447
2020-10-08,3969,5913
2020-10-09,4403,6648
2020-10-10,4780,6116
2020-10-11,4192,3334
2020-10-12,6833,9513
2020-10-13,6406,10259
2020-10-14,6980,11066
2020-10-15,7823,11713
2020-10-16,8901,13055
2020-10-17,8556,11556
2020-10-18,8622,6276
2020-10-19,12370,17372
2020-10-20,12966,19087
2020-10-21,12539,22034
2020-10-22,12435,23161
2020-10-23,13820,25025
2020-10-24,12904,19682
2020-10-25,12894,11253
2020-10-26,17469,27986
2020-10-27,15648,31135
2020-10-28,16426,33610
2020-10-29,16915,32640
2020-10-30,16153,34766
2020-10-31,13256,25128
2020-11-01,15710,13364
2020-11-02,18350,33867
2020-11-03,15206,36468
2020-11-04,16581,40213
