data,inizio sintomi,prelievo/diagnosi
2020-01-28,9,
2020-01-29,11,2
2020-01-30,18,
2020-01-31,16,
2020-02-01,64,
2020-02-02,29,
2020-02-03,25,
2020-02-04,21,
2020-02-05,28,
2020-02-06,26,1
2020-02-07,20,
2020-02-08,11,
2020-02-09,14,
2020-02-10,63,
2020-02-11,25,
2020-02-12,42,
2020-02-13,47,
2020-02-14,64,
2020-02-15,150,
2020-02-16,81,
2020-02-17,135,
2020-02-18,167,
2020-02-19,131,
2020-02-20,418,3
2020-02-21,312,34
2020-02-22,393,56
2020-02-23,539,75
2020-02-24,710,87
2020-02-25,854,195
2020-02-26,824,279
2020-02-27,918,285
2020-02-28,1256,359
2020-02-29,1099,368
2020-03-01,2593,411
2020-03-02,1977,639
2020-03-03,2316,813
2020-03-04,2009,1089
2020-03-05,2713,1311
2020-03-06,3021,1546
2020-03-07,3196,1415
2020-03-08,3709,1470
2020-03-09,4513,2238
2020-03-10,6274,2487
2020-03-11,4310,2784
2020-03-12,4836,3171
2020-03-13,5292,4136
2020-03-14,4700,3567
2020-03-15,5863,2869
2020-03-16,5211,4845
2020-03-17,4313,5339
2020-03-18,4697,5705
2020-03-19,4031,5708
2020-03-20,5953,6243
2020-03-21,3565,4914
2020-03-22,3509,3951
2020-03-23,4133,6089
2020-03-24,3319,5899
2020-03-25,3651,5784
2020-03-26,3060,5668
2020-03-27,3340,5748
2020-03-28,2934,4525
2020-03-29,2246,2976
2020-03-30,3412,5097
2020-03-31,2404,5318
2020-04-01,3861,4994
2020-04-02,2454,4718
2020-04-03,2598,4464
2020-04-04,2133,3646
2020-04-05,1878,2598
2020-04-06,2225,4053
2020-04-07,2060,4200
2020-04-08,1959,4754
2020-04-09,1829,4679
2020-04-10,2590,5117
2020-04-11,1437,3389
2020-04-12,1516,1919
2020-04-13,1379,2235
2020-04-14,1624,3292
2020-04-15,1996,3961
2020-04-16,1541,3668
2020-04-17,1438,3458
2020-04-18,1207,2651
2020-04-19,877,1380
2020-04-20,1885,3051
2020-04-21,1173,3051
2020-04-22,1114,2601
2020-04-23,1148,2820
2020-04-24,992,2686
2020-04-25,782,1658
2020-04-26,608,1024
2020-04-27,1112,1951
2020-04-28,833,2228
2020-04-29,905,2302
2020-04-30,848,2268
2020-05-01,569,1106
2020-05-02,461,1001
2020-05-03,311,511
2020-05-04,604,1441
2020-05-05,605,1542
2020-05-06,580,1431
2020-05-07,511,1386
2020-05-08,505,1380
2020-05-09,264,735
2020-05-10,307,334
2020-05-11,399,885
2020-05-12,445,923
2020-05-13,398,880
2020-05-14,346,900
2020-05-15,349,789
2020-05-16,262,615
2020-05-17,156,299
2020-05-18,330,655
2020-05-19,269,722
2020-05-20,353,667
2020-05-21,268,613
2020-05-22,306,687
2020-05-23,151,364
2020-05-24,95,149
2020-05-25,214,512
2020-05-26,224,538
2020-05-27,255,539
2020-05-28,199,517
2020-05-29,187,392
2020-05-30,149,285
2020-05-31,47,91
2020-06-01,206,389
2020-06-02,47,86
2020-06-03,160,353
2020-06-04,160,371
2020-06-05,206,384
2020-06-06,106,201
2020-06-07,65,82
2020-06-08,184,294
2020-06-09,177,359
2020-06-10,155,396
2020-06-11,199,442
2020-06-12,178,366
2020-06-13,89,214
2020-06-14,84,67
2020-06-15,167,276
2020-06-16,130,275
2020-06-17,150,301
2020-06-18,123,235
2020-06-19,146,290
2020-06-20,85,155
2020-06-21,52,52
2020-06-22,124,312
2020-06-23,115,290
2020-06-24,98,194
2020-06-25,91,198
2020-06-26,128,183
2020-06-27,80,118
2020-06-28,40,62
2020-06-29,131,237
2020-06-30,94,196
2020-07-01,141,235
2020-07-02,124,253
2020-07-03,122,232
2020-07-04,99,217
2020-07-05,52,74
2020-07-06,145,242
2020-07-07,101,223
2020-07-08,110,278
2020-07-09,90,208
2020-07-10,124,245
2020-07-11,85,155
2020-07-12,48,55
2020-07-13,78,173
2020-07-14,75,225
2020-07-15,44,228
2020-07-16,30,223
2020-07-17,18,196
2020-07-18,8,73
2020-07-19,,25
