data,inizio sintomi,prelievo/diagnosi
2022-12-09,106,
2022-12-10,170,
2022-12-11,304,
2022-12-12,702,
2022-12-13,1462,
2022-12-14,3163,
2022-12-15,5454,21949
2022-12-16,5400,20930
2022-12-17,4652,16326
2022-12-18,4393,7495
2022-12-19,6921,29766
2022-12-20,5649,19803
2022-12-21,5256,19265
2022-12-22,4871,18386
2022-12-23,4860,19812
2022-12-24,4117,15894
2022-12-25,3265,4284
2022-12-26,4727,8272
2022-12-27,8004,31574
2022-12-28,6765,23254
2022-12-29,6087,24257
2022-12-30,5254,24369
2022-12-31,4050,16747
2023-01-01,3299,4150
2023-01-02,5933,28022
2023-01-03,4613,18315
2023-01-04,3851,17324
2023-01-05,3307,15929
2023-01-06,2029,4154
2023-01-07,3101,14034
2023-01-08,2138,4801
2023-01-09,3016,17932
2023-01-10,1362,9685
2023-01-11,649,5859
2023-01-12,24,30
2023-01-13,,1
