data,inizio sintomi,prelievo/diagnosi
2022-02-23,377,
2022-02-24,751,
2022-02-25,1754,
2022-02-26,3751,
2022-02-27,7113,
2022-02-28,14347,51588
2022-03-01,13731,35464
2022-03-02,14018,41804
2022-03-03,13354,38944
2022-03-04,13504,41150
2022-03-05,13389,36419
2022-03-06,12936,19010
2022-03-07,19075,65387
2022-03-08,17331,49287
2022-03-09,17705,54600
2022-03-10,17609,54070
2022-03-11,17881,55981
2022-03-12,18319,49530
2022-03-13,18368,25581
2022-03-14,29252,94783
2022-03-15,24524,73200
2022-03-16,25111,81132
2022-03-17,22320,76745
2022-03-18,20974,73140
2022-03-19,19457,59883
2022-03-20,18556,28172
2022-03-21,27803,101089
2022-03-22,22644,73990
2022-03-23,21154,77223
2022-03-24,17565,68047
2022-03-25,14389,66079
2022-03-26,9918,51656
2022-03-27,3997,19871
2022-03-28,6312,41332
2022-03-29,65,298
