data,inizio sintomi,prelievo/diagnosi
2022-06-22,237,
2022-06-23,361,
2022-06-24,1046,
2022-06-25,2172,
2022-06-26,4950,
2022-06-27,12058,
2022-06-28,22882,79624
2022-06-29,22339,84245
2022-06-30,22083,85952
2022-07-01,22469,88389
2022-07-02,19113,71595
2022-07-03,20133,33347
2022-07-04,32112,145516
2022-07-05,28144,106352
2022-07-06,27941,108228
2022-07-07,25235,98260
2022-07-08,23499,100672
2022-07-09,20426,79540
2022-07-10,20530,33835
2022-07-11,31249,149407
2022-07-12,26203,106928
2022-07-13,25169,104249
2022-07-14,21559,92558
2022-07-15,19454,87843
2022-07-16,17154,66706
2022-07-17,15671,27475
2022-07-18,24353,120627
2022-07-19,19013,79246
2022-07-20,17395,76259
2022-07-21,14507,65530
2022-07-22,12492,63211
2022-07-23,9514,47459
2022-07-24,6907,18301
2022-07-25,8284,67511
2022-07-26,3612,31011
2022-07-27,58,111
