data,inizio sintomi,prelievo/diagnosi
2020-01-28,10,
2020-01-29,13,2
2020-01-30,17,
2020-01-31,12,
2020-02-01,47,
2020-02-02,31,
2020-02-03,23,
2020-02-04,21,
2020-02-05,30,
2020-02-06,25,1
2020-02-07,17,
2020-02-08,13,
2020-02-09,13,
2020-02-10,61,
2020-02-11,27,
2020-02-12,47,
2020-02-13,49,
2020-02-14,64,
2020-02-15,141,
2020-02-16,79,
2020-02-17,134,
2020-02-18,162,
2020-02-19,134,
2020-02-20,398,4
2020-02-21,304,35
2020-02-22,379,56
2020-02-23,498,76
2020-02-24,666,86
2020-02-25,813,190
2020-02-26,732,277
2020-02-27,874,285
2020-02-28,1177,356
2020-02-29,1066,371
2020-03-01,2437,412
2020-03-02,1905,630
2020-03-03,2210,805
2020-03-04,1918,1081
2020-03-05,2585,1297
2020-03-06,2910,1523
2020-03-07,3044,1404
2020-03-08,3583,1446
2020-03-09,4335,2243
2020-03-10,6016,2446
2020-03-11,4111,2768
2020-03-12,4644,3141
2020-03-13,5281,4098
2020-03-14,4644,3534
2020-03-15,5757,2852
2020-03-16,5254,4805
2020-03-17,4454,5341
2020-03-18,4763,5691
2020-03-19,4231,5689
2020-03-20,6026,6234
2020-03-21,3789,4916
2020-03-22,3781,3934
2020-03-23,4360,6081
2020-03-24,3531,5900
2020-03-25,3929,5773
2020-03-26,3338,5677
2020-03-27,3589,5760
2020-03-28,3236,4505
2020-03-29,2426,2958
2020-03-30,3666,5059
2020-03-31,2644,5341
2020-04-01,4071,4990
2020-04-02,2752,4720
2020-04-03,2755,4435
2020-04-04,2343,3647
2020-04-05,2053,2593
2020-04-06,2525,4078
2020-04-07,2339,4144
2020-04-08,2112,4791
2020-04-09,2072,4668
2020-04-10,2823,5116
2020-04-11,1706,3403
2020-04-12,1677,1913
2020-04-13,1556,2262
2020-04-14,1901,3277
2020-04-15,2154,3949
2020-04-16,1674,3692
2020-04-17,1673,3490
2020-04-18,1293,2637
2020-04-19,999,1386
2020-04-20,1908,2999
2020-04-21,1226,3071
2020-04-22,1188,2600
2020-04-23,1272,2797
2020-04-24,1118,2725
2020-04-25,884,1664
2020-04-26,684,1022
2020-04-27,1128,1970
2020-04-28,857,2233
2020-04-29,943,2320
