data,inizio sintomi,inizio sintomi solo sintomatici,prelievo/diagnosi
2020-01-28,15,12,
2020-01-29,20,17,2
2020-01-30,26,23,
2020-01-31,31,26,
2020-02-01,51,43,
2020-02-02,41,35,
2020-02-03,26,24,
2020-02-04,25,23,
2020-02-05,30,29,
2020-02-06,26,23,1
2020-02-07,21,18,
2020-02-08,15,15,
2020-02-09,17,15,
2020-02-10,62,56,
2020-02-11,30,22,
2020-02-12,53,49,
2020-02-13,51,44,
2020-02-14,67,62,
2020-02-15,150,139,
2020-02-16,87,81,
2020-02-17,141,131,
2020-02-18,166,154,
2020-02-19,139,129,
2020-02-20,406,383,4
2020-02-21,322,303,36
2020-02-22,392,369,57
2020-02-23,515,479,77
2020-02-24,685,623,86
2020-02-25,826,781,191
2020-02-26,745,695,277
2020-02-27,902,813,286
2020-02-28,1218,1148,354
2020-02-29,1080,1009,373
2020-03-01,2482,2268,410
2020-03-02,1956,1808,630
2020-03-03,2254,2046,804
2020-03-04,1941,1755,1076
2020-03-05,2631,2389,1301
2020-03-06,2974,2672,1528
2020-03-07,3127,2857,1434
2020-03-08,3685,3356,1452
2020-03-09,4437,3948,2240
2020-03-10,6127,5463,2455
2020-03-11,4212,3723,2776
2020-03-12,4797,4248,3140
2020-03-13,5361,4742,4105
2020-03-14,4711,4108,3535
2020-03-15,5886,5226,2849
2020-03-16,5346,4729,4811
2020-03-17,4552,4045,5345
2020-03-18,4836,4232,5689
2020-03-19,4290,3770,5680
2020-03-20,6148,5362,6251
2020-03-21,3834,3323,4923
2020-03-22,3801,3361,3928
2020-03-23,4400,3824,6101
2020-03-24,3597,3067,5916
2020-03-25,3840,3256,5803
2020-03-26,3323,2794,5703
2020-03-27,3556,3020,5791
2020-03-28,3176,2694,4529
2020-03-29,2407,2102,3015
2020-03-30,3703,3094,5088
2020-03-31,2613,2160,5359
2020-04-01,4096,3372,5023
2020-04-02,2684,2173,4776
2020-04-03,2720,2250,4454
2020-04-04,2328,1882,3661
2020-04-05,2037,1694,2600
2020-04-06,2482,1969,4088
2020-04-07,2257,1818,4142
2020-04-08,2145,1807,4797
2020-04-09,2025,1621,4687
2020-04-10,2728,2193,5131
2020-04-11,1627,1302,3430
2020-04-12,1644,1442,1923
2020-04-13,1509,1309,2266
2020-04-14,1834,1558,3276
2020-04-15,2148,1741,3950
2020-04-16,1646,1378,3707
2020-04-17,1611,1341,3503
2020-04-18,1272,1121,2639
2020-04-19,1021,890,1388
2020-04-20,1880,1601,3009
2020-04-21,1187,1014,3076
2020-04-22,1211,1035,2605
2020-04-23,1241,953,2812
2020-04-24,1116,835,2739
2020-04-25,877,736,1667
2020-04-26,664,579,1018
2020-04-27,1115,909,1981
2020-04-28,863,659,2240
2020-04-29,921,619,2327
2020-04-30,858,564,2268
2020-05-01,694,557,1085
2020-05-02,503,410,1020
2020-05-03,415,334,506
2020-05-04,652,452,1458
2020-05-05,618,461,1536
2020-05-06,563,392,1444
2020-05-07,488,362,1389
2020-05-08,517,414,1379
2020-05-09,297,222,731
2020-05-10,340,277,338
2020-05-11,437,327,872
2020-05-12,447,329,915
2020-05-13,378,285,889
2020-05-14,331,250,902
2020-05-15,340,283,791
2020-05-16,236,190,606
2020-05-17,180,149,298
2020-05-18,308,261,655
2020-05-19,255,211,720
2020-05-20,294,236,674
2020-05-21,226,170,622
2020-05-22,190,156,685
2020-05-23,133,116,356
2020-05-24,100,87,147
2020-05-25,226,181,513
2020-05-26,181,148,540
2020-05-27,209,162,524
2020-05-28,164,118,515
2020-05-29,140,116,388
2020-05-30,121,96,285
2020-05-31,67,62,89
2020-06-01,172,137,376
2020-06-02,66,59,87
2020-06-03,134,113,358
2020-06-04,125,92,361
2020-06-05,164,119,384
2020-06-06,97,79,203
2020-06-07,73,65,84
2020-06-08,138,121,299
2020-06-09,122,100,368
2020-06-10,116,102,393
2020-06-11,107,85,448
2020-06-12,121,101,369
2020-06-13,75,68,214
2020-06-14,82,73,68
2020-06-15,123,104,276
2020-06-16,106,91,280
2020-06-17,99,80,302
2020-06-18,93,76,232
2020-06-19,92,76,291
2020-06-20,67,62,165
2020-06-21,65,59,62
2020-06-22,91,83,333
2020-06-23,76,70,292
2020-06-24,100,92,206
2020-06-25,92,77,201
2020-06-26,104,85,184
2020-06-27,77,63,121
2020-06-28,59,54,62
2020-06-29,101,86,233
2020-06-30,74,67,198
2020-07-01,118,107,235
2020-07-02,91,80,249
2020-07-03,74,66,238
2020-07-04,83,68,218
2020-07-05,67,60,81
2020-07-06,103,94,235
2020-07-07,106,98,224
2020-07-08,106,100,284
2020-07-09,84,80,220
2020-07-10,118,108,249
2020-07-11,84,82,163
2020-07-12,78,72,61
2020-07-13,106,97,185
2020-07-14,115,108,239
2020-07-15,103,98,237
2020-07-16,95,86,256
2020-07-17,102,98,284
2020-07-18,95,91,165
2020-07-19,92,88,110
2020-07-20,146,137,316
2020-07-21,128,119,279
2020-07-22,122,115,276
2020-07-23,139,128,267
2020-07-24,118,112,305
2020-07-25,131,125,193
2020-07-26,101,98,91
2020-07-27,139,130,323
2020-07-28,143,135,317
2020-07-29,138,131,469
2020-07-30,125,118,337
2020-07-31,128,118,320
2020-08-01,163,158,201
2020-08-02,128,121,105
2020-08-03,223,207,420
2020-08-04,199,186,394
2020-08-05,218,207,507
2020-08-06,216,207,397
2020-08-07,217,196,495
2020-08-08,263,243,345
2020-08-09,209,203,194
2020-08-10,294,268,501
2020-08-11,273,251,534
2020-08-12,282,263,625
2020-08-13,314,285,550
2020-08-14,310,291,630
2020-08-15,359,342,324
2020-08-16,372,348,300
2020-08-17,578,553,704
2020-08-18,635,594,927
2020-08-19,584,551,1069
2020-08-20,594,546,1160
2020-08-21,633,595,1413
2020-08-22,593,560,1063
2020-08-23,614,589,718
2020-08-24,698,657,1673
2020-08-25,646,608,1597
2020-08-26,634,583,1549
2020-08-27,591,548,1510
2020-08-28,597,548,1469
2020-08-29,448,430,1067
2020-08-30,444,415,588
2020-08-31,587,544,1437
2020-09-01,748,706,1429
2020-09-02,648,603,1626
2020-09-03,595,566,1598
2020-09-04,650,621,1657
2020-09-05,555,529,1148
2020-09-06,533,505,563
2020-09-07,821,779,1585
2020-09-08,690,638,1622
2020-09-09,691,658,1636
2020-09-10,781,725,1675
2020-09-11,673,624,1623
2020-09-12,660,633,1231
2020-09-13,618,589,605
2020-09-14,902,842,1666
2020-09-15,918,863,1833
2020-09-16,842,787,1622
2020-09-17,866,813,1757
2020-09-18,872,811,1925
2020-09-19,854,808,1325
2020-09-20,839,794,662
2020-09-21,987,911,1986
2020-09-22,961,894,1947
2020-09-23,905,844,2048
2020-09-24,862,801,2017
2020-09-25,1009,941,2111
2020-09-26,972,899,1504
2020-09-27,1018,944,905
2020-09-28,1379,1280,2298
2020-09-29,1288,1187,2331
2020-09-30,1712,1579,2617
2020-10-01,2334,2108,3042
2020-10-02,2262,2035,3334
2020-10-03,2378,2186,2614
2020-10-04,2356,2169,1755
2020-10-05,3366,3033,4723
2020-10-06,3184,2820,4951
2020-10-07,3715,3319,5473
2020-10-08,4055,3595,6184
2020-10-09,4547,3920,6942
2020-10-10,5006,4420,6072
2020-10-11,4376,3804,3435
2020-10-12,7034,5829,9602
2020-10-13,6731,5528,10462
2020-10-14,7438,6005,11472
2020-10-15,8302,6720,12208
2020-10-16,9391,7445,13779
2020-10-17,9141,7343,11895
2020-10-18,9216,7501,6430
2020-10-19,12958,9984,17622
2020-10-20,13974,10818,19700
2020-10-21,13302,10179,22797
2020-10-22,13450,10382,24182
2020-10-23,15200,11288,26117
2020-10-24,13866,10817,20225
2020-10-25,14089,11153,11334
2020-10-26,19380,14157,28765
2020-10-27,17150,12802,31762
2020-10-28,18147,13679,34230
2020-10-29,18409,12951,33313
2020-10-30,17904,13627,35546
2020-10-31,14638,11400,25801
2020-11-01,17663,14157,13858
2020-11-02,20830,16280,35321
2020-11-03,17382,13964,38372
2020-11-04,19753,14591,41603
2020-11-05,17860,14308,40641
2020-11-06,18237,14809,42009
2020-11-07,16724,13319,30337
2020-11-08,15557,12260,15706
2020-11-09,18934,15587,39276
2020-11-10,18290,14970,40793
2020-11-11,15919,13112,39720
2020-11-12,15928,12892,39236
2020-11-13,16471,13500,39981
2020-11-14,15642,12145,29148
2020-11-15,13821,11450,14651
2020-11-16,16317,13164,36669
2020-11-17,13082,10908,38454
2020-11-18,13944,11334,36983
2020-11-19,12191,9340,35433
2020-11-20,12964,10788,32857
2020-11-21,10444,8259,22852
2020-11-22,8863,7423,10860
2020-11-23,11438,9791,28470
2020-11-24,10343,8408,28865
2020-11-25,10047,8628,27448
2020-11-26,9518,7954,26578
2020-11-27,9303,8205,24470
2020-11-28,8902,7702,18226
2020-11-29,6939,5998,8267
2020-11-30,9887,8887,22527
2020-12-01,10450,9352,23216
2020-12-02,9100,8165,21648
2020-12-03,8340,7608,20251
2020-12-04,8903,8061,20493
2020-12-05,7603,7019,15415
2020-12-06,6392,5928,6341
2020-12-07,8736,7966,19477
2020-12-08,7107,6864,7765
2020-12-09,8203,7718,20128
2020-12-10,8293,7798,20678
2020-12-11,7496,7106,19800
2020-12-12,7253,6971,14301
2020-12-13,6387,6150,5790
2020-12-14,8850,8381,18154
2020-12-15,8076,7565,18569
2020-12-16,7786,7339,16986
2020-12-17,7344,6886,16539
2020-12-18,7817,7275,16956
2020-12-19,7072,6704,12961
2020-12-20,7604,7308,6479
2020-12-21,8585,8157,17299
2020-12-22,8411,7984,19600
2020-12-23,8658,8145,19129
2020-12-24,8754,8323,15956
2020-12-25,7582,7325,4596
2020-12-26,8379,8076,8001
2020-12-27,9055,8648,7741
2020-12-28,11317,10764,19157
2020-12-29,9749,8988,24154
2020-12-30,9603,8894,23917
2020-12-31,9110,8417,19184
2021-01-01,9284,8956,5680
2021-01-02,9029,8590,15643
2021-01-03,8534,8180,8382
2021-01-04,10964,10320,22874
2021-01-05,9837,8994,24773
2021-01-06,7767,7416,9149
2021-01-07,8020,7656,21477
2021-01-08,7652,7303,21110
2021-01-09,6802,6501,15574
2021-01-10,6515,6271,6921
2021-01-11,7486,7127,17033
2021-01-12,6686,6291,16454
2021-01-13,6304,5880,15455
2021-01-14,6112,5744,14672
2021-01-15,6317,5968,14333
2021-01-16,5719,5464,10917
2021-01-17,5278,5063,4992
2021-01-18,6882,6524,14541
2021-01-19,6275,5964,14541
2021-01-20,6757,6392,13747
2021-01-21,5892,5644,12891
2021-01-22,6275,6041,13701
2021-01-23,6179,5925,10518
2021-01-24,5658,5466,4855
2021-01-25,7037,6737,14306
2021-01-26,6110,5806,14607
2021-01-27,6107,5805,13339
2021-01-28,5986,5710,12219
2021-01-29,5806,5542,12942
2021-01-30,5628,5399,10229
2021-01-31,5166,4992,4794
2021-02-01,7899,7546,13437
2021-02-02,6575,6292,13927
2021-02-03,6550,6246,13332
2021-02-04,6291,6017,13296
2021-02-05,6492,6237,13600
2021-02-06,6397,6175,10766
2021-02-07,5859,5656,4818
2021-02-08,7312,6999,13868
2021-02-09,6495,6226,14651
2021-02-10,7066,6791,13879
2021-02-11,6137,5899,13407
2021-02-12,6342,6070,13100
2021-02-13,6002,5733,9824
2021-02-14,5936,5764,4405
2021-02-15,7963,7666,12944
2021-02-16,7544,7210,14075
2021-02-17,8279,7901,14054
2021-02-18,8418,8082,14606
2021-02-19,8564,8194,15405
2021-02-20,9259,8875,12629
2021-02-21,8455,8220,5796
2021-02-22,11287,10841,17955
2021-02-23,10308,9790,19828
2021-02-24,10510,10015,19901
2021-02-25,10110,9572,19519
2021-02-26,10705,10131,20913
2021-02-27,10134,9669,15947
2021-02-28,9494,9227,7109
2021-03-01,14926,14238,22022
2021-03-02,12510,11846,23128
2021-03-03,12610,11930,23867
2021-03-04,12149,11532,22884
2021-03-05,13162,12458,24257
2021-03-06,12304,11736,18116
2021-03-07,11540,11234,8064
2021-03-08,15323,14577,23967
2021-03-09,12929,12191,26010
2021-03-10,14501,13658,25732
2021-03-11,12560,11910,25719
2021-03-12,13184,12515,25305
2021-03-13,12131,11556,20050
2021-03-14,11514,11161,8972
2021-03-15,14883,14135,24378
2021-03-16,12554,11807,25894
2021-03-17,12605,11913,24784
2021-03-18,12055,11405,24030
2021-03-19,12116,11538,23559
2021-03-20,12058,11505,17886
2021-03-21,10660,10303,8482
2021-03-22,13870,13146,23280
2021-03-23,12200,11558,24503
2021-03-24,11739,11132,24206
2021-03-25,11771,11104,23229
2021-03-26,11167,10640,23415
2021-03-27,10101,9598,17345
2021-03-28,9467,9168,8229
2021-03-29,11814,11258,22373
2021-03-30,10297,9818,23400
2021-03-31,9047,8568,22180
2021-04-01,9972,9505,21628
2021-04-02,8775,8397,20490
2021-04-03,7431,7119,15531
2021-04-04,6651,6465,5665
2021-04-05,7665,7411,7267
2021-04-06,8613,8240,18513
2021-04-07,8586,8181,19176
2021-04-08,8324,7939,17675
2021-04-09,7532,7231,17293
2021-04-10,7707,7430,14015
2021-04-11,6880,6690,6745
2021-04-12,8673,8347,16828
2021-04-13,7649,7321,17304
2021-04-14,7336,7069,16328
2021-04-15,7109,6841,14981
2021-04-16,7069,6851,15105
2021-04-17,6315,6119,11427
2021-04-18,6586,6429,5800
2021-04-19,7887,7592,14729
2021-04-20,7474,7204,15649
2021-04-21,7269,7012,14797
2021-04-22,6988,6743,14245
2021-04-23,6888,6681,14507
2021-04-24,6285,6129,12022
2021-04-25,5941,5816,5258
2021-04-26,7102,6845,13670
2021-04-27,6206,5980,14412
2021-04-28,5911,5689,13754
2021-04-29,5223,5034,12426
2021-04-30,4873,4721,12906
2021-05-01,5097,4997,6120
2021-05-02,4321,4239,4631
2021-05-03,5414,5230,11473
2021-05-04,4714,4570,11408
2021-05-05,4693,4562,10793
2021-05-06,4094,3933,9496
2021-05-07,3877,3763,9516
2021-05-08,3432,3346,7408
2021-05-09,3272,3193,3601
2021-05-10,3968,3840,8122
2021-05-11,3276,3177,8279
2021-05-12,3104,3018,7501
2021-05-13,2851,2769,6688
2021-05-14,2567,2490,6562
2021-05-15,2396,2339,5025
2021-05-16,2152,2114,2158
2021-05-17,2498,2416,5490
2021-05-18,2345,2258,5806
2021-05-19,2156,2078,5081
2021-05-20,1983,1916,4398
2021-05-21,1771,1725,4515
2021-05-22,1573,1536,3625
2021-05-23,1584,1549,1476
2021-05-24,1879,1829,3963
2021-05-25,1606,1560,4029
2021-05-26,1580,1543,3681
2021-05-27,1459,1419,3412
2021-05-28,1381,1353,3403
2021-05-29,1151,1130,2704
2021-05-30,1127,1103,1194
2021-05-31,1221,1195,2987
2021-06-01,1245,1220,3177
2021-06-02,1133,1112,1270
2021-06-03,1132,1089,2761
2021-06-04,1080,1067,3004
2021-06-05,926,909,2104
2021-06-06,773,755,982
2021-06-07,928,897,2208
2021-06-08,770,749,2154
2021-06-09,777,762,1835
2021-06-10,755,738,1807
2021-06-11,591,571,1820
2021-06-12,529,520,1172
2021-06-13,542,529,569
2021-06-14,650,629,1464
2021-06-15,477,465,1325
2021-06-16,521,510,1218
2021-06-17,448,436,1119
2021-06-18,393,383,1073
2021-06-19,328,316,815
2021-06-20,353,345,363
2021-06-21,384,375,939
2021-06-22,412,400,938
2021-06-23,382,377,806
2021-06-24,361,352,804
2021-06-25,350,347,840
2021-06-26,320,312,653
2021-06-27,375,368,275
2021-06-28,456,445,828
2021-06-29,481,476,796
2021-06-30,549,542,870
2021-07-01,620,604,911
2021-07-02,550,543,987
2021-07-03,570,558,820
2021-07-04,609,603,402
2021-07-05,776,764,1125
2021-07-06,799,783,1375
2021-07-07,864,854,1211
2021-07-08,891,878,1375
2021-07-09,1081,1070,1485
2021-07-10,1169,1154,1396
2021-07-11,1206,1191,781
2021-07-12,1684,1655,1988
2021-07-13,1844,1821,2601
2021-07-14,2262,2229,2600
2021-07-15,2288,2239,3183
2021-07-16,2171,2133,3678
2021-07-17,2172,2130,2948
2021-07-18,2455,2412,1749
2021-07-19,2802,2736,4216
2021-07-20,3048,2991,5020
2021-07-21,3014,2961,5104
2021-07-22,2786,2742,4921
2021-07-23,2683,2642,5398
2021-07-24,2664,2619,4233
2021-07-25,2793,2747,2188
2021-07-26,3247,3204,6263
2021-07-27,3196,3172,6387
2021-07-28,2925,2888,5878
2021-07-29,2560,2527,5610
2021-07-30,2327,2308,5837
2021-07-31,2064,2032,5053
2021-08-01,2036,2011,2219
2021-08-02,2043,2006,5850
2021-08-03,1543,1525,6168
2021-08-04,879,865,4769
2021-08-05,382,377,2696
2021-08-06,102,97,1139
2021-08-07,,,2
