data,inizio sintomi,prelievo/diagnosi
2020-12-07,1638,
2020-12-08,1675,
2020-12-09,2198,
2020-12-10,3280,
2020-12-11,4101,
2020-12-12,5308,
2020-12-13,5624,5784
2020-12-14,8132,17766
2020-12-15,7379,18432
2020-12-16,7293,16716
2020-12-17,7084,16394
2020-12-18,7348,16758
2020-12-19,6552,12779
2020-12-20,6856,6494
2020-12-21,7946,16734
2020-12-22,7668,19257
2020-12-23,7742,18560
2020-12-24,7384,15442
2020-12-25,6206,4638
2020-12-26,7284,7699
2020-12-27,7193,7668
2020-12-28,8787,18242
2020-12-29,7492,23309
2020-12-30,6724,22595
2020-12-31,5900,18273
2021-01-01,5685,5549
2021-01-02,5187,14507
2021-01-03,4637,8046
2021-01-04,4872,20673
2021-01-05,3361,21870
2021-01-06,2229,7833
2021-01-07,1667,16044
2021-01-08,856,10545
2021-01-09,367,3640
2021-01-10,59,331
2021-01-11,44,3
