data,inizio sintomi,prelievo/diagnosi
2020-01-28,10,
2020-01-29,14,2
2020-01-30,18,
2020-01-31,14,
2020-02-01,49,
2020-02-02,33,
2020-02-03,23,
2020-02-04,21,
2020-02-05,30,
2020-02-06,25,1
2020-02-07,18,
2020-02-08,14,
2020-02-09,15,
2020-02-10,62,
2020-02-11,26,
2020-02-12,48,
2020-02-13,49,
2020-02-14,65,
2020-02-15,144,
2020-02-16,81,
2020-02-17,137,
2020-02-18,162,
2020-02-19,137,
2020-02-20,401,4
2020-02-21,307,35
2020-02-22,384,56
2020-02-23,507,76
2020-02-24,674,86
2020-02-25,820,190
2020-02-26,739,277
2020-02-27,883,285
2020-02-28,1204,356
2020-02-29,1081,371
2020-03-01,2471,412
2020-03-02,1942,630
2020-03-03,2252,806
2020-03-04,1948,1081
2020-03-05,2633,1297
2020-03-06,2969,1523
2020-03-07,3129,1409
2020-03-08,3671,1446
2020-03-09,4414,2243
2020-03-10,6141,2446
2020-03-11,4207,2768
2020-03-12,4754,3141
2020-03-13,5353,4099
2020-03-14,4709,3534
2020-03-15,5888,2852
2020-03-16,5318,4805
2020-03-17,4536,5341
2020-03-18,4823,5690
2020-03-19,4273,5689
2020-03-20,6158,6234
2020-03-21,3856,4916
2020-03-22,3775,3934
2020-03-23,4387,6080
2020-03-24,3596,5900
2020-03-25,3853,5774
2020-03-26,3321,5678
2020-03-27,3562,5761
2020-03-28,3188,4503
2020-03-29,2412,2958
2020-03-30,3650,5058
2020-03-31,2615,5341
2020-04-01,4120,4992
2020-04-02,2670,4720
2020-04-03,2720,4437
2020-04-04,2316,3647
2020-04-05,2031,2595
2020-04-06,2469,4079
2020-04-07,2252,4143
2020-04-08,2139,4792
2020-04-09,2024,4670
2020-04-10,2737,5118
2020-04-11,1613,3404
2020-04-12,1645,1914
2020-04-13,1517,2262
2020-04-14,1812,3277
2020-04-15,2140,3948
2020-04-16,1661,3694
2020-04-17,1599,3494
2020-04-18,1286,2637
2020-04-19,986,1386
2020-04-20,1880,3000
2020-04-21,1198,3071
2020-04-22,1232,2600
2020-04-23,1226,2798
2020-04-24,1114,2727
2020-04-25,860,1666
2020-04-26,638,1022
2020-04-27,1102,1971
2020-04-28,857,2234
2020-04-29,917,2320
2020-04-30,863,2257
2020-05-01,665,1082
2020-05-02,488,1016
2020-05-03,376,504
2020-05-04,608,1445
2020-05-05,610,1540
2020-05-06,540,1440
2020-05-07,486,1381
2020-05-08,487,1383
2020-05-09,280,733
2020-05-10,327,333
2020-05-11,381,886
2020-05-12,432,924
2020-05-13,358,890
2020-05-14,323,902
2020-05-15,324,796
2020-05-16,221,611
2020-05-17,173,300
2020-05-18,290,657
2020-05-19,232,718
2020-05-20,269,674
2020-05-21,197,622
2020-05-22,170,686
2020-05-23,120,356
2020-05-24,74,146
2020-05-25,199,512
2020-05-26,163,538
2020-05-27,186,531
2020-05-28,138,516
2020-05-29,133,391
2020-05-30,115,288
2020-05-31,55,90
2020-06-01,161,386
2020-06-02,62,86
2020-06-03,124,360
2020-06-04,114,368
2020-06-05,131,385
2020-06-06,88,204
2020-06-07,63,82
2020-06-08,122,299
2020-06-09,116,366
2020-06-10,113,391
2020-06-11,95,447
2020-06-12,115,362
2020-06-13,67,215
2020-06-14,71,67
2020-06-15,100,277
2020-06-16,89,276
2020-06-17,87,303
2020-06-18,85,231
2020-06-19,79,290
2020-06-20,58,160
2020-06-21,52,61
2020-06-22,83,328
2020-06-23,72,293
2020-06-24,88,202
2020-06-25,86,205
2020-06-26,91,181
2020-06-27,74,122
2020-06-28,51,64
2020-06-29,96,234
2020-06-30,68,199
2020-07-01,115,238
2020-07-02,86,247
2020-07-03,68,234
2020-07-04,82,210
2020-07-05,65,83
2020-07-06,98,235
2020-07-07,96,219
2020-07-08,97,283
2020-07-09,84,221
2020-07-10,105,256
2020-07-11,77,157
2020-07-12,72,53
2020-07-13,100,184
2020-07-14,114,234
2020-07-15,100,239
2020-07-16,85,258
2020-07-17,110,283
2020-07-18,94,162
2020-07-19,84,109
2020-07-20,136,314
2020-07-21,118,278
2020-07-22,114,274
2020-07-23,130,263
2020-07-24,120,308
2020-07-25,130,189
2020-07-26,92,91
2020-07-27,132,320
2020-07-28,136,312
2020-07-29,132,464
2020-07-30,132,310
2020-07-31,127,310
2020-08-01,166,196
2020-08-02,123,107
2020-08-03,208,411
2020-08-04,189,386
2020-08-05,221,481
2020-08-06,226,396
2020-08-07,220,500
2020-08-08,269,348
2020-08-09,211,193
2020-08-10,302,488
2020-08-11,280,523
2020-08-12,299,626
2020-08-13,305,536
2020-08-14,324,634
2020-08-15,349,328
2020-08-16,357,293
2020-08-17,577,698
2020-08-18,647,907
2020-08-19,584,1056
2020-08-20,599,1146
2020-08-21,634,1396
2020-08-22,583,1067
2020-08-23,601,713
2020-08-24,709,1652
2020-08-25,710,1565
2020-08-26,657,1507
2020-08-27,592,1482
2020-08-28,619,1455
2020-08-29,466,1033
2020-08-30,418,575
2020-08-31,579,1396
2020-09-01,758,1391
2020-09-02,656,1619
2020-09-03,586,1543
2020-09-04,666,1649
2020-09-05,571,1132
2020-09-06,516,566
2020-09-07,796,1549
2020-09-08,694,1622
2020-09-09,667,1639
2020-09-10,787,1666
2020-09-11,652,1616
2020-09-12,652,1213
2020-09-13,574,605
2020-09-14,878,1655
2020-09-15,875,1811
2020-09-16,808,1593
2020-09-17,811,1712
2020-09-18,834,1882
2020-09-19,833,1284
2020-09-20,808,640
2020-09-21,950,2007
2020-09-22,958,1938
2020-09-23,872,2067
2020-09-24,846,1990
2020-09-25,968,2104
2020-09-26,918,1520
2020-09-27,949,916
2020-09-28,1308,2308
2020-09-29,1293,2332
2020-09-30,1716,2559
2020-10-01,2281,3038
2020-10-02,2224,3277
2020-10-03,2275,2575
2020-10-04,2241,1694
2020-10-05,3252,5066
2020-10-06,3070,4814
2020-10-07,3620,5439
2020-10-08,3930,5902
2020-10-09,4354,6647
2020-10-10,4724,6107
2020-10-11,4132,3326
2020-10-12,6734,9486
2020-10-13,6364,10254
2020-10-14,6905,11026
2020-10-15,7726,11690
2020-10-16,8787,13011
2020-10-17,8445,11521
2020-10-18,8532,6231
2020-10-19,12186,17318
2020-10-20,12694,18955
2020-10-21,12295,21901
2020-10-22,12138,23014
2020-10-23,13438,24865
2020-10-24,12577,19536
2020-10-25,12558,11195
2020-10-26,16913,27814
2020-10-27,15069,30909
2020-10-28,15629,33220
2020-10-29,16217,32340
2020-10-30,15077,34435
2020-10-31,12246,24794
2020-11-01,14250,13156
2020-11-02,16308,33495
2020-11-03,13409,36081
2020-11-04,14628,39615
