data,inizio sintomi,prelievo/diagnosi
2022-11-08,201,
2022-11-09,318,
2022-11-10,739,
2022-11-11,1919,
2022-11-12,4058,
2022-11-13,7252,
2022-11-14,13483,50309
2022-11-15,11344,35473
2022-11-16,11060,35688
2022-11-17,10135,34067
2022-11-18,9770,33120
2022-11-19,8862,25410
2022-11-20,8997,11326
2022-11-21,13561,54548
2022-11-22,11128,32758
2022-11-23,10431,36993
2022-11-24,9382,33660
2022-11-25,8778,31475
2022-11-26,8183,24131
2022-11-27,8067,10843
2022-11-28,13022,53744
2022-11-29,9883,35194
2022-11-30,9449,34590
2022-12-01,9150,32992
2022-12-02,8558,32723
2022-12-03,7337,24714
2022-12-04,7161,11120
2022-12-05,10505,51240
2022-12-06,7482,32400
2022-12-07,5911,30144
2022-12-08,3847,8922
2022-12-09,5261,33614
2022-12-10,3007,19541
2022-12-11,1193,8535
2022-12-12,2430,19213
2022-12-13,19,30
