data,inizio sintomi,prelievo/diagnosi
2020-11-22,1642,
2020-11-23,2765,
2020-11-24,2780,
2020-11-25,3764,
2020-11-26,4361,
2020-11-27,5738,
2020-11-28,6837,17735
2020-11-29,5717,8214
2020-11-30,8670,22065
2020-12-01,9319,22740
2020-12-02,8095,20924
2020-12-03,7494,19557
2020-12-04,7502,19827
2020-12-05,6717,14942
2020-12-06,5860,6252
2020-12-07,7712,18924
2020-12-08,6418,7691
2020-12-09,7279,19547
2020-12-10,7118,19997
2020-12-11,6522,19080
2020-12-12,5796,13890
2020-12-13,5138,5673
2020-12-14,6791,17435
2020-12-15,5873,18019
2020-12-16,5599,16232
2020-12-17,4874,15755
2020-12-18,4710,16152
2020-12-19,3808,12378
2020-12-20,3508,6096
2020-12-21,3539,14897
2020-12-22,2587,16043
2020-12-23,1560,13293
2020-12-24,769,8122
2020-12-25,233,1294
2020-12-26,79,492
2020-12-27,46,115
