data,inizio sintomi,prelievo/diagnosi
2020-01-28,9,
2020-01-29,11,2
2020-01-30,16,
2020-01-31,14,
2020-02-01,45,
2020-02-02,30,
2020-02-03,23,
2020-02-04,19,
2020-02-05,26,
2020-02-06,25,1
2020-02-07,18,
2020-02-08,14,
2020-02-09,13,
2020-02-10,60,
2020-02-11,25,
2020-02-12,40,
2020-02-13,46,
2020-02-14,63,
2020-02-15,137,
2020-02-16,77,
2020-02-17,130,
2020-02-18,157,
2020-02-19,127,
2020-02-20,399,3
2020-02-21,297,34
2020-02-22,382,55
2020-02-23,488,75
2020-02-24,666,87
2020-02-25,823,196
2020-02-26,741,279
2020-02-27,873,286
2020-02-28,1203,359
2020-02-29,1068,368
2020-03-01,2459,411
2020-03-02,1923,639
2020-03-03,2253,811
2020-03-04,1946,1087
2020-03-05,2634,1310
2020-03-06,2968,1545
2020-03-07,3123,1412
2020-03-08,3658,1466
2020-03-09,4423,2234
2020-03-10,6163,2482
2020-03-11,4217,2781
2020-03-12,4770,3162
2020-03-13,5307,4129
2020-03-14,4680,3564
2020-03-15,5804,2868
2020-03-16,5211,4843
2020-03-17,4351,5337
2020-03-18,4699,5710
2020-03-19,4020,5709
2020-03-20,5976,6233
2020-03-21,3600,4908
2020-03-22,3538,3951
2020-03-23,4170,6091
2020-03-24,3359,5895
2020-03-25,3670,5789
2020-03-26,3095,5672
2020-03-27,3391,5749
2020-03-28,2994,4522
2020-03-29,2281,2971
2020-03-30,3443,5099
2020-03-31,2436,5315
2020-04-01,3836,4996
2020-04-02,2465,4715
2020-04-03,2543,4456
2020-04-04,2159,3650
2020-04-05,1895,2591
2020-04-06,2287,4056
2020-04-07,2083,4194
2020-04-08,1964,4761
2020-04-09,1834,4678
2020-04-10,2536,5121
2020-04-11,1457,3381
2020-04-12,1538,1916
2020-04-13,1391,2238
2020-04-14,1616,3301
2020-04-15,1978,3959
2020-04-16,1475,3660
2020-04-17,1448,3456
2020-04-18,1150,2652
2020-04-19,911,1375
2020-04-20,1734,3050
2020-04-21,1080,3043
2020-04-22,1055,2597
2020-04-23,1082,2818
2020-04-24,942,2685
2020-04-25,795,1654
2020-04-26,601,1024
2020-04-27,979,1952
2020-04-28,766,2226
2020-04-29,822,2304
2020-04-30,773,2265
2020-05-01,601,1106
2020-05-02,425,1001
2020-05-03,328,511
2020-05-04,546,1435
2020-05-05,544,1543
2020-05-06,473,1429
2020-05-07,443,1385
2020-05-08,433,1378
2020-05-09,238,734
2020-05-10,312,333
2020-05-11,327,884
2020-05-12,383,923
2020-05-13,315,878
2020-05-14,280,902
2020-05-15,274,788
2020-05-16,184,616
2020-05-17,152,299
2020-05-18,244,651
2020-05-19,202,721
2020-05-20,234,669
2020-05-21,169,613
2020-05-22,156,685
2020-05-23,96,364
2020-05-24,64,148
2020-05-25,161,511
2020-05-26,141,539
2020-05-27,169,536
2020-05-28,124,517
2020-05-29,121,391
2020-05-30,103,285
2020-05-31,46,91
2020-06-01,148,389
2020-06-02,47,86
2020-06-03,101,355
2020-06-04,98,368
2020-06-05,117,385
2020-06-06,79,203
2020-06-07,53,83
2020-06-08,110,294
2020-06-09,103,357
2020-06-10,98,396
2020-06-11,75,443
2020-06-12,101,365
2020-06-13,52,216
2020-06-14,69,67
2020-06-15,91,278
2020-06-16,72,274
2020-06-17,67,302
2020-06-18,69,236
2020-06-19,59,290
2020-06-20,54,155
2020-06-21,44,60
2020-06-22,65,326
2020-06-23,52,290
2020-06-24,69,198
2020-06-25,64,201
2020-06-26,81,184
2020-06-27,61,119
2020-06-28,41,63
2020-06-29,85,236
2020-06-30,62,196
2020-07-01,90,238
2020-07-02,73,248
2020-07-03,58,235
2020-07-04,72,212
2020-07-05,59,78
2020-07-06,81,241
2020-07-07,76,222
2020-07-08,80,280
2020-07-09,76,211
2020-07-10,89,247
2020-07-11,70,157
2020-07-12,69,55
2020-07-13,96,185
2020-07-14,91,232
2020-07-15,86,236
2020-07-16,77,247
2020-07-17,101,280
2020-07-18,93,164
2020-07-19,84,110
2020-07-20,121,314
2020-07-21,110,275
2020-07-22,99,270
2020-07-23,118,263
2020-07-24,110,306
2020-07-25,111,184
2020-07-26,84,88
2020-07-27,117,312
2020-07-28,110,304
2020-07-29,111,475
2020-07-30,95,279
2020-07-31,104,293
2020-08-01,112,175
2020-08-02,110,104
2020-08-03,145,406
2020-08-04,136,375
2020-08-05,116,487
2020-08-06,93,375
2020-08-07,66,408
2020-08-08,53,290
2020-08-09,21,118
2020-08-10,9,88
2020-08-11,,3
