data,inizio sintomi,prelievo/diagnosi
2020-01-28,9,
2020-01-29,11,2
2020-01-30,15,
2020-01-31,13,
2020-02-01,43,
2020-02-02,29,
2020-02-03,23,
2020-02-04,18,
2020-02-05,26,
2020-02-06,25,1
2020-02-07,18,
2020-02-08,11,
2020-02-09,13,
2020-02-10,55,
2020-02-11,23,
2020-02-12,40,
2020-02-13,46,
2020-02-14,62,
2020-02-15,134,
2020-02-16,76,
2020-02-17,127,
2020-02-18,152,
2020-02-19,125,
2020-02-20,389,4
2020-02-21,293,35
2020-02-22,371,56
2020-02-23,479,76
2020-02-24,649,87
2020-02-25,804,192
2020-02-26,724,277
2020-02-27,861,285
2020-02-28,1178,357
2020-02-29,1049,371
2020-03-01,2412,411
2020-03-02,1869,631
2020-03-03,2198,804
2020-03-04,1886,1087
2020-03-05,2569,1296
2020-03-06,2863,1538
2020-03-07,3014,1418
2020-03-08,3521,1454
2020-03-09,4246,2241
2020-03-10,5950,2459
2020-03-11,4030,2782
2020-03-12,4534,3144
2020-03-13,5073,4105
2020-03-14,4470,3537
2020-03-15,5574,2870
2020-03-16,4986,4809
2020-03-17,4183,5334
2020-03-18,4498,5696
2020-03-19,3847,5693
2020-03-20,5753,6226
2020-03-21,3450,4918
2020-03-22,3426,3937
2020-03-23,4015,6087
2020-03-24,3245,5886
2020-03-25,3561,5785
2020-03-26,3007,5664
2020-03-27,3298,5738
2020-03-28,2917,4522
2020-03-29,2221,2963
2020-03-30,3331,5034
2020-03-31,2355,5329
2020-04-01,3775,5022
2020-04-02,2398,4758
2020-04-03,2488,4435
2020-04-04,2130,3668
2020-04-05,1872,2594
2020-04-06,2255,4063
2020-04-07,2050,4169
2020-04-08,1920,4810
2020-04-09,1802,4660
2020-04-10,2493,5128
2020-04-11,1424,3426
2020-04-12,1498,1913
2020-04-13,1353,2246
2020-04-14,1595,3290
2020-04-15,1947,3959
2020-04-16,1446,3686
2020-04-17,1431,3479
2020-04-18,1136,2627
2020-04-19,891,1384
2020-04-20,1689,3012
2020-04-21,1044,3066
2020-04-22,1027,2596
2020-04-23,1060,2809
2020-04-24,909,2729
2020-04-25,772,1672
2020-04-26,582,1025
2020-04-27,963,1963
2020-04-28,734,2215
2020-04-29,817,2318
2020-04-30,761,2260
2020-05-01,591,1088
2020-05-02,412,1009
2020-05-03,325,508
2020-05-04,532,1433
2020-05-05,530,1547
2020-05-06,475,1437
2020-05-07,437,1389
2020-05-08,426,1374
2020-05-09,234,732
2020-05-10,302,336
2020-05-11,324,883
2020-05-12,387,927
2020-05-13,316,886
2020-05-14,275,900
2020-05-15,277,793
2020-05-16,179,616
2020-05-17,152,302
2020-05-18,247,653
2020-05-19,202,720
2020-05-20,232,668
2020-05-21,172,621
2020-05-22,151,693
2020-05-23,96,356
2020-05-24,65,147
2020-05-25,171,513
2020-05-26,145,538
2020-05-27,167,532
2020-05-28,127,517
2020-05-29,122,390
2020-05-30,96,287
2020-05-31,48,89
2020-06-01,150,390
2020-06-02,49,86
2020-06-03,103,356
2020-06-04,94,368
2020-06-05,116,385
2020-06-06,79,203
2020-06-07,54,83
2020-06-08,107,297
2020-06-09,98,356
2020-06-10,97,392
2020-06-11,79,446
2020-06-12,98,366
2020-06-13,52,218
2020-06-14,66,67
2020-06-15,89,278
2020-06-16,72,276
2020-06-17,69,301
2020-06-18,73,235
2020-06-19,60,289
2020-06-20,53,161
2020-06-21,45,61
2020-06-22,64,327
2020-06-23,52,289
2020-06-24,70,198
2020-06-25,66,206
2020-06-26,75,184
2020-06-27,59,123
2020-06-28,40,62
2020-06-29,88,236
2020-06-30,56,198
2020-07-01,89,238
2020-07-02,73,248
2020-07-03,56,236
2020-07-04,62,213
2020-07-05,56,82
2020-07-06,80,239
2020-07-07,73,224
2020-07-08,75,282
2020-07-09,65,216
2020-07-10,80,249
2020-07-11,65,155
2020-07-12,62,53
2020-07-13,78,185
2020-07-14,82,233
2020-07-15,70,238
2020-07-16,62,251
2020-07-17,87,285
2020-07-18,76,166
2020-07-19,74,110
2020-07-20,101,312
2020-07-21,97,280
2020-07-22,86,271
2020-07-23,108,263
2020-07-24,102,306
2020-07-25,105,183
2020-07-26,78,91
2020-07-27,116,316
2020-07-28,105,314
2020-07-29,99,467
2020-07-30,81,304
2020-07-31,101,309
2020-08-01,125,192
2020-08-02,109,106
2020-08-03,173,417
2020-08-04,177,381
2020-08-05,182,483
2020-08-06,165,387
2020-08-07,157,508
2020-08-08,205,348
2020-08-09,179,193
2020-08-10,252,485
2020-08-11,209,522
2020-08-12,244,625
2020-08-13,255,541
2020-08-14,265,641
2020-08-15,307,322
2020-08-16,323,297
2020-08-17,489,697
2020-08-18,581,924
2020-08-19,509,1075
2020-08-20,552,1133
2020-08-21,551,1392
2020-08-22,522,1047
2020-08-23,533,706
2020-08-24,603,1627
2020-08-25,560,1596
2020-08-26,553,1488
2020-08-27,484,1470
2020-08-28,520,1471
2020-08-29,377,1025
2020-08-30,407,569
2020-08-31,484,1405
2020-09-01,634,1389
2020-09-02,558,1606
2020-09-03,514,1542
2020-09-04,548,1644
2020-09-05,492,1145
2020-09-06,480,556
2020-09-07,702,1554
2020-09-08,577,1632
2020-09-09,537,1632
2020-09-10,664,1660
2020-09-11,535,1625
2020-09-12,544,1196
2020-09-13,529,597
2020-09-14,754,1647
2020-09-15,741,1823
2020-09-16,694,1578
2020-09-17,690,1711
2020-09-18,688,1867
2020-09-19,699,1274
2020-09-20,714,634
2020-09-21,793,1994
2020-09-22,783,1916
2020-09-23,716,2048
2020-09-24,732,1968
2020-09-25,818,2106
2020-09-26,774,1502
