data,inizio sintomi,inizio sintomi solo sintomatici,prelievo/diagnosi
2020-01-28,20,15,
2020-01-29,23,20,2
2020-01-30,31,24,
2020-01-31,33,26,
2020-02-01,63,54,
2020-02-02,45,37,
2020-02-03,27,24,
2020-02-04,27,24,
2020-02-05,33,32,
2020-02-06,29,26,1
2020-02-07,20,17,
2020-02-08,21,20,
2020-02-09,21,18,
2020-02-10,71,62,
2020-02-11,32,24,
2020-02-12,58,55,
2020-02-13,53,46,
2020-02-14,71,67,
2020-02-15,154,143,
2020-02-16,92,88,
2020-02-17,146,134,
2020-02-18,170,158,
2020-02-19,144,133,
2020-02-20,411,388,4
2020-02-21,319,300,35
2020-02-22,401,378,57
2020-02-23,517,480,75
2020-02-24,687,625,83
2020-02-25,831,784,186
2020-02-26,746,697,274
2020-02-27,896,804,283
2020-02-28,1218,1143,352
2020-02-29,1079,1005,373
2020-03-01,2485,2263,411
2020-03-02,1956,1805,630
2020-03-03,2262,2044,803
2020-03-04,1944,1756,1079
2020-03-05,2640,2391,1309
2020-03-06,2981,2669,1523
2020-03-07,3130,2858,1424
2020-03-08,3674,3343,1451
2020-03-09,4449,3953,2241
2020-03-10,6164,5482,2466
2020-03-11,4233,3740,2762
2020-03-12,4801,4248,3140
2020-03-13,5365,4738,4106
2020-03-14,4719,4113,3533
2020-03-15,5888,5212,2850
2020-03-16,5341,4718,4808
2020-03-17,4535,4027,5338
2020-03-18,4834,4228,5691
2020-03-19,4283,3759,5690
2020-03-20,6154,5359,6237
2020-03-21,3841,3322,4911
2020-03-22,3774,3334,3931
2020-03-23,4390,3805,6090
2020-03-24,3581,3047,5904
2020-03-25,3834,3239,5774
2020-03-26,3319,2783,5673
2020-03-27,3554,3011,5764
2020-03-28,3171,2688,4506
2020-03-29,2386,2088,2962
2020-03-30,3673,3061,5064
2020-03-31,2611,2145,5342
2020-04-01,4092,3353,4997
2020-04-02,2677,2160,4722
2020-04-03,2726,2256,4442
2020-04-04,2330,1875,3643
2020-04-05,2050,1700,2591
2020-04-06,2487,1961,4079
2020-04-07,2259,1809,4139
2020-04-08,2148,1802,4796
2020-04-09,2035,1623,4670
2020-04-10,2747,2198,5122
2020-04-11,1625,1296,3412
2020-04-12,1642,1437,1915
2020-04-13,1523,1319,2263
2020-04-14,1838,1548,3276
2020-04-15,2157,1729,3949
2020-04-16,1651,1373,3702
2020-04-17,1620,1344,3492
2020-04-18,1286,1123,2640
2020-04-19,1020,884,1388
2020-04-20,1890,1607,3003
2020-04-21,1196,1015,3072
2020-04-22,1213,1030,2606
2020-04-23,1248,953,2798
2020-04-24,1124,834,2736
2020-04-25,877,733,1665
2020-04-26,665,573,1018
2020-04-27,1119,899,1972
2020-04-28,877,660,2239
2020-04-29,918,614,2324
2020-04-30,855,554,2267
2020-05-01,691,551,1082
2020-05-02,509,414,1020
2020-05-03,406,322,504
2020-05-04,652,450,1447
2020-05-05,622,456,1544
2020-05-06,562,387,1445
2020-05-07,487,356,1387
2020-05-08,512,407,1386
2020-05-09,294,218,734
2020-05-10,340,276,334
2020-05-11,432,321,885
2020-05-12,451,326,924
2020-05-13,384,281,892
2020-05-14,328,241,900
2020-05-15,343,274,801
2020-05-16,236,189,616
2020-05-17,191,155,300
2020-05-18,311,258,658
2020-05-19,253,208,721
2020-05-20,292,229,674
2020-05-21,225,172,624
2020-05-22,193,159,686
2020-05-23,131,114,357
2020-05-24,96,83,146
2020-05-25,230,176,514
2020-05-26,178,145,541
2020-05-27,210,161,531
2020-05-28,161,111,517
2020-05-29,145,120,392
2020-05-30,121,95,285
2020-05-31,64,59,90
2020-06-01,174,137,387
2020-06-02,69,60,87
