data,inizio sintomi,prelievo/diagnosi
2022-12-07,80,
2022-12-08,129,
2022-12-09,194,
2022-12-10,380,
2022-12-11,672,
2022-12-12,1710,
2022-12-13,3488,
2022-12-14,6418,24189
2022-12-15,5530,21946
2022-12-16,5420,20921
2022-12-17,4654,16318
2022-12-18,4393,7494
2022-12-19,6924,29754
2022-12-20,5650,19800
2022-12-21,5253,19260
2022-12-22,4871,18382
2022-12-23,4855,19807
2022-12-24,4115,15887
2022-12-25,3264,4281
2022-12-26,4722,8272
2022-12-27,7983,31564
2022-12-28,6677,23227
2022-12-29,6083,24235
2022-12-30,5247,24361
2022-12-31,4033,16732
2023-01-01,3270,4143
2023-01-02,5879,27991
2023-01-03,4554,18266
2023-01-04,3774,17252
2023-01-05,3181,15825
2023-01-06,1842,4106
2023-01-07,2788,13938
2023-01-08,1534,4681
2023-01-09,2033,15945
2023-01-10,615,6044
2023-01-11,3,4
