data,inizio sintomi,prelievo/diagnosi
2020-01-28,9,
2020-01-29,12,2
2020-01-30,16,
2020-01-31,16,
2020-02-01,62,
2020-02-02,29,
2020-02-03,23,
2020-02-04,21,
2020-02-05,28,
2020-02-06,26,1
2020-02-07,20,
2020-02-08,11,
2020-02-09,13,
2020-02-10,63,
2020-02-11,24,
2020-02-12,41,
2020-02-13,46,
2020-02-14,64,
2020-02-15,146,
2020-02-16,81,
2020-02-17,132,
2020-02-18,165,
2020-02-19,130,
2020-02-20,407,3
2020-02-21,311,34
2020-02-22,384,54
2020-02-23,533,75
2020-02-24,707,87
2020-02-25,852,195
2020-02-26,815,278
2020-02-27,911,285
2020-02-28,1239,354
2020-02-29,1085,369
2020-03-01,2542,407
2020-03-02,1967,638
2020-03-03,2291,813
2020-03-04,1991,1084
2020-03-05,2699,1312
2020-03-06,3021,1543
2020-03-07,3195,1413
2020-03-08,3689,1465
2020-03-09,4500,2237
2020-03-10,6249,2486
2020-03-11,4313,2783
2020-03-12,4837,3168
2020-03-13,5267,4120
2020-03-14,4685,3560
2020-03-15,5815,2865
2020-03-16,5213,4831
2020-03-17,4304,5317
2020-03-18,4688,5685
2020-03-19,4037,5672
2020-03-20,5942,6215
2020-03-21,3552,4896
2020-03-22,3517,3931
2020-03-23,4112,6055
2020-03-24,3297,5868
2020-03-25,3637,5760
2020-03-26,3061,5648
2020-03-27,3318,5734
2020-03-28,2915,4508
2020-03-29,2232,2940
2020-03-30,3403,5095
2020-03-31,2405,5302
2020-04-01,3832,4981
2020-04-02,2451,4686
2020-04-03,2601,4430
2020-04-04,2121,3641
2020-04-05,1865,2583
2020-04-06,2215,4049
2020-04-07,2051,4188
2020-04-08,1958,4751
2020-04-09,1814,4680
2020-04-10,2572,5118
2020-04-11,1426,3382
2020-04-12,1508,1912
2020-04-13,1383,2226
2020-04-14,1625,3298
2020-04-15,1985,3953
2020-04-16,1538,3660
2020-04-17,1432,3446
2020-04-18,1208,2660
2020-04-19,882,1375
2020-04-20,1880,3049
2020-04-21,1180,3046
2020-04-22,1115,2596
2020-04-23,1147,2824
2020-04-24,1007,2691
2020-04-25,773,1657
2020-04-26,609,1020
2020-04-27,1118,1952
2020-04-28,837,2227
2020-04-29,910,2303
2020-04-30,844,2274
2020-05-01,570,1104
2020-05-02,453,996
2020-05-03,317,512
2020-05-04,604,1441
2020-05-05,602,1542
2020-05-06,585,1428
2020-05-07,518,1387
2020-05-08,527,1380
2020-05-09,266,734
2020-05-10,306,337
2020-05-11,403,882
2020-05-12,444,928
2020-05-13,402,886
2020-05-14,360,899
2020-05-15,353,790
2020-05-16,259,616
2020-05-17,157,300
2020-05-18,330,654
2020-05-19,261,724
2020-05-20,348,667
2020-05-21,268,612
2020-05-22,308,685
2020-05-23,147,364
2020-05-24,95,147
2020-05-25,213,510
2020-05-26,226,542
2020-05-27,254,535
2020-05-28,200,522
2020-05-29,187,393
2020-05-30,148,285
2020-05-31,47,91
2020-06-01,202,387
2020-06-02,46,86
2020-06-03,161,354
2020-06-04,159,369
2020-06-05,203,385
2020-06-06,106,200
2020-06-07,65,82
2020-06-08,184,293
2020-06-09,177,356
2020-06-10,149,397
2020-06-11,200,441
2020-06-12,176,364
2020-06-13,95,213
2020-06-14,81,66
2020-06-15,163,276
2020-06-16,119,272
2020-06-17,144,302
2020-06-18,113,238
2020-06-19,139,285
2020-06-20,76,157
2020-06-21,50,51
2020-06-22,108,316
2020-06-23,95,285
2020-06-24,73,193
2020-06-25,58,193
2020-06-26,73,171
2020-06-27,40,107
2020-06-28,8,58
2020-06-29,9,60
2020-06-30,2,10
