data,inizio sintomi,prelievo/diagnosi
2022-06-09,79,
2022-06-10,179,
2022-06-11,180,
2022-06-12,452,
2022-06-13,1252,
2022-06-14,2790,
2022-06-15,6595,
2022-06-16,11642,37706
2022-06-17,11944,38629
2022-06-18,11232,31329
2022-06-19,12520,15633
2022-06-20,19606,68904
2022-06-21,17456,52538
2022-06-22,17555,57774
2022-06-23,16897,57014
2022-06-24,16746,57776
2022-06-25,15920,49612
2022-06-26,16476,23543
2022-06-27,25679,104365
2022-06-28,23077,79143
2022-06-29,22305,83689
2022-06-30,21949,85405
2022-07-01,22250,87764
2022-07-02,18794,71120
2022-07-03,19800,33025
2022-07-04,31095,143632
2022-07-05,26468,103262
2022-07-06,26253,104766
2022-07-07,23238,95587
2022-07-08,20855,96749
2022-07-09,17457,76953
2022-07-10,15570,32130
2022-07-11,20977,128122
2022-07-12,11891,85019
2022-07-13,6409,70170
2022-07-14,775,3513
2022-07-15,6,
