data,inizio sintomi,inizio sintomi solo sintomatici,prelievo/diagnosi
2020-01-28,17,13,
2020-01-29,20,17,2
2020-01-30,27,22,
2020-01-31,30,25,
2020-02-01,51,43,
2020-02-02,41,35,
2020-02-03,26,24,
2020-02-04,25,23,
2020-02-05,30,29,
2020-02-06,27,24,1
2020-02-07,21,18,
2020-02-08,17,17,
2020-02-09,17,14,
2020-02-10,63,56,
2020-02-11,30,21,
2020-02-12,53,49,
2020-02-13,53,46,
2020-02-14,69,64,
2020-02-15,150,138,
2020-02-16,87,81,
2020-02-17,141,130,
2020-02-18,165,153,
2020-02-19,139,129,
2020-02-20,408,385,4
2020-02-21,315,296,35
2020-02-22,392,369,57
2020-02-23,515,479,77
2020-02-24,685,624,85
2020-02-25,824,778,189
2020-02-26,748,698,275
2020-02-27,896,807,286
2020-02-28,1217,1143,351
2020-02-29,1077,1005,373
2020-03-01,2485,2269,410
2020-03-02,1956,1808,631
2020-03-03,2259,2046,806
2020-03-04,1946,1759,1077
2020-03-05,2635,2392,1302
2020-03-06,2971,2667,1524
2020-03-07,3126,2859,1452
2020-03-08,3674,3344,1451
2020-03-09,4444,3950,2234
2020-03-10,6149,5481,2462
2020-03-11,4219,3731,2762
2020-03-12,4795,4246,3138
2020-03-13,5355,4735,4106
2020-03-14,4713,4111,3536
2020-03-15,5878,5210,2849
2020-03-16,5336,4721,4809
2020-03-17,4530,4025,5339
2020-03-18,4827,4225,5690
2020-03-19,4276,3758,5688
2020-03-20,6151,5361,6238
2020-03-21,3832,3320,4908
2020-03-22,3767,3330,3932
2020-03-23,4381,3807,6090
2020-03-24,3572,3044,5904
2020-03-25,3831,3242,5773
2020-03-26,3316,2788,5672
2020-03-27,3551,3018,5761
2020-03-28,3158,2679,4505
2020-03-29,2384,2088,2960
2020-03-30,3679,3074,5065
2020-03-31,2604,2148,5342
2020-04-01,4079,3352,4997
2020-04-02,2670,2158,4722
2020-04-03,2716,2248,4442
2020-04-04,2316,1870,3645
2020-04-05,2039,1696,2590
2020-04-06,2482,1970,4079
2020-04-07,2246,1807,4137
2020-04-08,2147,1807,4793
2020-04-09,2023,1618,4671
2020-04-10,2735,2199,5123
2020-04-11,1619,1294,3410
2020-04-12,1638,1436,1915
2020-04-13,1513,1314,2266
2020-04-14,1831,1556,3272
2020-04-15,2145,1739,3949
2020-04-16,1642,1375,3702
2020-04-17,1610,1340,3493
2020-04-18,1273,1122,2639
2020-04-19,1018,886,1388
2020-04-20,1880,1601,3001
2020-04-21,1188,1015,3073
2020-04-22,1208,1031,2605
2020-04-23,1239,953,2802
2020-04-24,1118,837,2735
2020-04-25,878,735,1666
2020-04-26,661,577,1018
2020-04-27,1111,905,1970
2020-04-28,866,661,2240
2020-04-29,917,618,2322
2020-04-30,856,561,2261
