data,inizio sintomi,prelievo/diagnosi
2020-01-28,11,
2020-01-29,15,2
2020-01-30,20,
2020-01-31,16,
2020-02-01,52,
2020-02-02,35,
2020-02-03,23,
2020-02-04,21,
2020-02-05,32,
2020-02-06,27,1
2020-02-07,17,
2020-02-08,14,
2020-02-09,13,
2020-02-10,61,
2020-02-11,29,
2020-02-12,47,
2020-02-13,49,
2020-02-14,64,
2020-02-15,141,
2020-02-16,79,
2020-02-17,134,
2020-02-18,162,
2020-02-19,136,
2020-02-20,398,4
2020-02-21,304,35
2020-02-22,380,56
2020-02-23,500,76
2020-02-24,669,86
2020-02-25,813,190
2020-02-26,734,277
2020-02-27,878,285
2020-02-28,1183,356
2020-02-29,1068,371
2020-03-01,2441,412
2020-03-02,1911,630
2020-03-03,2214,806
2020-03-04,1923,1081
2020-03-05,2591,1297
2020-03-06,2911,1523
2020-03-07,3047,1408
2020-03-08,3590,1446
2020-03-09,4344,2243
2020-03-10,6030,2446
2020-03-11,4130,2768
2020-03-12,4650,3141
2020-03-13,5284,4099
2020-03-14,4645,3534
2020-03-15,5768,2852
2020-03-16,5267,4805
2020-03-17,4456,5341
2020-03-18,4767,5691
2020-03-19,4240,5689
2020-03-20,6036,6234
2020-03-21,3792,4916
2020-03-22,3785,3934
2020-03-23,4367,6080
2020-03-24,3538,5900
2020-03-25,3939,5774
2020-03-26,3347,5678
2020-03-27,3597,5760
2020-03-28,3238,4503
2020-03-29,2432,2958
2020-03-30,3675,5058
2020-03-31,2653,5341
2020-04-01,4086,4992
2020-04-02,2758,4720
2020-04-03,2764,4435
2020-04-04,2347,3647
2020-04-05,2054,2595
2020-04-06,2537,4078
2020-04-07,2347,4143
2020-04-08,2119,4792
2020-04-09,2081,4670
2020-04-10,2840,5117
2020-04-11,1718,3404
2020-04-12,1686,1914
2020-04-13,1562,2262
2020-04-14,1911,3277
2020-04-15,2164,3948
2020-04-16,1678,3693
2020-04-17,1678,3493
2020-04-18,1300,2639
2020-04-19,1001,1386
2020-04-20,1915,3001
2020-04-21,1231,3073
2020-04-22,1196,2600
2020-04-23,1277,2798
2020-04-24,1129,2727
2020-04-25,894,1666
2020-04-26,691,1022
2020-04-27,1136,1971
2020-04-28,864,2234
2020-04-29,951,2320
2020-04-30,868,2257
2020-05-01,701,1082
2020-05-02,495,1016
2020-05-03,392,504
2020-05-04,610,1445
2020-05-05,610,1540
2020-05-06,530,1440
2020-05-07,495,1381
2020-05-08,493,1383
2020-05-09,286,733
2020-05-10,339,333
2020-05-11,391,886
2020-05-12,435,924
2020-05-13,378,890
2020-05-14,311,902
2020-05-15,324,796
2020-05-16,239,611
2020-05-17,185,300
2020-05-18,287,657
2020-05-19,232,718
2020-05-20,261,673
2020-05-21,190,622
2020-05-22,191,686
2020-05-23,121,356
2020-05-24,83,146
2020-05-25,197,512
2020-05-26,166,538
2020-05-27,191,531
2020-05-28,142,516
2020-05-29,136,391
2020-05-30,112,288
2020-05-31,61,90
2020-06-01,162,386
2020-06-02,61,86
2020-06-03,124,360
2020-06-04,113,368
2020-06-05,138,385
2020-06-06,83,204
2020-06-07,63,82
2020-06-08,123,300
2020-06-09,110,365
2020-06-10,115,391
2020-06-11,100,447
2020-06-12,115,361
2020-06-13,74,215
2020-06-14,71,67
2020-06-15,104,277
2020-06-16,87,276
2020-06-17,82,303
2020-06-18,83,231
2020-06-19,80,290
2020-06-20,58,160
2020-06-21,53,61
2020-06-22,81,328
2020-06-23,69,293
2020-06-24,84,202
2020-06-25,83,205
2020-06-26,93,181
2020-06-27,77,122
2020-06-28,49,64
2020-06-29,100,234
2020-06-30,66,199
2020-07-01,106,239
2020-07-02,91,247
2020-07-03,73,234
2020-07-04,75,210
2020-07-05,67,83
2020-07-06,97,235
2020-07-07,103,219
2020-07-08,99,283
2020-07-09,82,219
2020-07-10,103,256
2020-07-11,82,157
2020-07-12,72,53
2020-07-13,101,184
2020-07-14,109,234
2020-07-15,96,239
2020-07-16,86,258
2020-07-17,106,283
2020-07-18,92,162
2020-07-19,84,109
2020-07-20,125,314
2020-07-21,121,278
2020-07-22,114,274
2020-07-23,128,263
2020-07-24,112,308
2020-07-25,135,189
2020-07-26,99,91
2020-07-27,129,320
2020-07-28,138,312
2020-07-29,130,464
2020-07-30,125,309
2020-07-31,131,310
2020-08-01,149,196
2020-08-02,123,107
2020-08-03,202,411
2020-08-04,186,386
2020-08-05,215,481
2020-08-06,212,396
2020-08-07,202,500
2020-08-08,287,348
2020-08-09,214,193
2020-08-10,288,488
2020-08-11,279,523
2020-08-12,285,626
2020-08-13,296,536
2020-08-14,322,633
2020-08-15,344,328
2020-08-16,359,293
2020-08-17,553,698
2020-08-18,625,907
2020-08-19,588,1055
2020-08-20,619,1146
2020-08-21,642,1396
2020-08-22,581,1067
2020-08-23,600,709
2020-08-24,676,1652
2020-08-25,643,1565
2020-08-26,700,1506
2020-08-27,601,1482
2020-08-28,619,1454
2020-08-29,455,1033
2020-08-30,471,574
2020-08-31,561,1396
2020-09-01,732,1390
2020-09-02,648,1619
2020-09-03,597,1541
2020-09-04,656,1648
2020-09-05,584,1133
2020-09-06,541,566
2020-09-07,803,1549
2020-09-08,686,1621
2020-09-09,650,1641
2020-09-10,780,1667
2020-09-11,685,1616
2020-09-12,634,1212
2020-09-13,577,604
2020-09-14,853,1655
2020-09-15,856,1810
2020-09-16,811,1591
2020-09-17,815,1714
2020-09-18,832,1880
2020-09-19,839,1285
2020-09-20,851,640
2020-09-21,936,2006
2020-09-22,933,1939
2020-09-23,865,2064
2020-09-24,860,1990
2020-09-25,968,2104
2020-09-26,910,1519
2020-09-27,957,917
2020-09-28,1267,2307
2020-09-29,1290,2332
2020-09-30,1636,2555
2020-10-01,2231,3035
2020-10-02,2212,3266
2020-10-03,2181,2573
2020-10-04,2193,1695
2020-10-05,3209,5053
2020-10-06,2959,4819
2020-10-07,3538,5429
2020-10-08,3857,5888
2020-10-09,4268,6632
2020-10-10,4619,6107
2020-10-11,4084,3312
2020-10-12,6552,9474
2020-10-13,6241,10244
2020-10-14,6750,11000
2020-10-15,7520,11674
2020-10-16,8516,12967
2020-10-17,8141,11496
2020-10-18,8251,6213
2020-10-19,11806,17280
2020-10-20,12219,18896
2020-10-21,11755,21790
2020-10-22,11569,22894
2020-10-23,12801,24736
2020-10-24,11861,19386
2020-10-25,11876,11122
2020-10-26,15929,27603
2020-10-27,14305,30637
2020-10-28,14774,32994
2020-10-29,15336,32129
2020-10-30,14239,34076
2020-10-31,11454,24526
2020-11-01,13395,12984
2020-11-02,15270,33045
2020-11-03,12119,35688
2020-11-04,12899,39048
2020-11-05,11214,37771
2020-11-06,10733,38961
2020-11-07,9352,27919
2020-11-08,7068,14783
2020-11-09,7684,34798
2020-11-10,6902,35923
2020-11-11,5306,33953
2020-11-12,4390,31117
2020-11-13,3292,27270
2020-11-14,2369,14186
2020-11-15,1464,3524
2020-11-16,1600,1903
2020-11-17,10,11
