data,inizio sintomi,inizio sintomi solo sintomatici,prelievo/diagnosi
2020-01-28,15,12,
2020-01-29,20,17,2
2020-01-30,26,23,
2020-01-31,31,26,
2020-02-01,51,42,
2020-02-02,41,35,
2020-02-03,26,24,
2020-02-04,25,23,
2020-02-05,30,29,
2020-02-06,26,23,1
2020-02-07,21,18,
2020-02-08,15,15,
2020-02-09,17,15,
2020-02-10,62,56,
2020-02-11,30,21,
2020-02-12,53,49,
2020-02-13,51,44,
2020-02-14,67,62,
2020-02-15,150,139,
2020-02-16,87,81,
2020-02-17,141,131,
2020-02-18,167,155,
2020-02-19,139,129,
2020-02-20,406,383,4
2020-02-21,322,303,37
2020-02-22,392,369,57
2020-02-23,515,479,77
2020-02-24,686,623,86
2020-02-25,827,782,190
2020-02-26,745,693,278
2020-02-27,902,813,286
2020-02-28,1217,1144,354
2020-02-29,1080,1009,373
2020-03-01,2482,2268,410
2020-03-02,1954,1806,629
2020-03-03,2254,2045,805
2020-03-04,1940,1752,1075
2020-03-05,2632,2390,1301
2020-03-06,2977,2670,1528
2020-03-07,3127,2854,1456
2020-03-08,3686,3356,1452
2020-03-09,4434,3944,2240
2020-03-10,6128,5460,2455
2020-03-11,4211,3714,2776
2020-03-12,4795,4243,3140
2020-03-13,5359,4736,4105
2020-03-14,4712,4106,3537
2020-03-15,5883,5222,2848
2020-03-16,5346,4727,4815
2020-03-17,4552,4043,5342
2020-03-18,4830,4223,5689
2020-03-19,4291,3765,5680
2020-03-20,6153,5366,6254
2020-03-21,3831,3319,4922
2020-03-22,3803,3361,3926
2020-03-23,4399,3820,6101
2020-03-24,3600,3067,5917
2020-03-25,3839,3254,5803
2020-03-26,3329,2796,5703
2020-03-27,3558,3020,5795
2020-03-28,3174,2686,4530
2020-03-29,2407,2103,3014
2020-03-30,3704,3091,5091
2020-03-31,2616,2162,5361
2020-04-01,4096,3366,5024
2020-04-02,2685,2172,4776
2020-04-03,2717,2242,4452
2020-04-04,2328,1877,3661
2020-04-05,2036,1695,2600
2020-04-06,2482,1967,4088
2020-04-07,2258,1817,4141
2020-04-08,2153,1813,4801
2020-04-09,2028,1623,4686
2020-04-10,2728,2186,5130
2020-04-11,1626,1298,3432
2020-04-12,1643,1440,1923
2020-04-13,1510,1310,2267
2020-04-14,1834,1556,3277
2020-04-15,2145,1731,3951
2020-04-16,1643,1374,3707
2020-04-17,1610,1337,3504
2020-04-18,1273,1122,2640
2020-04-19,1021,890,1389
2020-04-20,1881,1600,3007
2020-04-21,1185,1013,3076
2020-04-22,1212,1032,2605
2020-04-23,1240,952,2812
2020-04-24,1116,834,2739
2020-04-25,877,736,1667
2020-04-26,662,577,1018
2020-04-27,1116,907,1982
2020-04-28,863,656,2240
2020-04-29,920,617,2326
2020-04-30,858,562,2267
2020-05-01,692,554,1085
2020-05-02,504,410,1020
2020-05-03,415,334,506
2020-05-04,650,450,1458
2020-05-05,616,459,1536
2020-05-06,562,388,1442
2020-05-07,488,361,1389
2020-05-08,519,414,1379
2020-05-09,297,222,731
2020-05-10,340,276,337
2020-05-11,437,327,872
2020-05-12,447,329,915
2020-05-13,378,283,889
2020-05-14,331,248,902
2020-05-15,339,282,791
2020-05-16,236,189,606
2020-05-17,179,149,298
2020-05-18,309,260,655
2020-05-19,255,209,720
2020-05-20,294,234,674
2020-05-21,227,169,622
2020-05-22,191,154,685
2020-05-23,133,116,356
2020-05-24,100,86,147
2020-05-25,227,182,513
2020-05-26,180,147,540
2020-05-27,209,160,524
2020-05-28,164,118,516
2020-05-29,140,115,388
2020-05-30,122,97,285
2020-05-31,66,61,89
2020-06-01,172,134,375
2020-06-02,66,59,87
2020-06-03,134,111,358
2020-06-04,126,92,361
2020-06-05,165,117,384
2020-06-06,97,78,203
2020-06-07,73,64,84
2020-06-08,138,119,300
2020-06-09,124,102,368
2020-06-10,116,101,394
2020-06-11,107,85,447
2020-06-12,121,100,369
2020-06-13,74,66,214
2020-06-14,83,74,68
2020-06-15,123,104,276
2020-06-16,106,91,280
2020-06-17,99,80,302
2020-06-18,93,76,232
2020-06-19,91,75,290
2020-06-20,67,62,165
2020-06-21,66,60,62
2020-06-22,92,82,333
2020-06-23,76,68,292
2020-06-24,99,91,206
2020-06-25,91,76,201
2020-06-26,103,84,184
2020-06-27,78,62,121
2020-06-28,59,53,62
2020-06-29,100,86,235
2020-06-30,74,67,197
2020-07-01,118,107,235
2020-07-02,90,77,249
2020-07-03,74,66,238
2020-07-04,83,68,224
2020-07-05,67,60,76
2020-07-06,103,94,235
2020-07-07,107,97,224
2020-07-08,106,100,285
2020-07-09,84,80,219
2020-07-10,117,107,250
2020-07-11,83,81,163
2020-07-12,79,73,62
2020-07-13,106,96,188
2020-07-14,115,107,238
2020-07-15,102,97,237
2020-07-16,95,86,256
2020-07-17,103,99,285
2020-07-18,96,92,166
2020-07-19,92,88,110
2020-07-20,145,136,317
2020-07-21,129,119,279
2020-07-22,122,115,275
2020-07-23,139,128,269
2020-07-24,119,112,305
2020-07-25,131,125,193
2020-07-26,101,97,92
2020-07-27,139,130,324
2020-07-28,143,134,317
2020-07-29,138,130,470
2020-07-30,125,117,359
2020-07-31,126,117,320
2020-08-01,163,158,202
2020-08-02,128,121,107
2020-08-03,224,206,420
2020-08-04,199,185,393
2020-08-05,219,207,507
2020-08-06,216,207,398
2020-08-07,217,196,497
2020-08-08,263,242,343
2020-08-09,208,202,193
2020-08-10,297,271,503
2020-08-11,275,252,536
2020-08-12,283,264,625
2020-08-13,314,285,551
2020-08-14,312,292,633
2020-08-15,359,342,323
2020-08-16,372,348,300
2020-08-17,577,553,703
2020-08-18,635,594,926
2020-08-19,584,551,1075
2020-08-20,593,545,1165
2020-08-21,634,594,1422
2020-08-22,594,562,1060
2020-08-23,612,587,718
2020-08-24,700,659,1684
2020-08-25,647,607,1596
2020-08-26,634,584,1547
2020-08-27,591,548,1518
2020-08-28,597,549,1470
2020-08-29,449,431,1068
2020-08-30,445,416,578
2020-08-31,587,543,1432
2020-09-01,747,704,1425
2020-09-02,647,604,1633
2020-09-03,596,566,1599
2020-09-04,650,621,1654
2020-09-05,554,528,1148
2020-09-06,534,506,563
2020-09-07,821,780,1580
2020-09-08,691,638,1621
2020-09-09,693,659,1641
2020-09-10,780,723,1675
2020-09-11,671,621,1621
2020-09-12,660,632,1230
2020-09-13,621,589,599
2020-09-14,904,844,1671
2020-09-15,918,861,1831
2020-09-16,842,787,1618
2020-09-17,863,811,1756
2020-09-18,872,810,1928
2020-09-19,853,806,1329
2020-09-20,837,792,659
2020-09-21,987,911,1985
2020-09-22,961,892,1948
2020-09-23,906,844,2049
2020-09-24,861,799,2013
2020-09-25,1006,937,2115
2020-09-26,971,898,1504
2020-09-27,1018,943,902
2020-09-28,1382,1282,2286
2020-09-29,1290,1189,2328
2020-09-30,1710,1578,2618
2020-10-01,2335,2108,3053
2020-10-02,2262,2035,3333
2020-10-03,2374,2180,2618
2020-10-04,2357,2168,1756
2020-10-05,3363,3027,4724
2020-10-06,3180,2819,4954
2020-10-07,3713,3313,5477
2020-10-08,4051,3586,6182
2020-10-09,4541,3916,6962
2020-10-10,5001,4414,6062
2020-10-11,4380,3805,3422
2020-10-12,7033,5827,9603
2020-10-13,6725,5521,10469
2020-10-14,7436,5991,11490
2020-10-15,8295,6709,12222
2020-10-16,9387,7424,13818
2020-10-17,9127,7326,11920
2020-10-18,9212,7492,6418
2020-10-19,12962,9967,17659
2020-10-20,13980,10802,19756
2020-10-21,13301,10153,22812
2020-10-22,13441,10354,24233
2020-10-23,15196,11255,26171
2020-10-24,13871,10802,20263
2020-10-25,14090,11139,11326
2020-10-26,19361,14112,28766
2020-10-27,17133,12750,31806
2020-10-28,18139,13643,34234
2020-10-29,18387,12837,33350
2020-10-30,17884,13562,35566
2020-10-31,14632,11351,25827
2020-11-01,17655,14078,13857
2020-11-02,20828,16236,35384
2020-11-03,17377,13923,38397
2020-11-04,19750,14516,41675
2020-11-05,17854,14232,40647
2020-11-06,18234,14742,42010
2020-11-07,16722,13196,30400
2020-11-08,15569,12224,15649
2020-11-09,18938,15557,39317
2020-11-10,18290,14900,40840
2020-11-11,15917,13039,39730
2020-11-12,15942,12861,39274
2020-11-13,16475,13372,40062
2020-11-14,15645,12099,29138
2020-11-15,13821,11348,14574
2020-11-16,16313,13130,36677
2020-11-17,13077,10877,38467
2020-11-18,13941,11230,37022
2020-11-19,12203,9316,35469
2020-11-20,12964,10730,32883
2020-11-21,10445,8211,22852
2020-11-22,8860,7401,10849
2020-11-23,11447,9755,28484
2020-11-24,10339,8382,28869
2020-11-25,10050,8596,27486
2020-11-26,9519,7908,26592
2020-11-27,9317,8180,24468
2020-11-28,8901,7641,18234
2020-11-29,6948,5999,8252
2020-11-30,9890,8876,22565
2020-12-01,10461,9335,23233
2020-12-02,9103,8142,21663
2020-12-03,8347,7587,20245
2020-12-04,8908,7954,20502
2020-12-05,7609,7001,15427
2020-12-06,6393,5917,6328
2020-12-07,8746,7924,19535
2020-12-08,7113,6859,7737
2020-12-09,8214,7715,20165
2020-12-10,8301,7791,20703
2020-12-11,7503,7096,19818
2020-12-12,7262,6974,14334
2020-12-13,6395,6149,5771
2020-12-14,8863,8376,18176
2020-12-15,8082,7558,18569
2020-12-16,7797,7338,16994
2020-12-17,7355,6884,16547
2020-12-18,7830,7270,16993
2020-12-19,7076,6701,12955
2020-12-20,7605,7299,6453
2020-12-21,8586,8141,17328
2020-12-22,8420,7977,19647
2020-12-23,8670,8136,19156
2020-12-24,8756,8318,15955
2020-12-25,7591,7329,4586
2020-12-26,8384,8067,7974
2020-12-27,9062,8649,7716
2020-12-28,11316,10751,19198
2020-12-29,9766,8985,24179
2020-12-30,9612,8888,23941
2020-12-31,9127,8417,19218
2021-01-01,9294,8959,5654
2021-01-02,9031,8583,15633
2021-01-03,8534,8175,8365
2021-01-04,10910,10248,22893
2021-01-05,9846,8989,24830
2021-01-06,7767,7412,9126
2021-01-07,8021,7651,21506
2021-01-08,7661,7303,21139
2021-01-09,6808,6501,15594
2021-01-10,6521,6274,6892
2021-01-11,7496,7125,17066
2021-01-12,6683,6278,16482
2021-01-13,6303,5876,15477
2021-01-14,6111,5743,14666
2021-01-15,6321,5966,14356
2021-01-16,5723,5463,10935
2021-01-17,5277,5057,4988
2021-01-18,6889,6514,14564
2021-01-19,6271,5953,14558
2021-01-20,6755,6382,13775
2021-01-21,5888,5635,12912
2021-01-22,6276,6037,13743
2021-01-23,6175,5919,10521
2021-01-24,5660,5463,4852
2021-01-25,7037,6727,14334
2021-01-26,6117,5807,14629
2021-01-27,6108,5803,13355
2021-01-28,5982,5702,12238
2021-01-29,5800,5532,12976
2021-01-30,5631,5399,10256
2021-01-31,5164,4985,4783
2021-02-01,7904,7541,13426
2021-02-02,6574,6282,13961
2021-02-03,6550,6241,13364
2021-02-04,6297,6020,13314
2021-02-05,6494,6234,13638
2021-02-06,6403,6173,10768
2021-02-07,5851,5643,4823
2021-02-08,7318,6996,13899
2021-02-09,6485,6213,14653
2021-02-10,7069,6788,13899
2021-02-11,6140,5891,13446
2021-02-12,6344,6065,13140
2021-02-13,6003,5725,9844
2021-02-14,5943,5769,4390
2021-02-15,7969,7664,13010
2021-02-16,7542,7202,14099
2021-02-17,8286,7899,14105
2021-02-18,8418,8075,14649
2021-02-19,8562,8184,15466
2021-02-20,9258,8871,12672
2021-02-21,8459,8214,5785
2021-02-22,11288,10834,18011
2021-02-23,10306,9778,19887
2021-02-24,10514,10012,19934
2021-02-25,10111,9566,19560
2021-02-26,10717,10128,20985
2021-02-27,10135,9660,16002
2021-02-28,9494,9220,7082
2021-03-01,14930,14225,22027
2021-03-02,12517,11844,23174
2021-03-03,12615,11925,23970
2021-03-04,12152,11519,22831
2021-03-05,13173,12454,24309
2021-03-06,12318,11745,18154
2021-03-07,11542,11231,8039
2021-03-08,15327,14567,23956
2021-03-09,12938,12190,25997
2021-03-10,14492,13639,25719
2021-03-11,12566,11909,25702
2021-03-12,13196,12519,25309
2021-03-13,12143,11561,20064
2021-03-14,11511,11156,8941
2021-03-15,14897,14146,24374
2021-03-16,12567,11807,25903
2021-03-17,12617,11913,24810
2021-03-18,12068,11404,24010
2021-03-19,12119,11530,23574
2021-03-20,12070,11511,17889
2021-03-21,10677,10314,8426
2021-03-22,13884,13154,23286
2021-03-23,12207,11562,24508
2021-03-24,11757,11136,24199
2021-03-25,11797,11115,23231
2021-03-26,11176,10643,23433
2021-03-27,10112,9601,17350
2021-03-28,9470,9166,8207
2021-03-29,11825,11260,22374
2021-03-30,10303,9814,23409
2021-03-31,9064,8577,22220
2021-04-01,10013,9541,21649
2021-04-02,8786,8402,20494
2021-04-03,7437,7119,15545
2021-04-04,6655,6467,5655
2021-04-05,7665,7409,7243
2021-04-06,8628,8246,18505
2021-04-07,8593,8186,19213
2021-04-08,8325,7933,17674
2021-04-09,7539,7227,17298
2021-04-10,7704,7424,14023
2021-04-11,6889,6695,6734
2021-04-12,8681,8353,16837
2021-04-13,7656,7325,17309
2021-04-14,7342,7068,16326
2021-04-15,7116,6841,14986
2021-04-16,7071,6850,15105
2021-04-17,6329,6128,11437
2021-04-18,6588,6426,5792
2021-04-19,7893,7594,14741
2021-04-20,7478,7202,15663
2021-04-21,7284,7015,14798
2021-04-22,7001,6743,14255
2021-04-23,6901,6687,14509
2021-04-24,6295,6140,12037
2021-04-25,5943,5816,5255
2021-04-26,7115,6850,13661
2021-04-27,6219,5988,14422
2021-04-28,5921,5695,13758
2021-04-29,5230,5039,12431
2021-04-30,4886,4731,12911
2021-05-01,5101,4997,6118
2021-05-02,4322,4239,4624
2021-05-03,5419,5233,11475
2021-05-04,4724,4575,11401
2021-05-05,4706,4571,10784
2021-05-06,4104,3944,9513
2021-05-07,3890,3772,9518
2021-05-08,3438,3350,7412
2021-05-09,3273,3196,3598
2021-05-10,3985,3851,8121
2021-05-11,3295,3194,8273
2021-05-12,3121,3034,7503
2021-05-13,2861,2777,6694
2021-05-14,2578,2499,6561
2021-05-15,2404,2343,5040
2021-05-16,2160,2119,2161
2021-05-17,2500,2413,5492
2021-05-18,2352,2265,5804
2021-05-19,2152,2069,5091
2021-05-20,1988,1917,4401
2021-05-21,1780,1733,4509
2021-05-22,1568,1533,3624
2021-05-23,1589,1550,1474
2021-05-24,1873,1821,3965
2021-05-25,1603,1557,4039
2021-05-26,1574,1536,3683
2021-05-27,1459,1416,3409
2021-05-28,1378,1348,3407
2021-05-29,1160,1135,2708
2021-05-30,1131,1106,1193
2021-05-31,1218,1189,2982
2021-06-01,1249,1219,3171
2021-06-02,1140,1120,1275
2021-06-03,1128,1083,2764
2021-06-04,1080,1067,3007
2021-06-05,933,912,2106
2021-06-06,784,764,981
2021-06-07,931,899,2208
2021-06-08,776,755,2151
2021-06-09,777,758,1844
2021-06-10,754,734,1801
2021-06-11,590,567,1820
2021-06-12,536,527,1174
2021-06-13,543,530,566
2021-06-14,647,622,1466
2021-06-15,481,467,1326
2021-06-16,522,509,1222
2021-06-17,444,432,1121
2021-06-18,396,385,1078
2021-06-19,329,318,818
2021-06-20,357,349,362
2021-06-21,387,376,942
2021-06-22,411,398,937
2021-06-23,386,379,807
2021-06-24,360,352,807
2021-06-25,349,344,841
2021-06-26,320,310,651
2021-06-27,378,367,274
2021-06-28,454,439,831
2021-06-29,483,473,796
2021-06-30,554,545,871
2021-07-01,630,612,910
2021-07-02,564,555,989
2021-07-03,571,556,829
2021-07-04,625,617,400
2021-07-05,792,775,1132
2021-07-06,811,794,1375
2021-07-07,877,858,1222
2021-07-08,905,888,1394
2021-07-09,1096,1079,1492
2021-07-10,1175,1154,1404
2021-07-11,1220,1203,789
2021-07-12,1692,1660,1995
2021-07-13,1875,1839,2607
2021-07-14,2299,2248,2615
2021-07-15,2360,2302,3192
2021-07-16,2244,2198,3697
2021-07-17,2262,2193,2964
2021-07-18,2562,2500,1754
2021-07-19,2952,2842,4240
2021-07-20,3208,3113,5056
2021-07-21,3211,3104,5105
2021-07-22,3031,2909,4950
2021-07-23,2994,2844,5437
2021-07-24,2936,2816,4258
2021-07-25,3194,3077,2198
2021-07-26,3857,3671,6311
2021-07-27,3862,3681,6393
2021-07-28,3723,3522,6131
2021-07-29,3407,3220,5931
2021-07-30,3367,3185,6184
2021-07-31,3134,2947,4958
2021-08-01,3665,3501,2392
2021-08-02,4321,4067,6641
2021-08-03,4264,3962,7102
2021-08-04,4175,3896,7125
2021-08-05,3946,3642,6383
2021-08-06,3765,3478,7082
2021-08-07,3506,3253,5079
2021-08-08,3484,3284,2989
2021-08-09,4431,4086,7013
2021-08-10,4430,4123,7486
2021-08-11,3967,3629,6991
2021-08-12,3890,3560,7110
2021-08-13,3777,3417,6963
2021-08-14,3534,3243,5150
2021-08-15,3547,3320,2344
2021-08-16,4562,4207,6685
2021-08-17,4448,4093,7669
2021-08-18,4513,4136,7325
2021-08-19,4090,3731,7116
2021-08-20,3950,3630,7490
2021-08-21,3652,3367,5712
2021-08-22,3639,3457,3099
2021-08-23,4432,4086,7777
2021-08-24,3981,3591,7879
2021-08-25,3952,3591,7709
2021-08-26,3440,3125,6958
2021-08-27,3358,3090,6998
2021-08-28,3151,2896,5583
2021-08-29,2944,2782,2899
2021-08-30,3718,3438,6834
2021-08-31,3287,2967,7064
2021-09-01,3755,3472,6575
2021-09-02,3119,2866,6159
2021-09-03,3102,2799,6224
2021-09-04,2812,2586,4612
2021-09-05,2694,2538,2367
2021-09-06,3133,2915,5741
2021-09-07,2920,2669,5960
2021-09-08,2780,2580,5382
2021-09-09,2595,2393,4945
2021-09-10,2585,2375,5070
2021-09-11,2218,2048,3913
2021-09-12,2185,2079,1819
2021-09-13,2736,2547,4899
2021-09-14,2526,2328,5167
2021-09-15,2485,2317,4812
2021-09-16,2248,2069,4251
2021-09-17,2202,2026,4417
2021-09-18,1973,1830,3474
2021-09-19,1850,1744,1700
2021-09-20,2110,1968,4226
2021-09-21,1920,1770,4095
2021-09-22,1897,1749,3846
2021-09-23,1762,1608,3502
2021-09-24,1700,1573,3538
2021-09-25,1459,1356,2874
2021-09-26,1347,1262,1305
2021-09-27,1540,1440,3389
2021-09-28,1222,1094,3495
2021-09-29,942,844,3125
2021-09-30,638,543,2662
2021-10-01,366,289,1949
2021-10-02,156,125,1165
2021-10-03,45,42,251
2021-10-04,1,1,4
