data,inizio sintomi,prelievo/diagnosi
2022-07-26,191,
2022-07-27,336,
2022-07-28,722,
2022-07-29,1675,
2022-07-30,3569,
2022-07-31,6712,
2022-08-01,16404,68754
2022-08-02,12285,44196
2022-08-03,11073,41598
2022-08-04,9780,36907
2022-08-05,8670,34411
2022-08-06,7828,26411
2022-08-07,6931,10836
2022-08-08,11113,45083
2022-08-09,8435,29578
2022-08-10,8289,27886
2022-08-11,7211,25142
2022-08-12,6621,24251
2022-08-13,5845,19088
2022-08-14,5022,9640
2022-08-15,6216,8214
2022-08-16,9576,38150
2022-08-17,7710,25878
2022-08-18,7116,23754
2022-08-19,6602,23747
2022-08-20,6203,19472
2022-08-21,5671,8698
2022-08-22,8914,36507
2022-08-23,7180,24511
2022-08-24,6021,21741
2022-08-25,5777,20700
2022-08-26,4599,20936
2022-08-27,3101,16080
2022-08-28,1241,6177
2022-08-29,1932,17049
2022-08-30,22,33
