data,inizio sintomi,prelievo/diagnosi
2020-01-28,9,
2020-01-29,11,2
2020-01-30,16,
2020-01-31,14,
2020-02-01,46,
2020-02-02,30,
2020-02-03,23,
2020-02-04,19,
2020-02-05,26,
2020-02-06,25,1
2020-02-07,18,
2020-02-08,13,
2020-02-09,13,
2020-02-10,60,
2020-02-11,25,
2020-02-12,41,
2020-02-13,46,
2020-02-14,63,
2020-02-15,137,
2020-02-16,77,
2020-02-17,130,
2020-02-18,157,
2020-02-19,127,
2020-02-20,400,3
2020-02-21,297,33
2020-02-22,382,57
2020-02-23,491,74
2020-02-24,670,87
2020-02-25,821,191
2020-02-26,739,279
2020-02-27,872,283
2020-02-28,1202,356
2020-02-29,1069,368
2020-03-01,2465,409
2020-03-02,1924,634
2020-03-03,2253,803
2020-03-04,1949,1084
2020-03-05,2631,1300
2020-03-06,2975,1537
2020-03-07,3128,1417
2020-03-08,3665,1456
2020-03-09,4431,2232
2020-03-10,6177,2472
2020-03-11,4232,2773
2020-03-12,4784,3143
2020-03-13,5322,4114
2020-03-14,4700,3535
2020-03-15,5833,2866
2020-03-16,5235,4834
2020-03-17,4377,5323
2020-03-18,4723,5700
2020-03-19,4044,5696
2020-03-20,5985,6215
2020-03-21,3613,4910
2020-03-22,3563,3948
2020-03-23,4191,6086
2020-03-24,3380,5895
2020-03-25,3689,5781
2020-03-26,3111,5666
2020-03-27,3402,5744
2020-03-28,3013,4508
2020-03-29,2297,2975
2020-03-30,3450,5091
2020-03-31,2440,5327
2020-04-01,3868,5001
2020-04-02,2486,4710
2020-04-03,2566,4453
2020-04-04,2184,3662
2020-04-05,1923,2587
2020-04-06,2315,4057
2020-04-07,2104,4188
2020-04-08,1981,4740
2020-04-09,1847,4662
2020-04-10,2539,5135
2020-04-11,1464,3402
2020-04-12,1540,1914
2020-04-13,1401,2247
2020-04-14,1631,3305
2020-04-15,1986,3942
2020-04-16,1482,3664
2020-04-17,1460,3480
2020-04-18,1169,2644
2020-04-19,915,1388
2020-04-20,1733,3012
2020-04-21,1083,3046
2020-04-22,1058,2596
2020-04-23,1086,2813
2020-04-24,943,2712
2020-04-25,798,1681
2020-04-26,601,1028
2020-04-27,990,1951
2020-04-28,754,2218
2020-04-29,831,2329
2020-04-30,775,2288
2020-05-01,603,1085
2020-05-02,418,1009
2020-05-03,334,505
2020-05-04,552,1435
2020-05-05,533,1546
2020-05-06,480,1433
2020-05-07,442,1388
2020-05-08,435,1375
2020-05-09,238,733
2020-05-10,316,333
2020-05-11,328,884
2020-05-12,388,925
2020-05-13,316,881
2020-05-14,280,901
2020-05-15,275,791
2020-05-16,182,616
2020-05-17,152,301
2020-05-18,244,650
2020-05-19,204,720
2020-05-20,234,667
2020-05-21,171,622
2020-05-22,154,699
2020-05-23,96,355
2020-05-24,67,147
2020-05-25,169,512
2020-05-26,145,538
2020-05-27,169,532
2020-05-28,128,517
2020-05-29,122,391
2020-05-30,98,286
2020-05-31,47,90
2020-06-01,152,390
2020-06-02,48,86
2020-06-03,102,355
2020-06-04,97,369
2020-06-05,119,385
2020-06-06,79,203
2020-06-07,54,83
2020-06-08,106,298
2020-06-09,99,354
2020-06-10,99,392
2020-06-11,77,444
2020-06-12,99,365
2020-06-13,54,216
2020-06-14,69,67
2020-06-15,90,276
2020-06-16,71,276
2020-06-17,68,301
2020-06-18,71,235
2020-06-19,62,289
2020-06-20,53,160
2020-06-21,45,61
2020-06-22,69,325
2020-06-23,55,289
2020-06-24,71,198
2020-06-25,71,205
2020-06-26,79,184
2020-06-27,61,122
2020-06-28,41,62
2020-06-29,90,235
2020-06-30,62,197
2020-07-01,92,236
2020-07-02,74,250
2020-07-03,57,234
2020-07-04,70,213
2020-07-05,59,82
2020-07-06,85,241
2020-07-07,79,224
2020-07-08,83,281
2020-07-09,76,214
2020-07-10,88,249
2020-07-11,72,155
2020-07-12,69,56
2020-07-13,97,185
2020-07-14,95,233
2020-07-15,84,234
2020-07-16,73,250
2020-07-17,101,282
2020-07-18,86,165
2020-07-19,85,110
2020-07-20,119,313
2020-07-21,112,278
2020-07-22,102,274
2020-07-23,115,262
2020-07-24,113,307
2020-07-25,117,183
2020-07-26,89,90
2020-07-27,130,318
2020-07-28,118,315
2020-07-29,126,485
2020-07-30,104,302
2020-07-31,121,311
2020-08-01,146,192
2020-08-02,130,108
2020-08-03,195,413
2020-08-04,196,386
2020-08-05,204,502
2020-08-06,196,391
2020-08-07,179,507
2020-08-08,234,345
2020-08-09,208,195
2020-08-10,284,485
2020-08-11,245,518
2020-08-12,271,631
2020-08-13,283,544
2020-08-14,295,642
2020-08-15,333,324
2020-08-16,353,302
2020-08-17,540,692
2020-08-18,634,918
2020-08-19,552,1072
2020-08-20,592,1117
2020-08-21,599,1383
2020-08-22,549,1046
2020-08-23,567,698
2020-08-24,661,1622
2020-08-25,602,1591
2020-08-26,585,1485
2020-08-27,526,1471
2020-08-28,550,1466
2020-08-29,405,1020
2020-08-30,443,572
2020-08-31,530,1390
2020-09-01,695,1382
2020-09-02,589,1604
2020-09-03,547,1538
2020-09-04,603,1644
2020-09-05,531,1137
2020-09-06,509,556
2020-09-07,755,1542
2020-09-08,624,1638
2020-09-09,590,1623
2020-09-10,704,1653
2020-09-11,579,1621
2020-09-12,574,1195
2020-09-13,554,586
2020-09-14,805,1642
2020-09-15,797,1816
2020-09-16,732,1561
2020-09-17,733,1697
2020-09-18,740,1859
2020-09-19,744,1244
2020-09-20,752,627
2020-09-21,847,1988
2020-09-22,810,1870
2020-09-23,766,2026
2020-09-24,750,1925
2020-09-25,826,2073
2020-09-26,789,1487
