data,inizio sintomi,inizio sintomi solo sintomatici,prelievo/diagnosi
2020-01-28,15,13,
2020-01-29,22,19,2
2020-01-30,29,24,
2020-01-31,29,21,
2020-02-01,53,45,
2020-02-02,38,31,
2020-02-03,24,21,
2020-02-04,24,21,
2020-02-05,30,29,
2020-02-06,27,24,1
2020-02-07,19,16,
2020-02-08,14,14,
2020-02-09,17,15,
2020-02-10,62,55,
2020-02-11,27,19,
2020-02-12,50,47,
2020-02-13,49,42,
2020-02-14,65,60,
2020-02-15,147,137,
2020-02-16,84,80,
2020-02-17,140,128,
2020-02-18,163,151,
2020-02-19,142,129,
2020-02-20,404,380,3
2020-02-21,314,294,36
2020-02-22,384,359,53
2020-02-23,508,470,75
2020-02-24,681,618,82
2020-02-25,820,773,189
2020-02-26,742,693,276
2020-02-27,891,800,283
2020-02-28,1210,1134,354
2020-02-29,1074,999,373
2020-03-01,2477,2255,411
2020-03-02,1954,1800,631
2020-03-03,2258,2039,811
2020-03-04,1944,1756,1075
2020-03-05,2634,2385,1305
2020-03-06,2982,2667,1525
2020-03-07,3133,2860,1461
2020-03-08,3668,3341,1455
2020-03-09,4443,3945,2239
2020-03-10,6153,5469,2459
2020-03-11,4224,3729,2764
2020-03-12,4788,4231,3142
2020-03-13,5363,4735,4108
2020-03-14,4717,4106,3535
2020-03-15,5884,5212,2849
2020-03-16,5335,4714,4808
2020-03-17,4531,4025,5337
2020-03-18,4826,4216,5691
2020-03-19,4282,3757,5686
2020-03-20,6150,5346,6237
2020-03-21,3839,3319,4911
2020-03-22,3769,3326,3933
2020-03-23,4400,3801,6085
2020-03-24,3574,3036,5916
2020-03-25,3839,3235,5772
2020-03-26,3318,2776,5673
2020-03-27,3563,3021,5762
2020-03-28,3156,2673,4505
2020-03-29,2386,2085,2960
2020-03-30,3665,3055,5065
2020-03-31,2607,2134,5337
2020-04-01,4085,3339,4995
2020-04-02,2675,2155,4718
2020-04-03,2719,2245,4440
2020-04-04,2326,1865,3645
2020-04-05,2042,1697,2593
2020-04-06,2490,1954,4079
2020-04-07,2258,1808,4141
2020-04-08,2143,1792,4793
2020-04-09,2034,1617,4671
2020-04-10,2747,2192,5121
2020-04-11,1623,1290,3409
2020-04-12,1644,1435,1914
2020-04-13,1513,1306,2264
2020-04-14,1837,1534,3274
2020-04-15,2150,1717,3948
2020-04-16,1643,1362,3695
2020-04-17,1617,1333,3495
2020-04-18,1281,1120,2636
2020-04-19,1016,876,1387
2020-04-20,1894,1598,3002
2020-04-21,1198,1009,3069
2020-04-22,1212,1027,2604
2020-04-23,1242,940,2801
2020-04-24,1128,828,2735
2020-04-25,880,729,1664
2020-04-26,665,571,1018
2020-04-27,1119,892,1972
2020-04-28,876,651,2237
2020-04-29,920,608,2323
2020-04-30,856,547,2265
2020-05-01,691,547,1082
2020-05-02,501,407,1017
2020-05-03,407,320,504
2020-05-04,650,440,1447
2020-05-05,630,456,1545
2020-05-06,563,381,1443
2020-05-07,490,353,1387
2020-05-08,511,402,1384
2020-05-09,293,212,735
2020-05-10,337,269,334
2020-05-11,427,311,883
2020-05-12,449,320,924
2020-05-13,381,272,891
2020-05-14,323,233,900
2020-05-15,348,270,799
2020-05-16,233,183,614
2020-05-17,186,148,301
2020-05-18,310,255,658
2020-05-19,250,204,719
2020-05-20,289,226,675
2020-05-21,221,165,624
2020-05-22,190,155,689
