data,inizio sintomi,prelievo/diagnosi
2020-11-23,2296,
2020-11-24,2249,
2020-11-25,2983,
2020-11-26,3435,
2020-11-27,4761,
2020-11-28,5546,
2020-11-29,5540,8218
2020-11-30,8572,22073
2020-12-01,9249,22757
2020-12-02,8075,20942
2020-12-03,7492,19580
2020-12-04,7507,19856
2020-12-05,6713,14955
2020-12-06,5853,6254
2020-12-07,7742,18956
2020-12-08,6410,7696
2020-12-09,7304,19578
2020-12-10,7195,20007
2020-12-11,6582,19094
2020-12-12,5913,13898
2020-12-13,5217,5668
2020-12-14,6950,17482
2020-12-15,6043,18068
2020-12-16,5822,16253
2020-12-17,5156,15788
2020-12-18,5153,16195
2020-12-19,4306,12408
2020-12-20,4097,6215
2020-12-21,4148,15747
2020-12-22,3250,17652
2020-12-23,2094,16371
2020-12-24,1073,11852
2020-12-25,389,2576
2020-12-26,312,2081
2020-12-27,72,490
2020-12-28,10,32
