data,inizio sintomi,prelievo/diagnosi
2022-08-09,79,
2022-08-10,161,
2022-08-11,316,
2022-08-12,782,
2022-08-13,1675,
2022-08-14,3391,
2022-08-15,6171,8248
2022-08-16,9567,38301
2022-08-17,7747,25975
2022-08-18,7195,24078
2022-08-19,6703,24073
2022-08-20,6359,19718
2022-08-21,5879,8858
2022-08-22,9353,37023
2022-08-23,7755,24977
2022-08-24,6725,22174
2022-08-25,6815,21271
2022-08-26,6317,21907
2022-08-27,5713,17288
2022-08-28,5322,7471
2022-08-29,8572,32145
2022-08-30,6452,20701
2022-08-31,5904,20158
2022-09-01,5534,18167
2022-09-02,4978,17187
2022-09-03,4296,13199
2022-09-04,4281,5607
2022-09-05,6433,24277
2022-09-06,5249,16006
2022-09-07,4978,15908
2022-09-08,3998,13999
2022-09-09,3423,13989
2022-09-10,2162,10606
2022-09-11,813,4465
2022-09-12,1252,13055
2022-09-13,3,9
