data,inizio sintomi,inizio sintomi solo sintomatici,prelievo/diagnosi
2020-01-28,10,9,
2020-01-29,18,16,2
2020-01-30,23,20,
2020-01-31,17,14,
2020-02-01,51,43,
2020-02-02,38,33,
2020-02-03,24,21,
2020-02-04,24,21,
2020-02-05,30,29,
2020-02-06,26,23,1
2020-02-07,19,16,
2020-02-08,14,14,
2020-02-09,16,14,
2020-02-10,62,55,
2020-02-11,27,19,
2020-02-12,49,46,
2020-02-13,48,41,
2020-02-14,65,60,
2020-02-15,146,136,
2020-02-16,85,81,
2020-02-17,138,127,
2020-02-18,164,152,
2020-02-19,140,127,
2020-02-20,404,379,3
2020-02-21,316,296,36
2020-02-22,389,366,56
2020-02-23,510,472,76
2020-02-24,678,619,86
2020-02-25,822,777,190
2020-02-26,743,697,278
2020-02-27,889,801,285
2020-02-28,1207,1134,357
2020-02-29,1078,1006,371
2020-03-01,2475,2260,412
2020-03-02,1954,1805,630
2020-03-03,2252,2034,806
2020-03-04,1944,1764,1079
2020-03-05,2636,2396,1299
2020-03-06,2974,2676,1523
2020-03-07,3134,2865,1439
2020-03-08,3672,3353,1446
2020-03-09,4437,3956,2245
2020-03-10,6148,5483,2448
2020-03-11,4226,3744,2768
2020-03-12,4774,4225,3142
2020-03-13,5357,4736,4101
2020-03-14,4708,4105,3534
2020-03-15,5878,5211,2854
2020-03-16,5333,4714,4809
2020-03-17,4529,4023,5344
2020-03-18,4823,4215,5694
2020-03-19,4279,3755,5689
2020-03-20,6145,5343,6238
2020-03-21,3844,3324,4918
2020-03-22,3764,3321,3935
2020-03-23,4389,3798,6086
2020-03-24,3567,3034,5920
2020-03-25,3834,3232,5775
2020-03-26,3308,2769,5675
2020-03-27,3551,3014,5763
2020-03-28,3147,2665,4506
2020-03-29,2379,2080,2960
2020-03-30,3658,3053,5065
2020-03-31,2596,2131,5344
2020-04-01,4080,3336,4995
2020-04-02,2669,2151,4720
2020-04-03,2700,2234,4440
2020-04-04,2312,1866,3646
2020-04-05,2033,1694,2596
2020-04-06,2470,1948,4081
2020-04-07,2238,1803,4142
2020-04-08,2131,1784,4796
2020-04-09,2012,1607,4675
2020-04-10,2715,2167,5122
2020-04-11,1594,1271,3408
2020-04-12,1629,1426,1915
2020-04-13,1494,1296,2263
2020-04-14,1813,1524,3277
2020-04-15,2134,1708,3951
2020-04-16,1623,1358,3696
2020-04-17,1582,1314,3497
2020-04-18,1260,1117,2638
2020-04-19,988,869,1386
2020-04-20,1873,1586,3002
2020-04-21,1174,998,3072
2020-04-22,1189,1014,2603
2020-04-23,1217,931,2801
2020-04-24,1086,820,2729
2020-04-25,860,718,1664
2020-04-26,652,569,1024
2020-04-27,1100,888,1972
2020-04-28,848,645,2237
2020-04-29,896,600,2324
2020-04-30,848,547,2264
2020-05-01,671,542,1083
2020-05-02,478,396,1019
2020-05-03,388,315,504
2020-05-04,611,435,1447
2020-05-05,611,448,1544
2020-05-06,533,372,1443
2020-05-07,481,346,1388
2020-05-08,493,396,1383
2020-05-09,273,209,735
2020-05-10,333,268,334
2020-05-11,390,308,885
2020-05-12,434,318,924
2020-05-13,369,268,891
2020-05-14,315,229,901
2020-05-15,318,264,798
2020-05-16,222,177,612
2020-05-17,180,147,300
2020-05-18,299,251,658
2020-05-19,239,200,718
2020-05-20,279,224,674
2020-05-21,200,159,623
2020-05-22,179,152,687
2020-05-23,126,111,357
2020-05-24,85,76,146
2020-05-25,212,169,513
2020-05-26,175,142,541
2020-05-27,195,149,531
2020-05-28,147,107,517
2020-05-29,137,110,391
2020-05-30,114,91,288
2020-05-31,62,56,90
2020-06-01,172,133,386
2020-06-02,64,54,86
2020-06-03,130,106,361
2020-06-04,117,82,368
2020-06-05,145,110,386
2020-06-06,89,72,204
2020-06-07,68,62,82
2020-06-08,131,109,299
2020-06-09,118,91,367
2020-06-10,117,97,392
2020-06-11,95,74,448
2020-06-12,119,100,363
2020-06-13,70,63,215
2020-06-14,75,72,68
2020-06-15,107,93,278
2020-06-16,97,78,276
2020-06-17,92,72,302
2020-06-18,89,67,232
2020-06-19,85,70,290
2020-06-20,62,59,162
2020-06-21,57,52,61
2020-06-22,88,77,330
2020-06-23,72,66,294
2020-06-24,88,82,203
2020-06-25,88,74,206
2020-06-26,93,75,182
2020-06-27,75,60,122
2020-06-28,54,49,64
2020-06-29,99,83,235
2020-06-30,67,60,198
2020-07-01,115,96,238
2020-07-02,92,76,249
2020-07-03,73,62,236
2020-07-04,79,64,219
2020-07-05,67,58,82
2020-07-06,100,87,235
2020-07-07,102,88,221
2020-07-08,106,92,283
2020-07-09,84,78,219
2020-07-10,111,100,248
2020-07-11,81,78,157
2020-07-12,75,69,53
2020-07-13,106,95,184
2020-07-14,116,106,235
2020-07-15,100,95,239
2020-07-16,88,77,257
2020-07-17,103,99,284
2020-07-18,93,87,162
2020-07-19,89,83,109
2020-07-20,139,133,313
2020-07-21,121,110,278
2020-07-22,115,107,274
2020-07-23,133,124,267
2020-07-24,116,111,307
2020-07-25,128,122,194
2020-07-26,93,91,91
2020-07-27,134,124,319
2020-07-28,139,130,314
2020-07-29,132,125,465
2020-07-30,124,112,311
2020-07-31,126,114,311
2020-08-01,158,154,198
2020-08-02,121,112,107
2020-08-03,211,190,410
2020-08-04,192,182,385
2020-08-05,211,197,485
2020-08-06,217,199,398
2020-08-07,217,193,501
2020-08-08,251,227,346
2020-08-09,211,204,195
2020-08-10,293,265,493
2020-08-11,269,240,524
2020-08-12,280,255,629
2020-08-13,306,277,537
2020-08-14,310,287,634
2020-08-15,348,326,333
2020-08-16,365,327,294
2020-08-17,563,533,697
2020-08-18,628,575,907
2020-08-19,568,526,1066
2020-08-20,586,528,1147
2020-08-21,618,568,1394
2020-08-22,581,531,1072
2020-08-23,594,552,712
2020-08-24,678,621,1650
2020-08-25,634,588,1572
2020-08-26,625,557,1525
2020-08-27,577,518,1492
2020-08-28,588,525,1466
2020-08-29,433,410,1029
2020-08-30,424,386,574
2020-08-31,560,511,1394
2020-09-01,732,675,1393
2020-09-02,636,572,1619
2020-09-03,580,544,1561
2020-09-04,645,604,1669
2020-09-05,543,508,1135
2020-09-06,516,476,563
2020-09-07,807,738,1556
2020-09-08,680,597,1627
2020-09-09,678,625,1643
2020-09-10,763,690,1674
2020-09-11,656,589,1614
2020-09-12,639,595,1215
2020-09-13,595,553,605
2020-09-14,885,791,1649
2020-09-15,872,802,1819
2020-09-16,818,741,1608
2020-09-17,825,754,1726
2020-09-18,848,759,1890
2020-09-19,832,764,1298
2020-09-20,823,756,644
2020-09-21,960,834,2017
2020-09-22,950,829,1942
2020-09-23,872,762,2069
2020-09-24,850,751,2001
2020-09-25,974,855,2116
2020-09-26,931,816,1518
2020-09-27,967,841,922
2020-09-28,1346,1178,2306
2020-09-29,1296,1083,2343
2020-09-30,1722,1447,2592
2020-10-01,2321,1921,3055
2020-10-02,2284,1842,3299
2020-10-03,2360,1998,2605
2020-10-04,2319,1950,1771
2020-10-05,3344,2714,4913
2020-10-06,3149,2544,4874
2020-10-07,3692,2936,5489
2020-10-08,4020,3181,6064
2020-10-09,4501,3457,6814
2020-10-10,4957,3969,6067
2020-10-11,4313,3441,3437
2020-10-12,6938,5117,9552
2020-10-13,6586,4921,10417
2020-10-14,7215,5346,11258
2020-10-15,8052,6051,11948
2020-10-16,9188,6690,13344
2020-10-17,8852,6691,11667
2020-10-18,8887,6801,6336
2020-10-19,12747,9058,17470
2020-10-20,13467,9809,19328
2020-10-21,12965,9245,22235
2020-10-22,13081,9427,23571
2020-10-23,14538,10342,25350
2020-10-24,13667,10018,19850
2020-10-25,13679,10316,11245
2020-10-26,18538,13033,28100
2020-10-27,16503,11944,31357
2020-10-28,17388,12731,33902
2020-10-29,17951,11843,32985
2020-10-30,17557,12401,35246
2020-10-31,14351,10546,25515
2020-11-01,17320,12955,13584
2020-11-02,20645,14966,34366
2020-11-03,17295,12902,37101
2020-11-04,18626,13431,40860
2020-11-05,17329,13111,39718
2020-11-06,18210,13568,41177
2020-11-07,16830,12173,29836
2020-11-08,14106,11234,15708
2020-11-09,18634,14105,38225
2020-11-10,17765,13468,39959
2020-11-11,15496,11828,39089
2020-11-12,14962,11650,38446
2020-11-13,16188,11841,39199
2020-11-14,14134,11010,28577
2020-11-15,13874,10005,14336
2020-11-16,14898,11770,35828
2020-11-17,12163,9864,38092
2020-11-18,13111,10093,36560
2020-11-19,10349,8415,35000
2020-11-20,12076,9552,32419
2020-11-21,9359,7349,22662
2020-11-22,7959,6753,10968
2020-11-23,10940,8602,27811
2020-11-24,9217,7456,28661
2020-11-25,9350,7628,26798
2020-11-26,9000,6954,25900
2020-11-27,9001,7199,23750
2020-11-28,8813,6676,17766
2020-11-29,6171,5334,8224
2020-11-30,9226,7883,22157
2020-12-01,9754,8296,22813
2020-12-02,8469,7157,20988
2020-12-03,7842,6665,19627
2020-12-04,8612,6948,19910
2020-12-05,7044,6147,15005
2020-12-06,6043,5325,6299
2020-12-07,8115,6953,19046
2020-12-08,6783,5889,7708
2020-12-09,7679,6529,19655
2020-12-10,7537,6633,20060
2020-12-11,6952,5991,19176
2020-12-12,6300,5919,13951
2020-12-13,5591,5249,5712
2020-12-14,7590,7093,17572
2020-12-15,6766,6349,18216
2020-12-16,6669,6310,16386
2020-12-17,6066,5733,16002
2020-12-18,6433,6122,16422
2020-12-19,5704,5491,12629
2020-12-20,5968,5800,6360
2020-12-21,6698,6472,16524
2020-12-22,6255,6034,18914
2020-12-23,5965,5808,18278
2020-12-24,5700,5548,15087
2020-12-25,4606,4532,4521
2020-12-26,4891,4812,7463
2020-12-27,4586,4504,7477
2020-12-28,5025,4931,17317
2020-12-29,3762,3697,21682
2020-12-30,2432,2391,19984
2020-12-31,1384,1362,14768
2021-01-01,547,532,2736
2021-01-02,397,391,4214
2021-01-03,48,47,406
2021-01-04,,,3
