data,inizio sintomi,prelievo/diagnosi
2022-06-21,282,
2022-06-22,489,
2022-06-23,1043,
2022-06-24,3109,
2022-06-25,6572,
2022-06-26,13101,
2022-06-27,25482,104627
2022-06-28,23179,79605
2022-06-29,22414,84213
2022-06-30,22105,85908
2022-07-01,22483,88283
2022-07-02,19117,71534
2022-07-03,20136,33331
2022-07-04,32057,145429
2022-07-05,28122,106311
2022-07-06,27917,108164
2022-07-07,25164,98225
2022-07-08,23367,100567
2022-07-09,20171,78860
2022-07-10,20443,33804
2022-07-11,31136,149258
2022-07-12,26151,106828
2022-07-13,25025,104045
2022-07-14,21347,92385
2022-07-15,19070,87686
2022-07-16,16550,66587
2022-07-17,14814,27285
2022-07-18,23058,119683
2022-07-19,17628,78812
2022-07-20,15336,74891
2022-07-21,11862,61316
2022-07-22,8903,57393
2022-07-23,5448,40103
2022-07-24,1850,13921
2022-07-25,1226,4932
2022-07-26,19,1
