data,inizio sintomi,prelievo/diagnosi
2020-12-06,1081,
2020-12-07,2131,
2020-12-08,2287,
2020-12-09,3008,
2020-12-10,4319,
2020-12-11,5075,
2020-12-12,6379,14167
2020-12-13,5846,5781
2020-12-14,8273,17731
2020-12-15,7426,18417
2020-12-16,7292,16702
2020-12-17,7084,16371
2020-12-18,7336,16730
2020-12-19,6539,12764
2020-12-20,6830,6473
2020-12-21,7928,16708
2020-12-22,7633,19238
2020-12-23,7681,18541
2020-12-24,7276,15409
2020-12-25,6048,4626
2020-12-26,7118,7667
2020-12-27,6983,7647
2020-12-28,8442,18182
2020-12-29,7153,23100
2020-12-30,6300,22464
2020-12-31,5372,18208
2021-01-01,5009,5520
2021-01-02,4400,14462
2021-01-03,3853,7995
2021-01-04,3789,20388
2021-01-05,2315,20740
2021-01-06,1247,6225
2021-01-07,851,10118
2021-01-08,386,4034
2021-01-09,32,317
2021-01-10,1,1
