data,inizio sintomi,prelievo/diagnosi
2020-12-09,1423,
2020-12-10,2279,
2020-12-11,2802,
2020-12-12,3705,
2020-12-13,3983,
2020-12-14,6281,
2020-12-15,7131,18426
2020-12-16,7257,16747
2020-12-17,7023,16409
2020-12-18,7396,16733
2020-12-19,6638,12775
2020-12-20,6963,6506
2020-12-21,8070,16765
2020-12-22,7816,19264
2020-12-23,8010,18582
2020-12-24,7713,15462
2020-12-25,6551,4692
2020-12-26,7682,7765
2020-12-27,7779,7673
2020-12-28,9661,18359
2020-12-29,8500,23434
2020-12-30,8027,22973
2020-12-31,7341,18444
2021-01-01,6878,5622
2021-01-02,6618,14668
2021-01-03,6124,8187
2021-01-04,7485,21982
2021-01-05,6243,23735
2021-01-06,4372,8897
2021-01-07,4014,19398
2021-01-08,2805,18162
2021-01-09,1783,13199
2021-01-10,839,5092
2021-01-11,742,6172
2021-01-12,231,1935
2021-01-13,5,3
