data,inizio sintomi,prelievo/diagnosi
2022-12-06,193,
2022-12-07,373,
2022-12-08,713,
2022-12-09,1391,
2022-12-10,2827,
2022-12-11,4991,
2022-12-12,9588,44758
2022-12-13,7012,26184
2022-12-14,6578,24281
2022-12-15,5579,22059
2022-12-16,5442,21003
2022-12-17,4689,16385
2022-12-18,4411,7533
2022-12-19,6952,29912
2022-12-20,5665,19928
2022-12-21,5266,19335
2022-12-22,4884,18470
2022-12-23,4801,19875
2022-12-24,4117,15983
2022-12-25,3278,4341
2022-12-26,4737,8457
2022-12-27,7973,31728
2022-12-28,6679,23330
2022-12-29,6103,24400
2022-12-30,5244,24481
2022-12-31,4007,16790
2023-01-01,3251,4141
2023-01-02,5791,27796
2023-01-03,4353,17969
2023-01-04,3469,16798
2023-01-05,2611,15135
2023-01-06,1221,3869
2023-01-07,1672,12770
2023-01-08,530,3983
2023-01-09,1081,11300
2023-01-10,9,12
