data,inizio sintomi,prelievo/diagnosi
2020-01-28,9,
2020-01-29,11,2
2020-01-30,17,
2020-01-31,16,
2020-02-01,64,
2020-02-02,30,
2020-02-03,23,
2020-02-04,21,
2020-02-05,26,
2020-02-06,24,1
2020-02-07,20,
2020-02-08,12,
2020-02-09,13,
2020-02-10,61,
2020-02-11,25,
2020-02-12,42,
2020-02-13,46,
2020-02-14,63,
2020-02-15,143,
2020-02-16,77,
2020-02-17,130,
2020-02-18,159,
2020-02-19,128,
2020-02-20,412,3
2020-02-21,300,34
2020-02-22,387,55
2020-02-23,525,75
2020-02-24,690,87
2020-02-25,840,195
2020-02-26,798,279
2020-02-27,904,285
2020-02-28,1232,359
2020-02-29,1077,368
2020-03-01,2547,411
2020-03-02,1944,639
2020-03-03,2288,813
2020-03-04,1958,1089
2020-03-05,2659,1311
2020-03-06,2998,1546
2020-03-07,3147,1415
2020-03-08,3674,1469
2020-03-09,4454,2238
2020-03-10,6182,2488
2020-03-11,4231,2784
2020-03-12,4758,3170
2020-03-13,5266,4135
2020-03-14,4653,3566
2020-03-15,5810,2871
2020-03-16,5174,4845
2020-03-17,4302,5340
2020-03-18,4675,5699
2020-03-19,4008,5703
2020-03-20,5905,6248
2020-03-21,3544,4914
2020-03-22,3497,3957
2020-03-23,4116,6080
2020-03-24,3329,5907
2020-03-25,3644,5779
2020-03-26,3060,5667
2020-03-27,3328,5751
2020-03-28,2933,4529
2020-03-29,2232,2978
2020-03-30,3417,5085
2020-03-31,2388,5316
2020-04-01,3849,4995
2020-04-02,2462,4718
2020-04-03,2552,4460
2020-04-04,2127,3653
2020-04-05,1878,2607
2020-04-06,2221,4043
2020-04-07,2056,4200
2020-04-08,1958,4752
2020-04-09,1833,4683
2020-04-10,2587,5096
2020-04-11,1444,3412
2020-04-12,1525,1921
2020-04-13,1389,2237
2020-04-14,1628,3291
2020-04-15,2001,3956
2020-04-16,1549,3673
2020-04-17,1446,3454
2020-04-18,1215,2638
2020-04-19,882,1392
2020-04-20,1897,3052
2020-04-21,1186,3055
2020-04-22,1124,2602
2020-04-23,1161,2818
2020-04-24,1004,2687
2020-04-25,798,1657
2020-04-26,613,1024
2020-04-27,1119,1950
2020-04-28,841,2228
2020-04-29,914,2302
2020-04-30,848,2267
2020-05-01,572,1104
2020-05-02,458,1002
2020-05-03,310,508
2020-05-04,603,1441
2020-05-05,603,1542
2020-05-06,579,1434
2020-05-07,507,1384
2020-05-08,503,1383
2020-05-09,262,733
2020-05-10,310,334
2020-05-11,397,885
2020-05-12,444,923
2020-05-13,396,880
2020-05-14,343,900
2020-05-15,348,789
2020-05-16,262,613
2020-05-17,155,298
2020-05-18,330,654
2020-05-19,271,722
2020-05-20,355,668
2020-05-21,268,614
2020-05-22,308,685
2020-05-23,153,365
2020-05-24,96,149
2020-05-25,215,512
2020-05-26,225,534
2020-05-27,256,543
2020-05-28,198,516
2020-05-29,188,392
2020-05-30,153,285
2020-05-31,48,91
2020-06-01,207,389
2020-06-02,47,86
2020-06-03,160,353
2020-06-04,160,370
2020-06-05,209,383
2020-06-06,106,201
2020-06-07,66,82
2020-06-08,184,294
2020-06-09,176,357
2020-06-10,158,396
2020-06-11,200,443
2020-06-12,179,365
2020-06-13,94,215
2020-06-14,88,67
2020-06-15,167,277
2020-06-16,128,273
2020-06-17,149,302
2020-06-18,122,234
2020-06-19,146,291
2020-06-20,85,155
2020-06-21,51,60
2020-06-22,125,327
2020-06-23,117,292
2020-06-24,99,193
2020-06-25,93,200
2020-06-26,127,185
2020-06-27,81,116
2020-06-28,43,62
2020-06-29,132,238
2020-06-30,99,196
2020-07-01,144,236
2020-07-02,128,252
2020-07-03,129,233
2020-07-04,100,212
2020-07-05,59,79
2020-07-06,147,242
2020-07-07,110,220
2020-07-08,120,279
2020-07-09,111,210
2020-07-10,142,246
2020-07-11,102,157
2020-07-12,69,55
2020-07-13,117,182
2020-07-14,109,233
2020-07-15,96,236
2020-07-16,80,244
2020-07-17,106,274
2020-07-18,74,162
2020-07-19,65,104
2020-07-20,85,308
2020-07-21,91,276
2020-07-22,70,253
2020-07-23,46,236
2020-07-24,19,216
2020-07-25,4,79
2020-07-26,1,9
