data,inizio sintomi,inizio sintomi solo sintomatici,prelievo/diagnosi
2020-01-28,13,11,
2020-01-29,24,21,2
2020-01-30,29,25,
2020-01-31,31,28,
2020-02-01,52,44,
2020-02-02,39,34,
2020-02-03,24,21,
2020-02-04,24,21,
2020-02-05,30,29,
2020-02-06,26,23,1
2020-02-07,19,16,
2020-02-08,14,14,
2020-02-09,16,14,
2020-02-10,61,54,
2020-02-11,27,19,
2020-02-12,50,47,
2020-02-13,48,41,
2020-02-14,66,61,
2020-02-15,145,135,
2020-02-16,84,80,
2020-02-17,139,127,
2020-02-18,162,150,
2020-02-19,140,127,
2020-02-20,402,378,3
2020-02-21,316,296,34
2020-02-22,386,363,56
2020-02-23,510,472,75
2020-02-24,677,618,85
2020-02-25,819,774,187
2020-02-26,744,697,277
2020-02-27,892,803,280
2020-02-28,1207,1132,358
2020-02-29,1077,1005,371
2020-03-01,2466,2250,411
2020-03-02,1949,1801,632
2020-03-03,2247,2029,807
2020-03-04,1938,1758,1080
2020-03-05,2633,2393,1303
2020-03-06,2975,2677,1522
2020-03-07,3130,2862,1447
2020-03-08,3662,3344,1448
2020-03-09,4429,3947,2244
2020-03-10,6151,5484,2455
2020-03-11,4225,3738,2763
2020-03-12,4783,4231,3141
2020-03-13,5360,4736,4100
2020-03-14,4716,4111,3531
2020-03-15,5883,5214,2853
2020-03-16,5338,4716,4809
2020-03-17,4529,4023,5343
2020-03-18,4822,4213,5695
2020-03-19,4285,3759,5689
2020-03-20,6147,5343,6237
2020-03-21,3843,3323,4918
2020-03-22,3765,3322,3933
2020-03-23,4394,3797,6085
2020-03-24,3569,3035,5920
2020-03-25,3835,3232,5773
2020-03-26,3316,2773,5672
2020-03-27,3556,3015,5763
2020-03-28,3152,2669,4504
2020-03-29,2388,2086,2960
2020-03-30,3663,3051,5064
2020-03-31,2604,2136,5343
2020-04-01,4082,3336,4995
2020-04-02,2671,2151,4721
2020-04-03,2714,2235,4440
2020-04-04,2329,1872,3644
2020-04-05,2041,1695,2595
2020-04-06,2487,1951,4079
2020-04-07,2254,1804,4143
2020-04-08,2142,1786,4791
2020-04-09,2032,1607,4672
2020-04-10,2749,2169,5123
2020-04-11,1619,1280,3408
2020-04-12,1640,1431,1914
2020-04-13,1507,1299,2264
2020-04-14,1840,1529,3276
2020-04-15,2156,1711,3948
2020-04-16,1656,1365,3696
2020-04-17,1622,1321,3495
2020-04-18,1283,1120,2637
2020-04-19,1017,875,1386
2020-04-20,1898,1588,3002
2020-04-21,1198,1003,3071
2020-04-22,1208,1018,2603
2020-04-23,1241,935,2801
2020-04-24,1138,826,2730
2020-04-25,886,721,1662
2020-04-26,665,570,1024
2020-04-27,1120,889,1971
2020-04-28,875,649,2237
2020-04-29,931,602,2322
2020-04-30,856,546,2264
2020-05-01,690,544,1082
2020-05-02,505,400,1018
