data,inizio sintomi,prelievo/diagnosi
2020-12-08,1516,
2020-12-09,1916,
2020-12-10,2963,
2020-12-11,3718,
2020-12-12,4874,
2020-12-13,5127,
2020-12-14,8071,17774
2020-12-15,7412,18431
2020-12-16,7322,16722
2020-12-17,7129,16403
2020-12-18,7398,16761
2020-12-19,6615,12785
2020-12-20,6928,6501
2020-12-21,8004,16745
2020-12-22,7771,19261
2020-12-23,7903,18583
2020-12-24,7615,15446
2020-12-25,6415,4633
2020-12-26,7537,7702
2020-12-27,7519,7676
2020-12-28,9311,18269
2020-12-29,8218,23338
2020-12-30,7620,22677
2020-12-31,6836,18302
2021-01-01,6255,5571
2021-01-02,5945,14550
2021-01-03,5391,8127
2021-01-04,6187,21602
2021-01-05,4916,23353
2021-01-06,3085,8663
2021-01-07,2611,18262
2021-01-08,1561,14743
2021-01-09,838,8516
2021-01-10,293,2167
2021-01-11,109,500
2021-01-12,,1
