data,inizio sintomi,prelievo/diagnosi
2022-06-02,121,
2022-06-03,179,
2022-06-04,302,
2022-06-05,621,
2022-06-06,1806,
2022-06-07,4186,
2022-06-08,7747,23573
2022-06-09,7435,22578
2022-06-10,7479,22898
2022-06-11,7417,19258
2022-06-12,8557,10055
2022-06-13,13331,43046
2022-06-14,12284,33937
2022-06-15,12515,37830
2022-06-16,11815,37656
2022-06-17,11955,38585
2022-06-18,11239,31285
2022-06-19,12497,15619
2022-06-20,19554,68837
2022-06-21,17358,52460
2022-06-22,17439,57646
2022-06-23,16810,56934
2022-06-24,16535,57690
2022-06-25,15666,49492
2022-06-26,16177,23256
2022-06-27,25145,102799
2022-06-28,22435,77639
2022-06-29,21197,81611
2022-06-30,19659,82485
2022-07-01,18148,83503
2022-07-02,14056,65535
2022-07-03,12031,29964
2022-07-04,16174,117099
2022-07-05,6547,71908
2022-07-06,834,3545
2022-07-07,7,4
