data,inizio sintomi,prelievo/diagnosi
2021-12-10,1434,
2021-12-11,1859,
2021-12-12,2612,
2021-12-13,4880,
2021-12-14,6919,
2021-12-15,9898,
2021-12-16,12479,27217
2021-12-17,13948,29859
2021-12-18,14326,24201
2021-12-19,15726,12530
2021-12-20,23012,38260
2021-12-21,23296,42122
2021-12-22,24912,51493
2021-12-23,25574,57953
2021-12-24,28294,58023
2021-12-25,28398,15198
2021-12-26,38912,28742
2021-12-27,54013,108835
2021-12-28,51749,124712
2021-12-29,44397,148346
2021-12-30,36444,153130
2021-12-31,29414,124540
2022-01-01,37211,32099
2022-01-02,35857,59517
2022-01-03,47696,196469
2022-01-04,36281,182249
2022-01-05,29120,178325
2022-01-06,22091,60412
2022-01-07,21194,195994
2022-01-08,16027,128499
2022-01-09,13215,56439
2022-01-10,13392,171476
2022-01-11,9067,113831
2022-01-12,5561,72847
2022-01-13,1712,58980
2022-01-14,19,143
