data,inizio sintomi,prelievo/diagnosi
2022-06-09,124,
2022-06-10,279,
2022-06-11,404,
2022-06-12,1044,
2022-06-13,3121,
2022-06-14,6879,
2022-06-15,12339,37876
2022-06-16,11786,37694
2022-06-17,11966,38620
2022-06-18,11236,31322
2022-06-19,12522,15627
2022-06-20,19607,68893
2022-06-21,17463,52538
2022-06-22,17556,57765
2022-06-23,16899,57007
2022-06-24,16738,57772
2022-06-25,15898,49609
2022-06-26,16430,23540
2022-06-27,25597,104352
2022-06-28,23056,79137
2022-06-29,22268,83678
2022-06-30,21904,85391
2022-07-01,22105,87626
2022-07-02,18636,71095
2022-07-03,19496,32804
2022-07-04,30540,142982
2022-07-05,25922,103041
2022-07-06,25350,104628
2022-07-07,21995,95437
2022-07-08,18542,95977
2022-07-09,13987,76333
2022-07-10,10296,31746
2022-07-11,14905,121402
2022-07-12,6848,72934
2022-07-13,2657,11636
2022-07-14,37,185
