provincia
   100014 casi (dom/res)
   100319 casi (dom/res)
   104733 casi (dom/res)
   104752 casi (dom/res)
   105233 casi (dom/res)
   108261 casi (dom/res)
   108456 casi (dom/res)
   109776 casi (dom/res)
   110995 casi (dom/res)
   119475 casi (dom/res)
   119855 casi (dom/res)
   120919 casi (dom/res)
   126720 casi (dom/res)
   1299249 casi (dom/res)
   130362 casi (dom/res)
   131128 casi (dom/res)
   1328931 casi (dom/res)
   133523 casi (dom/res)
   134040 casi (dom/res)
   134703 casi (dom/res)
   136901 casi (dom/res)
   139450 casi (dom/res)
   139757 casi (dom/res)
   140374 casi (dom/res)
   140571 casi (dom/res)
   147669 casi (dom/res)
   150765 casi (dom/res)
   151240 casi (dom/res)
   152567 casi (dom/res)
   152652 casi (dom/res)
   153141 casi (dom/res)
   156416 casi (dom/res)
   156445 casi (dom/res)
   156962 casi (dom/res)
   157849 casi (dom/res)
   160314 casi (dom/res)
   160972 casi (dom/res)
   163488 casi (dom/res)
   1778075 casi (dom/res)
   179620 casi (dom/res)
   181950 casi (dom/res)
   184189 casi (dom/res)
   189313 casi (dom/res)
   190339 casi (dom/res)
   192843 casi (dom/res)
   193334 casi (dom/res)
   196230 casi (dom/res)
   196467 casi (dom/res)
   202673 casi (dom/res)
   210566 casi (dom/res)
   212037 casi (dom/res)
   213645 casi (dom/res)
   220859 casi (dom/res)
   227153 casi (dom/res)
   229159 casi (dom/res)
   233712 casi (dom/res)
   248812 casi (dom/res)
   249903 casi (dom/res)
   249931 casi (dom/res)
   250494 casi (dom/res)
   264987 casi (dom/res)
   27716 casi (dom/res)
   283494 casi (dom/res)
   314571 casi (dom/res)
   329158 casi (dom/res)
   330761 casi (dom/res)
   348655 casi (dom/res)
   349227 casi (dom/res)
   368247 casi (dom/res)
   372762 casi (dom/res)
   383671 casi (dom/res)
   425570 casi (dom/res)
   445253 casi (dom/res)
   450067 casi (dom/res)
   454888 casi (dom/res)
   463900 casi (dom/res)
   472475 casi (dom/res)
   479061 casi (dom/res)
   48305 casi (dom/res)
   485149 casi (dom/res)
   486598 casi (dom/res)
   49332 casi (dom/res)
   522448 casi (dom/res)
   523851 casi (dom/res)
   529671 casi (dom/res)
   56493 casi (dom/res)
   61146 casi (dom/res)
   61667 casi (dom/res)
   62234 casi (dom/res)
   63681 casi (dom/res)
   64002 casi (dom/res)
   64517 casi (dom/res)
   68298 casi (dom/res)
   68759 casi (dom/res)
   72386 casi (dom/res)
   72621 casi (dom/res)
   78844 casi (dom/res)
   80687 casi (dom/res)
   82512 casi (dom/res)
   87257 casi (dom/res)
   89752 casi (dom/res)
   907797 casi (dom/res)
   92269 casi (dom/res)
   92482 casi (dom/res)
   96655 casi (dom/res)
   99630 casi (dom/res)
   99852 casi (dom/res)
