data,inizio sintomi,inizio sintomi solo sintomatici,prelievo/diagnosi
2020-01-28,21,19,
2020-01-29,26,23,2
2020-01-30,35,31,
2020-01-31,36,26,
2020-02-01,66,58,
2020-02-02,46,39,
2020-02-03,26,23,
2020-02-04,26,23,
2020-02-05,33,32,
2020-02-06,27,23,1
2020-02-07,19,16,
2020-02-08,14,14,
2020-02-09,18,16,
2020-02-10,62,54,
2020-02-11,27,19,
2020-02-12,50,47,
2020-02-13,49,42,
2020-02-14,66,61,
2020-02-15,146,136,
2020-02-16,83,79,
2020-02-17,139,127,
2020-02-18,163,151,
2020-02-19,141,128,
2020-02-20,404,380,3
2020-02-21,313,293,35
2020-02-22,386,361,53
2020-02-23,508,471,76
2020-02-24,685,623,84
2020-02-25,821,774,187
2020-02-26,742,693,276
2020-02-27,895,804,285
2020-02-28,1214,1138,352
2020-02-29,1080,1006,377
2020-03-01,2472,2250,410
2020-03-02,1951,1798,630
2020-03-03,2255,2035,805
2020-03-04,1939,1753,1079
2020-03-05,2639,2391,1304
2020-03-06,2980,2666,1523
2020-03-07,3131,2858,1415
2020-03-08,3671,3344,1452
2020-03-09,4447,3949,2236
2020-03-10,6161,5479,2460
2020-03-11,4226,3730,2764
2020-03-12,4791,4236,3141
2020-03-13,5361,4733,4104
2020-03-14,4718,4110,3536
2020-03-15,5883,5210,2849
2020-03-16,5338,4715,4808
2020-03-17,4531,4027,5336
2020-03-18,4828,4218,5689
2020-03-19,4281,3756,5686
2020-03-20,6152,5351,6238
2020-03-21,3839,3317,4910
2020-03-22,3773,3329,3932
2020-03-23,4404,3805,6086
2020-03-24,3579,3043,5906
2020-03-25,3836,3231,5772
2020-03-26,3322,2777,5671
2020-03-27,3553,3010,5761
2020-03-28,3161,2678,4505
2020-03-29,2386,2088,2959
2020-03-30,3667,3056,5066
2020-03-31,2610,2136,5340
2020-04-01,4089,3345,4995
2020-04-02,2677,2158,4719
2020-04-03,2724,2248,4441
2020-04-04,2330,1868,3644
2020-04-05,2046,1700,2593
2020-04-06,2490,1953,4079
2020-04-07,2260,1809,4139
2020-04-08,2148,1799,4794
2020-04-09,2037,1618,4670
2020-04-10,2749,2196,5123
2020-04-11,1625,1292,3410
2020-04-12,1642,1434,1914
2020-04-13,1513,1307,2263
