data,inizio sintomi,prelievo/diagnosi
2022-11-10,153,
2022-11-11,286,
2022-11-12,467,
2022-11-13,1033,
2022-11-14,2934,
2022-11-15,6049,
2022-11-16,10886,35772
2022-11-17,10086,34147
2022-11-18,9753,33211
2022-11-19,8845,25475
2022-11-20,8990,11343
2022-11-21,13630,54689
2022-11-22,11168,32828
2022-11-23,10441,37074
2022-11-24,9401,33740
2022-11-25,8821,31574
2022-11-26,8222,24203
2022-11-27,8092,10888
2022-11-28,13114,53942
2022-11-29,9962,35273
2022-11-30,9493,34719
2022-12-01,9211,33081
2022-12-02,8655,32847
2022-12-03,7435,24795
2022-12-04,7326,11161
2022-12-05,10876,51971
2022-12-06,8007,32946
2022-12-07,6651,30781
2022-12-08,4847,9149
2022-12-09,6806,34594
2022-12-10,4848,21046
2022-12-11,3507,10319
2022-12-12,4645,36934
2022-12-13,1864,15436
2022-12-14,1123,2578
2022-12-15,4,7
