data,regione,classe_incidenza
20-11-23,Puglia,40+
20-11-30,Puglia,40+
20-12-07,Puglia,40+
20-12-14,Puglia,40+
20-12-21,Puglia,40+
20-12-28,Puglia,40+
20-10-19,Basilicata,40+
20-10-26,Basilicata,40+
20-11-02,Basilicata,40+
20-11-09,Basilicata,40+
20-11-16,Basilicata,40+
20-11-23,Basilicata,40+
20-11-30,Basilicata,40+
20-12-07,Basilicata,40+
20-12-14,Basilicata,40+
20-12-28,Basilicata,40+
20-10-26,Calabria,40+
20-11-02,Calabria,40+
20-11-09,Calabria,40+
20-11-16,Calabria,40+
20-11-23,Calabria,40+
20-11-30,Calabria,40+
20-12-21,Calabria,40+
20-12-28,Calabria,40+
20-10-19,Sicilia,40+
20-10-26,Sicilia,40+
20-11-02,Sicilia,40+
20-11-09,Sicilia,40+
20-11-16,Sicilia,40+
20-11-23,Sicilia,40+
20-11-30,Sicilia,40+
20-12-07,Sicilia,40+
20-12-14,Sicilia,40+
20-12-21,Sicilia,40+
20-12-28,Sicilia,40+
20-10-19,Sardegna,40+
20-10-26,Sardegna,40+
20-11-02,Sardegna,40+
20-11-09,Sardegna,40+
20-11-16,Sardegna,40+
20-11-23,Sardegna,40+
20-11-30,Sardegna,40+
20-12-07,Sardegna,40+
20-12-14,Sardegna,40+
20-12-21,Sardegna,40+
20-12-28,Sardegna,40+
