4140940050,551442930461046401,SUD E ISOLE,MOLISE,CANTALUPO NEL SANNIO,745,"3.949,67","2.320,44","6.270,11",e-page-63-table-1.csv
4140940060,355442928697224902,SUD E ISOLE,MOLISE,CAPRACOTTA,864,"4.580,55","1.254,91","5.835,46",e-page-63-table-1.csv
4140940070,412742930460627101,SUD E ISOLE,MOLISE,CAROVILLI,1.312,"6.955,65","2.978,90","9.934,56",e-page-63-table-1.csv
4140940080,616942930507685202,SUD E ISOLE,MOLISE,CARPINONE,1.100,"5.831,72","4.059,24","9.890,96",e-page-63-table-1.csv
4140940090,594642930531581601,SUD E ISOLE,MOLISE,CASTEL DEL GIUDICE,312,"1.654,09","533,91","2.188,00",e-page-63-table-1.csv
4140940100,835242930522282001,SUD E ISOLE,MOLISE,CASTELPETROSO,1.618,"8.577,93","5.352,84","13.930,77",e-page-63-table-1.csv
4140940110,785742930184537101,SUD E ISOLE,MOLISE,CASTELPIZZUTO,159,"842,95","729,75","1.572,70",e-page-63-table-1.csv
4140940120,318242930445751301,SUD E ISOLE,MOLISE,CASTEL SAN VINCENZO,485,"2.571,26","1.163,49","3.734,75",e-page-63-table-1.csv
4140940130,689042929230287301,SUD E ISOLE,MOLISE,CASTELVERRINO,102,"540,76","233,12","773,88",e-page-63-table-1.csv
4140940140,738842930544021902,SUD E ISOLE,MOLISE,CERRO AL VOLTURNO,1.240,"6.573,94","3.954,16","10.528,10",e-page-63-table-1.csv
4140940150,726742930446891001,SUD E ISOLE,MOLISE,CHIAUCI,213,"1.129,23","486,21","1.615,45",e-page-63-table-1.csv
4140940160,851442930517556402,SUD E ISOLE,MOLISE,CIVITANOVA DEL SANNIO,920,"4.877,44","3.615,88","8.493,32",e-page-63-table-1.csv
4140940170,329542930459791702,SUD E ISOLE,MOLISE,COLLI A VOLTURNO,1.324,"7.019,27","3.538,29","10.557,57",e-page-63-table-1.csv
4140940180,624342930532757901,SUD E ISOLE,MOLISE,CONCA CASALE,179,"948,98","577,24","1.526,22",e-page-63-table-1.csv
4140940190,726942930544834401,SUD E ISOLE,MOLISE,FILIGNANO,626,"3.318,78","1.389,02","4.707,80",e-page-63-table-1.csv
4140940200,751742930473859501,SUD E ISOLE,MOLISE,FORLÌ DEL SANNIO,673,"3.567,95","1.464,08","5.032,03",e-page-63-table-1.csv
4140940210,694542930474143501,SUD E ISOLE,MOLISE,FORNELLI,1.883,"9.982,85","6.678,39","16.661,23",e-page-63-table-1.csv
4140940220,507942930524452702,SUD E ISOLE,MOLISE,FROSOLONE,3.084,"16.350,02","12.439,97","28.789,99",e-page-63-table-1.csv
4140940230,387242928779095702,SUD E ISOLE,MOLISE,ISERNIA,21.749,"115.303,72","32.981,82","148.285,53",e-page-63-table-1.csv
4140940240,255142930436090001,SUD E ISOLE,MOLISE,LONGANO,675,"3.578,56","2.631,80","6.210,36",e-page-63-table-1.csv
4140940250,241442930516032402,SUD E ISOLE,MOLISE,MACCHIA D'ISERNIA,1.093,"5.794,61","3.435,38","9.229,99",e-page-63-table-1.csv
4140940260,723342930522941101,SUD E ISOLE,MOLISE,MACCHIAGODENA,1.799,"9.537,51","7.101,90","16.639,41",e-page-63-table-1.csv
4140940270,787442930518450901,SUD E ISOLE,MOLISE,MIRANDA,1.011,"5.359,88","3.386,51","8.746,39",e-page-63-table-1.csv
4140940280,842542930543771002,SUD E ISOLE,MOLISE,MONTAQUILA,2.332,"12.363,25","5.311,34","17.674,59",e-page-63-table-1.csv
4140940290,765742930454226601,SUD E ISOLE,MOLISE,MONTENERO VAL COCCHIARA,513,"2.719,70","1.714,56","4.434,26",e-page-63-table-1.csv
4140940300,599942930517386201,SUD E ISOLE,MOLISE,MONTERODUNI,2.118,"11.228,71","3.908,96","15.137,67",e-page-63-table-1.csv
4140940310,187942930528980602,SUD E ISOLE,MOLISE,PESCHE,1.641,"8.699,87","3.097,60","11.797,46",e-page-63-table-1.csv
4140940320,556742930527870101,SUD E ISOLE,MOLISE,PESCOLANCIANO,843,"4.469,22","2.467,24","6.936,46",e-page-63-table-1.csv
4140940330,172742930527843301,SUD E ISOLE,MOLISE,PESCOPENNATARO,253,"1.341,30","30,94","1.372,24",e-page-63-table-1.csv
4140940340,841442930526434201,SUD E ISOLE,MOLISE,PETTORANELLO DEL MOLISE,441,"2.337,99","1.357,69","3.695,68",e-page-63-table-1.csv
4140940350,213642930525015001,SUD E ISOLE,MOLISE,PIETRABBONDANTE,707,"3.748,21","1.820,87","5.569,07",e-page-63-table-1.csv
4140940360,117042930548083602,SUD E ISOLE,MOLISE,PIZZONE,305,"1.616,98","864,18","2.481,16",e-page-63-table-1.csv
4140940370,949342930517533902,SUD E ISOLE,MOLISE,POGGIO SANNITA,625,"3.313,48","2.372,56","5.686,04",e-page-63-table-1.csv
4140940380,206542930541423001,SUD E ISOLE,MOLISE,POZZILLI,2.297,"12.177,69","5.480,94","17.658,63",e-page-63-table-1.csv
4140940390,878442930457568501,SUD E ISOLE,MOLISE,RIONERO SANNITICO,1.095,"5.805,21","3.348,16","9.153,38",e-page-63-table-1.csv
4140940400,845542930524548902,SUD E ISOLE,MOLISE,ROCCAMANDOLFI,923,"4.893,34","3.471,15","8.364,50",e-page-63-table-1.csv
4140940410,489242930532832001,SUD E ISOLE,MOLISE,ROCCASICURA,520,"2.756,81","1.685,16","4.441,97",e-page-63-table-1.csv
4140940420,172242930457255402,SUD E ISOLE,MOLISE,ROCCHETTA A VOLTURNO,1.082,"5.736,29","2.677,42","8.413,72",e-page-63-table-1.csv
4140940430,805142930475602602,SUD E ISOLE,MOLISE,SAN PIETRO AVELLANA,484,"2.565,96","1.093,18","3.659,14",e-page-63-table-1.csv
4140940440,668942930529847002,SUD E ISOLE,MOLISE,SANT'AGAPITO,1.443,"7.650,16","3.714,84","11.364,99",e-page-63-table-1.csv
4140940450,183742930525710802,SUD E ISOLE,MOLISE,SANTA MARIA DEL MOLISE,705,"3.737,60","2.590,00","6.327,60",e-page-63-table-1.csv
4140940460,345242930475998202,SUD E ISOLE,MOLISE,SANT'ANGELO DEL PESCO,359,"1.903,26","1.104,94","3.008,21",e-page-63-table-1.csv
4140940470,748342930464625102,SUD E ISOLE,MOLISE,SANT'ELENA SANNITA,298,"1.579,87","1.387,42","2.967,28",e-page-63-table-1.csv
4140940480,125242930523820602,SUD E ISOLE,MOLISE,SCAPOLI,663,"3.514,94","2.531,65","6.046,59",e-page-63-table-1.csv
4140940490,702542930469787202,SUD E ISOLE,MOLISE,SESSANO DEL MOLISE,717,"3.801,22","1.775,78","5.577,00",e-page-63-table-1.csv
4140940500,174842930469978501,SUD E ISOLE,MOLISE,SESTO CAMPANO,2.254,"11.949,73","6.020,85","17.970,58",e-page-63-table-1.csv
4140940510,135842930536357601,SUD E ISOLE,MOLISE,VASTOGIRARDI,679,"3.599,76","1.567,16","5.166,92",e-page-63-table-1.csv
4140940520,677042930478874701,SUD E ISOLE,MOLISE,VENAFRO,11.218,"59.472,95","24.044,16","83.517,11",e-page-63-table-1.csv
4150080010,269942928130694402,SUD E ISOLE,CAMPANIA,AIELLO DEL SABATO,4.035,"21.391,81","12.312,39","33.704,20",e-page-63-table-1.csv
4150080020,653342930533725301,SUD E ISOLE,CAMPANIA,ALTAVILLA IRPINA,4.112,"21.800,03","15.454,22","37.254,25",e-page-63-table-1.csv
4150080030,219742930532576901,SUD E ISOLE,CAMPANIA,ANDRETTA,1.812,"9.606,43","6.743,45","16.349,88",e-page-63-table-1.csv
4150080040,317642930516056901,SUD E ISOLE,CAMPANIA,AQUILONIA,1.635,"8.668,06","5.072,48","13.740,54",e-page-63-table-1.csv
4150080050,999242930508250202,SUD E ISOLE,CAMPANIA,ARIANO IRPINO,22.246,"117.938,59","73.156,55","191.095,15",e-page-63-table-1.csv
4150080060,252742928030399201,SUD E ISOLE,CAMPANIA,ATRIPALDA,10.852,"57.532,57","28.445,57","85.978,14",e-page-63-table-1.csv
4150080070,915242928305203602,SUD E ISOLE,CAMPANIA,AVELLA,7.770,"41.193,15","29.470,24","70.663,40",e-page-63-table-1.csv
4150080080,885642930511258901,SUD E ISOLE,CAMPANIA,AVELLINO,54.027,"286.427,60","22.695,36","309.122,97",e-page-63-table-1.csv
