1011020400,907542930542775001,NORD,PIEMONTE,MADONNA DEL SASSO,405,"2.147,13",-,"2.147,13",e-page-21-table-1.csv
1011020410,478842930456813102,NORD,PIEMONTE,MALESCO,1.379,"7.310,86","6.491,84","13.802,69",e-page-21-table-1.csv
1011020420,995042930164891701,NORD,PIEMONTE,MASERA,1.478,"7.835,71","803,70","8.639,42",e-page-21-table-1.csv
1011020430,339242930220743401,NORD,PIEMONTE,MASSIOLA,126,"668,00","183,71","851,71",e-page-21-table-1.csv
1011020440,212442930454093601,NORD,PIEMONTE,MERGOZZO,2.165,"11.477,89","107,93","11.585,82",e-page-21-table-1.csv
1011020450,416142930454167201,NORD,PIEMONTE,MIAZZINA,382,"2.025,20","340,20","2.365,40",e-page-21-table-1.csv
1011020460,484342930533303902,NORD,PIEMONTE,MONTECRESTESE,1.272,"6.743,59","1.814,39","8.557,98",e-page-21-table-1.csv
1011020470,638742930527718701,NORD,PIEMONTE,MONTESCHENO,392,"2.078,21","566,16","2.644,37",e-page-21-table-1.csv
1011020480,708242930527684101,NORD,PIEMONTE,NONIO,861,"4.564,65",-,"4.564,65",e-page-21-table-1.csv
1011020490,342742930540958102,NORD,PIEMONTE,OGGEBBIO,873,"4.628,27","2.079,17","6.707,44",e-page-21-table-1.csv
1011020500,803842930451807801,NORD,PIEMONTE,OMEGNA,15.190,"80.530,76",-,"80.530,76",e-page-21-table-1.csv
1011020510,565942930532283302,NORD,PIEMONTE,ORNAVASSO,3.435,"18.210,87","1.551,51","19.762,38",e-page-21-table-1.csv
1011020520,186742930451038602,NORD,PIEMONTE,PALLANZENO,1.148,"6.086,20","1.170,87","7.257,06",e-page-21-table-1.csv
1011020530,926842930544877601,NORD,PIEMONTE,PIEDIMULERA,1.521,"8.063,68","2.682,31","10.745,98",e-page-21-table-1.csv
1011020540,791942930477646801,NORD,PIEMONTE,PIEVE VERGONTE,2.518,"13.349,34","3.493,49","16.842,83",e-page-21-table-1.csv
1011020550,654042930449629701,NORD,PIEMONTE,PREMENO,730,"3.870,14","75,47","3.945,61",e-page-21-table-1.csv
1011020560,589342930458575501,NORD,PIEMONTE,PREMIA,553,"2.931,76","422,51","3.354,28",e-page-21-table-1.csv
1011020570,266942930458448002,NORD,PIEMONTE,PREMOSELLO-CHIOVENDA,1.941,"10.290,34","1.341,55","11.631,88",e-page-21-table-1.csv
1011020580,959042930526136701,NORD,PIEMONTE,QUARNA SOPRA,252,"1.335,99","57,75","1.393,75",e-page-21-table-1.csv
1011020590,349942930453287002,NORD,PIEMONTE,QUARNA SOTTO,385,"2.041,10","49,94","2.091,04",e-page-21-table-1.csv
1011020600,422042929012799102,NORD,PIEMONTE,RE,736,"3.901,95","3.682,16","7.584,11",e-page-21-table-1.csv
1011020610,845942930476179902,NORD,PIEMONTE,SAN BERNARDINO VERBANO,1.318,"6.987,46","1.316,18","8.303,65",e-page-21-table-1.csv
1011020620,889742930538694302,NORD,PIEMONTE,SANTA MARIA MAGGIORE,1.292,"6.849,62","3.384,81","10.234,43",e-page-21-table-1.csv
1011020640,341742930469756902,NORD,PIEMONTE,STRESA,4.870,"25.818,62",-,"25.818,62",e-page-21-table-1.csv
1011020650,805542930550087701,NORD,PIEMONTE,TOCENO,729,"3.864,84","3.170,03","7.034,87",e-page-21-table-1.csv
1011020660,953642930540523101,NORD,PIEMONTE,TRAREGO VIGGIONA,417,"2.210,75","1.556,43","3.767,18",e-page-21-table-1.csv
1011020670,151842930448135701,NORD,PIEMONTE,TRASQUERA,175,"927,77","434,70","1.362,47",e-page-21-table-1.csv
1011020680,634042930454923601,NORD,PIEMONTE,TRONTANO,1.669,"8.848,31","1.856,21","10.704,52",e-page-21-table-1.csv
1011020685,123554722991895701,NORD,PIEMONTE,VALLE CANNOBINA,485,"2.571,26","2.841,92","5.413,18",e-page-21-table-1.csv
1011020690,556842930548802901,NORD,PIEMONTE,VALSTRONA,1.216,"6.446,70","2.861,18","9.307,88",e-page-21-table-1.csv
1011020700,401642930471936801,NORD,PIEMONTE,VANZONE CON SAN CARLO,382,"2.025,20","300,70","2.325,90",e-page-21-table-1.csv
1011020710,423142930529658201,NORD,PIEMONTE,VARZO,2.017,"10.693,25","5.471,63","16.164,89",e-page-21-table-1.csv
1011020720,919042930469010301,NORD,PIEMONTE,VERBANIA,30.505,"161.724,21","12.168,93","173.893,14",e-page-21-table-1.csv
1011020740,505942930528910001,NORD,PIEMONTE,VIGNONE,1.195,"6.335,37","68,62","6.403,99",e-page-21-table-1.csv
1011020750,247542930525796802,NORD,PIEMONTE,VILLADOSSOLA,6.522,"34.576,80","6.210,54","40.787,34",e-page-21-table-1.csv
1011020760,891842930536029501,NORD,PIEMONTE,VILLETTE,278,"1.473,83","1.104,39","2.578,23",e-page-21-table-1.csv
1011020770,597542930540997201,NORD,PIEMONTE,VOGOGNA,1.756,"9.309,55","1.969,29","11.278,84",e-page-21-table-1.csv
1030120010,894442930463609702,NORD,LOMBARDIA,ADRARA SAN MARTINO,2.229,"11.817,19","1.294,14","13.111,33",e-page-21-table-1.csv
1030120020,971242930533584501,NORD,LOMBARDIA,ADRARA SAN ROCCO,822,"4.357,89","1.165,32","5.523,20",e-page-21-table-1.csv
1030120030,825942930463971702,NORD,LOMBARDIA,ALBANO SANT'ALESSANDRO,8.294,"43.971,17","1.230,78","45.201,96",e-page-21-table-1.csv
1030120040,507642930462577801,NORD,LOMBARDIA,ALBINO,17.805,"94.394,35",-,"94.394,35",e-page-21-table-1.csv
1030120041,769042930510266802,NORD,LOMBARDIA,ALGUA,668,"3.541,44","356,57","3.898,01",e-page-21-table-1.csv
1030120050,474042930462750101,NORD,LOMBARDIA,ALMÈ,5.538,"29.360,06",-,"29.360,06",e-page-21-table-1.csv
1030120070,709342930462657202,NORD,LOMBARDIA,ALMENNO SAN BARTOLOMEO,6.295,"33.373,35",-,"33.373,35",e-page-21-table-1.csv
1030120080,471442930532511302,NORD,LOMBARDIA,ALMENNO SAN SALVATORE,5.674,"30.081,07","196,09","30.277,16",e-page-21-table-1.csv
1030120090,951342930534067702,NORD,LOMBARDIA,ALZANO LOMBARDO,13.655,"72.392,86",-,"72.392,86",e-page-21-table-1.csv
1030120100,707342930464718201,NORD,LOMBARDIA,AMBIVERE,2.370,"12.564,71",-,"12.564,71",e-page-21-table-1.csv
1030120110,459842930509910101,NORD,LOMBARDIA,ANTEGNATE,3.258,"17.272,50","6.000,91","23.273,40",e-page-21-table-1.csv
1030120120,323942930517140201,NORD,LOMBARDIA,ARCENE,4.849,"25.707,28","681,46","26.388,74",e-page-21-table-1.csv
1030120130,439442930530243202,NORD,LOMBARDIA,ARDESIO,3.458,"18.332,81","5.103,00","23.435,81",e-page-21-table-1.csv
1030120140,891942930534585101,NORD,LOMBARDIA,ARZAGO D'ADDA,2.711,"14.372,54",-,"14.372,54",e-page-21-table-1.csv
1030120150,188742928316187402,NORD,LOMBARDIA,AVERARA,181,"959,58","332,57","1.292,15",e-page-21-table-1.csv
