date,rt,regione
2020-02-12T00:00:00,,abruzzo
2020-02-13T00:00:00,,abruzzo
2020-02-14T00:00:00,,abruzzo
2020-02-15T00:00:00,,abruzzo
2020-02-16T00:00:00,,abruzzo
2020-02-17T00:00:00,,abruzzo
2020-02-18T00:00:00,,abruzzo
2020-02-19T00:00:00,,abruzzo
2020-02-20T00:00:00,,abruzzo
2020-02-21T00:00:00,,abruzzo
2020-02-22T00:00:00,,abruzzo
2020-02-23T00:00:00,,abruzzo
2020-02-24T00:00:00,,abruzzo
2020-02-25T00:00:00,,abruzzo
2020-02-26T00:00:00,,abruzzo
2020-02-27T00:00:00,,abruzzo
2020-02-28T00:00:00,,abruzzo
2020-02-29T00:00:00,,abruzzo
2020-03-01T00:00:00,,abruzzo
2020-03-02T00:00:00,,abruzzo
2020-03-03T00:00:00,,abruzzo
2020-03-04T00:00:00,,abruzzo
2020-03-05T00:00:00,,abruzzo
2020-03-06T00:00:00,,abruzzo
2020-03-07T00:00:00,,abruzzo
2020-03-08T00:00:00,,abruzzo
2020-03-09T00:00:00,3.417306230545904,abruzzo
2020-03-10T00:00:00,3.3377257435112186,abruzzo
2020-03-11T00:00:00,3.2948504368506595,abruzzo
2020-03-12T00:00:00,3.198785419916345,abruzzo
2020-03-13T00:00:00,3.0832400479842716,abruzzo
2020-03-14T00:00:00,2.888664456469494,abruzzo
2020-03-15T00:00:00,2.7522225751096663,abruzzo
2020-03-16T00:00:00,2.6057653239279968,abruzzo
2020-03-17T00:00:00,2.461142970800141,abruzzo
2020-03-18T00:00:00,2.2974696483574664,abruzzo
2020-03-19T00:00:00,2.130157670106719,abruzzo
2020-03-20T00:00:00,1.9776024347493268,abruzzo
2020-03-21T00:00:00,1.8205156792595483,abruzzo
2020-03-22T00:00:00,1.678455192415513,abruzzo
2020-03-23T00:00:00,1.5467840477030372,abruzzo
2020-03-24T00:00:00,1.438750156885407,abruzzo
2020-03-25T00:00:00,1.3334514407617704,abruzzo
2020-03-26T00:00:00,1.235483845460787,abruzzo
2020-03-27T00:00:00,1.1465678749997898,abruzzo
2020-03-28T00:00:00,1.0671903749124207,abruzzo
2020-03-29T00:00:00,0.989610428225067,abruzzo
2020-03-30T00:00:00,0.9220304342397903,abruzzo
2020-03-31T00:00:00,0.8616729362161637,abruzzo
2020-04-01T00:00:00,0.8146811738695373,abruzzo
2020-04-02T00:00:00,0.7750097290817323,abruzzo
2020-04-03T00:00:00,0.7382082548875487,abruzzo
2020-04-04T00:00:00,0.7127934653796075,abruzzo
2020-04-05T00:00:00,0.6907401043467023,abruzzo
2020-04-06T00:00:00,0.6738531424780059,abruzzo
2020-04-07T00:00:00,0.6561030571907981,abruzzo
2020-04-08T00:00:00,0.6477976309778231,abruzzo
2020-04-09T00:00:00,0.6486248541821499,abruzzo
2020-04-10T00:00:00,0.6533712906349199,abruzzo
2020-04-11T00:00:00,0.6617280344734839,abruzzo
2020-04-12T00:00:00,0.6694932551116849,abruzzo
2020-04-13T00:00:00,0.6796779856393342,abruzzo
2020-04-14T00:00:00,0.6923191640442483,abruzzo
2020-04-15T00:00:00,0.7097014201222629,abruzzo
2020-04-16T00:00:00,0.7304488468434955,abruzzo
2020-04-17T00:00:00,0.7465958743442895,abruzzo
2020-04-18T00:00:00,0.7658450053542579,abruzzo
2020-04-19T00:00:00,0.7772164504071984,abruzzo
2020-04-20T00:00:00,0.7854802468266525,abruzzo
2020-04-21T00:00:00,0.7906250365636576,abruzzo
2020-04-22T00:00:00,0.7949824985459203,abruzzo
2020-04-23T00:00:00,0.7963839297121332,abruzzo
2020-04-24T00:00:00,0.7921192286594431,abruzzo
2020-04-25T00:00:00,0.7759660278244653,abruzzo
2020-04-26T00:00:00,0.7654392172320644,abruzzo
2020-04-27T00:00:00,0.7493340809368393,abruzzo
2020-04-28T00:00:00,0.7351702243083476,abruzzo
2020-04-29T00:00:00,0.7077632793694725,abruzzo
2020-04-30T00:00:00,0.68616929302679,abruzzo
2020-05-01T00:00:00,0.664224590131905,abruzzo
2020-05-02T00:00:00,0.6397050609493815,abruzzo
2020-05-03T00:00:00,0.6206988400754876,abruzzo
2020-05-04T00:00:00,0.6009083917268015,abruzzo
2020-05-05T00:00:00,0.5962463388591567,abruzzo
2020-05-06T00:00:00,0.5837314637707262,abruzzo
2020-05-07T00:00:00,0.5689559425642088,abruzzo
2020-05-08T00:00:00,0.5566017460844161,abruzzo
2020-05-09T00:00:00,0.5558060381947508,abruzzo
2020-05-10T00:00:00,0.5715772789276691,abruzzo
2020-05-11T00:00:00,0.5885583721940717,abruzzo
2020-05-12T00:00:00,0.6168447264994358,abruzzo
2020-05-13T00:00:00,0.6292041019700465,abruzzo
2020-05-14T00:00:00,0.6404413072559298,abruzzo
2020-05-15T00:00:00,0.6552174702771437,abruzzo
2020-05-16T00:00:00,0.6627894920235873,abruzzo
2020-05-17T00:00:00,0.6719789923232298,abruzzo
2020-05-18T00:00:00,0.6764180913549289,abruzzo
2020-05-19T00:00:00,0.6916282035723834,abruzzo
2020-05-20T00:00:00,0.6920904894158646,abruzzo
2020-05-21T00:00:00,0.6931687977200692,abruzzo
2020-05-22T00:00:00,0.6860619809989836,abruzzo
2020-05-23T00:00:00,0.6888531036625606,abruzzo
2020-05-24T00:00:00,0.6882412486877282,abruzzo
2020-05-25T00:00:00,0.6828781321967549,abruzzo
2020-05-26T00:00:00,0.662155249969669,abruzzo
2020-05-27T00:00:00,0.6600880874097699,abruzzo
2020-05-28T00:00:00,0.6437749109733272,abruzzo
2020-05-29T00:00:00,0.6337008758172171,abruzzo
2020-05-30T00:00:00,0.6139299403531931,abruzzo
2020-05-31T00:00:00,0.608712512491365,abruzzo
2020-06-01T00:00:00,0.5920985822929911,abruzzo
2020-06-02T00:00:00,0.5554482849870573,abruzzo
2020-06-03T00:00:00,0.5298232767290509,abruzzo
2020-06-04T00:00:00,0.5029168212103692,abruzzo
2020-06-05T00:00:00,0.4850958685186426,abruzzo
2020-06-06T00:00:00,0.5066556625316129,abruzzo
2020-06-07T00:00:00,0.53170106637121,abruzzo
2020-06-08T00:00:00,0.5536637643740352,abruzzo
2020-06-09T00:00:00,0.554057007543415,abruzzo
2020-06-10T00:00:00,0.5529166754315876,abruzzo
2020-06-11T00:00:00,0.5336853194246578,abruzzo
2020-06-12T00:00:00,0.5318089190549063,abruzzo
2020-06-13T00:00:00,0.5390112213719133,abruzzo
2020-06-14T00:00:00,0.5597580876179092,abruzzo
2020-06-15T00:00:00,0.6312432216390668,abruzzo
2020-06-16T00:00:00,0.7095556523934874,abruzzo
2020-06-17T00:00:00,0.8041558682161998,abruzzo
2020-06-18T00:00:00,0.8732253660542356,abruzzo
2020-06-19T00:00:00,0.9449348855323584,abruzzo
2020-06-20T00:00:00,1.0039832374910203,abruzzo
2020-06-21T00:00:00,1.0563092817003998,abruzzo
2020-06-22T00:00:00,1.0875157048324888,abruzzo
2020-06-23T00:00:00,1.1525696001083885,abruzzo
2020-06-24T00:00:00,1.183115374930905,abruzzo
2020-06-25T00:00:00,1.1608646387806465,abruzzo
2020-06-26T00:00:00,1.0938988645379395,abruzzo
2020-06-27T00:00:00,1.022826764221524,abruzzo
2020-06-28T00:00:00,0.9230838959342805,abruzzo
2020-06-29T00:00:00,0.8488245840569563,abruzzo
2020-06-30T00:00:00,0.7468929302122854,abruzzo
2020-07-01T00:00:00,0.6545180347352478,abruzzo
2020-07-02T00:00:00,0.5912918261929437,abruzzo
2020-07-03T00:00:00,0.5331792681983787,abruzzo
