Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,109,1324,6,181,14,Dati della Protezione Civile del 01 Dicembre 2021 ore 18:52
Basilicata,14,364,0,88,13,Dati della Protezione Civile del 01 Dicembre 2021 ore 18:52
Calabria,129,979,17,181,3,Dati della Protezione Civile del 01 Dicembre 2021 ore 18:52
Campania,318,3528,23,520,219,Dati della Protezione Civile del 01 Dicembre 2021 ore 18:52
Emilia-Romagna,667,7920,76,889,0,Dati della Protezione Civile del 01 Dicembre 2021 ore 18:52
Friuli Venezia Giulia,289,1277,24,175,0,Dati della Protezione Civile del 01 Dicembre 2021 ore 18:52
Lazio,696,6421,96,943,243,Dati della Protezione Civile del 01 Dicembre 2021 ore 18:52
Liguria,156,1711,21,217,12,Dati della Protezione Civile del 01 Dicembre 2021 ore 18:52
Lombardia,887,6633,108,1530,0,Dati della Protezione Civile del 01 Dicembre 2021 ore 18:52
Marche,87,966,26,246,57,Dati della Protezione Civile del 01 Dicembre 2021 ore 18:52
Molise,11,176,1,39,26,Dati della Protezione Civile del 01 Dicembre 2021 ore 18:52
P.A. Bolzano,99,500,12,100,20,Dati della Protezione Civile del 01 Dicembre 2021 ore 18:52
P.A. Trento,45,517,6,90,0,Dati della Protezione Civile del 01 Dicembre 2021 ore 18:52
Piemonte,376,5824,33,628,99,Dati della Protezione Civile del 01 Dicembre 2021 ore 18:52
Puglia,134,2722,21,482,0,Dati della Protezione Civile del 01 Dicembre 2021 ore 18:52
Sardegna,74,1602,14,204,16,Dati della Protezione Civile del 01 Dicembre 2021 ore 18:52
Sicilia,308,3565,43,867,0,Dati della Protezione Civile del 01 Dicembre 2021 ore 18:52
Toscana,260,5033,47,570,33,Dati della Protezione Civile del 01 Dicembre 2021 ore 18:52
Umbria,47,662,10,88,39,Dati della Protezione Civile del 01 Dicembre 2021 ore 18:52
Valle d'Aosta,29,99,1,33,0,Dati della Protezione Civile del 01 Dicembre 2021 ore 18:52
Veneto,513,6000,101,1000,0,Dati della Protezione Civile del 01 Dicembre 2021 ore 18:52
Italia,5248,57823,686,9071,794,Dati della Protezione Civile del 01 Dicembre 2021 ore 18:52
