Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,537,1495,56,215,0,Dati della Protezione Civile del 15 Aprile 2021 ore 18:38
Basilicata,167,448,13,88,13,Dati della Protezione Civile del 15 Aprile 2021 ore 18:38
Calabria,474,963,48,152,25,Dati della Protezione Civile del 15 Aprile 2021 ore 18:38
Campania,1557,4320,136,620,36,Dati della Protezione Civile del 15 Aprile 2021 ore 18:38
Emilia-Romagna,2464,6538,312,760,0,Dati della Protezione Civile del 15 Aprile 2021 ore 18:38
Friuli Venezia Giulia,445,1277,65,175,0,Dati della Protezione Civile del 15 Aprile 2021 ore 18:38
Lazio,2933,6421,387,943,193,Dati della Protezione Civile del 15 Aprile 2021 ore 18:38
Liguria,616,1854,84,226,12,Dati della Protezione Civile del 15 Aprile 2021 ore 18:38
Lombardia,5387,12776,739,1416,114,Dati della Protezione Civile del 15 Aprile 2021 ore 18:38
Marche,638,1383,112,247,19,Dati della Protezione Civile del 15 Aprile 2021 ore 18:38
Molise,48,221,16,39,0,Dati della Protezione Civile del 15 Aprile 2021 ore 18:38
P.A. Bolzano,74,467,12,100,0,Dati della Protezione Civile del 15 Aprile 2021 ore 18:38
P.A. Trento,127,584,34,90,15,Dati della Protezione Civile del 15 Aprile 2021 ore 18:38
Piemonte,3312,5824,311,628,99,Dati della Protezione Civile del 15 Aprile 2021 ore 18:38
Puglia,1892,3768,277,586,80,Dati della Protezione Civile del 15 Aprile 2021 ore 18:38
Sardegna,350,1602,54,208,35,Dati della Protezione Civile del 15 Aprile 2021 ore 18:38
Sicilia,1218,3887,184,835,196,Dati della Protezione Civile del 15 Aprile 2021 ore 18:38
Toscana,1633,5033,286,632,13,Dati della Protezione Civile del 15 Aprile 2021 ore 18:38
Umbria,258,844,35,132,2,Dati della Protezione Civile del 15 Aprile 2021 ore 18:38
Valle d'Aosta,61,227,12,30,6,Dati della Protezione Civile del 15 Aprile 2021 ore 18:38
Veneto,1396,6000,244,1000,0,Dati della Protezione Civile del 15 Aprile 2021 ore 18:38
Italia,25587,65932,3417,9122,858,Dati della Protezione Civile del 15 Aprile 2021 ore 18:38
