Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,102,1324,10,181,14,Dati della Protezione Civile del 04 Dicembre 2021 ore 19:24
Basilicata,14,364,0,79,13,Dati della Protezione Civile del 04 Dicembre 2021 ore 19:24
Calabria,141,979,20,181,3,Dati della Protezione Civile del 04 Dicembre 2021 ore 19:24
Campania,322,3528,22,520,219,Dati della Protezione Civile del 04 Dicembre 2021 ore 19:24
Emilia-Romagna,703,8336,77,889,0,Dati della Protezione Civile del 04 Dicembre 2021 ore 19:24
Friuli Venezia Giulia,281,1277,25,175,0,Dati della Protezione Civile del 04 Dicembre 2021 ore 19:24
Lazio,712,6421,91,943,243,Dati della Protezione Civile del 04 Dicembre 2021 ore 19:24
Liguria,170,1700,25,217,12,Dati della Protezione Civile del 04 Dicembre 2021 ore 19:24
Lombardia,924,6688,121,1530,0,Dati della Protezione Civile del 04 Dicembre 2021 ore 19:24
Marche,100,966,26,250,57,Dati della Protezione Civile del 04 Dicembre 2021 ore 19:24
Molise,12,176,1,39,26,Dati della Protezione Civile del 04 Dicembre 2021 ore 19:24
P.A. Bolzano,93,500,13,100,20,Dati della Protezione Civile del 04 Dicembre 2021 ore 19:24
P.A. Trento,50,517,8,90,0,Dati della Protezione Civile del 04 Dicembre 2021 ore 19:24
Piemonte,419,5824,37,628,99,Dati della Protezione Civile del 04 Dicembre 2021 ore 19:24
Puglia,133,2722,21,482,0,Dati della Protezione Civile del 04 Dicembre 2021 ore 19:24
Sardegna,72,1602,13,204,16,Dati della Protezione Civile del 04 Dicembre 2021 ore 19:24
Sicilia,300,3580,45,858,0,Dati della Protezione Civile del 04 Dicembre 2021 ore 19:24
Toscana,246,5033,49,570,33,Dati della Protezione Civile del 04 Dicembre 2021 ore 19:24
Umbria,39,662,8,88,39,Dati della Protezione Civile del 04 Dicembre 2021 ore 19:24
Valle d'Aosta,22,99,2,33,0,Dati della Protezione Civile del 04 Dicembre 2021 ore 19:24
Veneto,573,6000,118,1000,0,Dati della Protezione Civile del 04 Dicembre 2021 ore 19:24
Italia,5428,58298,732,9057,794,Dati della Protezione Civile del 04 Dicembre 2021 ore 19:24
