Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,652,1495,92,214,0,Dati della Protezione Civile del 12 Marzo 2021 ore 18:28
Basilicata,124,422,13,88,13,Dati della Protezione Civile del 12 Marzo 2021 ore 18:28
Calabria,245,913,34,152,25,Dati della Protezione Civile del 12 Marzo 2021 ore 18:28
Campania,1502,4205,149,620,36,Dati della Protezione Civile del 12 Marzo 2021 ore 18:28
Emilia-Romagna,3197,6441,350,760,0,Dati della Protezione Civile del 12 Marzo 2021 ore 18:28
Friuli Venezia Giulia,498,1277,65,175,0,Dati della Protezione Civile del 12 Marzo 2021 ore 18:28
Lazio,2128,6421,270,943,193,Dati della Protezione Civile del 12 Marzo 2021 ore 18:28
Liguria,512,1794,64,224,10,Dati della Protezione Civile del 12 Marzo 2021 ore 18:28
Lombardia,5909,12259,667,1416,114,Dati della Protezione Civile del 12 Marzo 2021 ore 18:28
Marche,673,1176,111,233,40,Dati della Protezione Civile del 12 Marzo 2021 ore 18:28
Molise,102,221,18,39,0,Dati della Protezione Civile del 12 Marzo 2021 ore 18:28
P.A. Bolzano,166,540,38,100,0,Dati della Protezione Civile del 12 Marzo 2021 ore 18:28
P.A. Trento,194,584,46,90,15,Dati della Protezione Civile del 12 Marzo 2021 ore 18:28
Piemonte,2684,5824,247,628,99,Dati della Protezione Civile del 12 Marzo 2021 ore 18:28
Puglia,1409,3623,174,569,80,Dati della Protezione Civile del 12 Marzo 2021 ore 18:28
Sardegna,177,1602,22,208,35,Dati della Protezione Civile del 12 Marzo 2021 ore 18:28
Sicilia,671,3896,101,834,196,Dati della Protezione Civile del 12 Marzo 2021 ore 18:28
Toscana,1292,5033,218,599,15,Dati della Protezione Civile del 12 Marzo 2021 ore 18:28
Umbria,403,852,79,139,2,Dati della Protezione Civile del 12 Marzo 2021 ore 18:28
Valle d'Aosta,12,227,2,20,12,Dati della Protezione Civile del 12 Marzo 2021 ore 18:28
Veneto,1106,6000,154,1000,0,Dati della Protezione Civile del 12 Marzo 2021 ore 18:28
Italia,23656,64805,2914,9051,885,Dati della Protezione Civile del 12 Marzo 2021 ore 18:28
