Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,73,1324,13,177,23,Dati della Protezione Civile del 25 Agosto 2021 ore 19:03
Basilicata,41,363,0,88,13,Dati della Protezione Civile del 25 Agosto 2021 ore 19:03
Calabria,127,821,12,169,2,Dati della Protezione Civile del 25 Agosto 2021 ore 19:03
Campania,346,3849,18,548,195,Dati della Protezione Civile del 25 Agosto 2021 ore 19:03
Emilia-Romagna,410,7920,55,846,43,Dati della Protezione Civile del 25 Agosto 2021 ore 19:03
Friuli Venezia Giulia,28,1277,11,175,0,Dati della Protezione Civile del 25 Agosto 2021 ore 19:03
Lazio,516,6421,66,943,243,Dati della Protezione Civile del 25 Agosto 2021 ore 19:03
Liguria,75,1684,11,218,12,Dati della Protezione Civile del 25 Agosto 2021 ore 19:03
Lombardia,340,6369,43,1416,114,Dati della Protezione Civile del 25 Agosto 2021 ore 19:03
Marche,67,969,11,212,61,Dati della Protezione Civile del 25 Agosto 2021 ore 19:03
Molise,8,176,1,39,26,Dati della Protezione Civile del 25 Agosto 2021 ore 19:03
P.A. Bolzano,19,500,3,100,20,Dati della Protezione Civile del 25 Agosto 2021 ore 19:03
P.A. Trento,28,517,0,90,0,Dati della Protezione Civile del 25 Agosto 2021 ore 19:03
Piemonte,137,5824,11,628,99,Dati della Protezione Civile del 25 Agosto 2021 ore 19:03
Puglia,217,2741,25,482,0,Dati della Protezione Civile del 25 Agosto 2021 ore 19:03
Sardegna,225,1602,24,204,16,Dati della Protezione Civile del 25 Agosto 2021 ore 19:03
Sicilia,751,3817,102,934,0,Dati della Protezione Civile del 25 Agosto 2021 ore 19:03
Toscana,379,5033,40,570,34,Dati della Protezione Civile del 25 Agosto 2021 ore 19:03
Umbria,54,684,8,91,36,Dati della Protezione Civile del 25 Agosto 2021 ore 19:03
Valle d'Aosta,3,83,0,33,0,Dati della Protezione Civile del 25 Agosto 2021 ore 19:03
Veneto,179,6000,45,1000,0,Dati della Protezione Civile del 25 Agosto 2021 ore 19:03
Italia,4023,57974,499,8963,937,Dati della Protezione Civile del 25 Agosto 2021 ore 19:03
