Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,110,1382,2,181,0,Dati della Protezione Civile del 20 Settembre 2022 ore 23:45
Basilicata,19,338,1,79,13,Dati della Protezione Civile del 20 Settembre 2022 ore 23:45
Calabria,122,952,5,179,0,Dati della Protezione Civile del 20 Settembre 2022 ore 23:45
Campania,236,3878,10,575,0,Dati della Protezione Civile del 20 Settembre 2022 ore 23:45
Emilia-Romagna,613,9001,24,889,0,Dati della Protezione Civile del 20 Settembre 2022 ore 23:45
Friuli Venezia Giulia,109,1277,4,175,0,Dati della Protezione Civile del 20 Settembre 2022 ore 23:45
Lazio,353,6421,26,943,243,Dati della Protezione Civile del 20 Settembre 2022 ore 23:45
Liguria,130,1571,3,218,12,Dati della Protezione Civile del 20 Settembre 2022 ore 23:45
Lombardia,496,10457,10,1810,0,Dati della Protezione Civile del 20 Settembre 2022 ore 23:45
Marche,50,983,3,230,50,Dati della Protezione Civile del 20 Settembre 2022 ore 23:45
Molise,6,176,0,39,26,Dati della Protezione Civile del 20 Settembre 2022 ore 23:45
P.A. Bolzano,40,500,4,100,20,Dati della Protezione Civile del 20 Settembre 2022 ore 23:45
P.A. Trento,48,517,2,90,0,Dati della Protezione Civile del 20 Settembre 2022 ore 23:45
Piemonte,242,6794,7,628,99,Dati della Protezione Civile del 20 Settembre 2022 ore 23:45
Puglia,122,2735,10,405,0,Dati della Protezione Civile del 20 Settembre 2022 ore 23:45
Sardegna,65,1602,7,204,16,Dati della Protezione Civile del 20 Settembre 2022 ore 23:45
Sicilia,207,3444,16,785,0,Dati della Protezione Civile del 20 Settembre 2022 ore 23:45
Toscana,162,5033,5,570,13,Dati della Protezione Civile del 20 Settembre 2022 ore 23:45
Umbria,109,662,1,86,41,Dati della Protezione Civile del 20 Settembre 2022 ore 23:45
Valle d'Aosta,13,67,0,13,21,Dati della Protezione Civile del 20 Settembre 2022 ore 23:45
Veneto,243,6000,10,1000,0,Dati della Protezione Civile del 20 Settembre 2022 ore 23:45
Italia,3495,63790,150,9199,554,Dati della Protezione Civile del 20 Settembre 2022 ore 23:45
