Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,453,1476,40,189,0,Dati della Protezione Civile del 14 Gennaio 2021 ore 19:30
Basilicata,80,431,4,88,13,Dati della Protezione Civile del 14 Gennaio 2021 ore 19:30
Calabria,284,913,29,152,25,Dati della Protezione Civile del 14 Gennaio 2021 ore 19:30
Campania,1365,4487,104,620,36,Dati della Protezione Civile del 14 Gennaio 2021 ore 19:30
Emilia-Romagna,2610,6126,233,757,0,Dati della Protezione Civile del 14 Gennaio 2021 ore 19:30
Friuli Venezia Giulia,668,1277,68,175,0,Dati della Protezione Civile del 14 Gennaio 2021 ore 19:30
Lazio,2814,6421,295,943,193,Dati della Protezione Civile del 14 Gennaio 2021 ore 19:30
Liguria,678,1759,65,216,12,Dati della Protezione Civile del 14 Gennaio 2021 ore 19:30
Lombardia,3614,11430,468,1254,276,Dati della Protezione Civile del 14 Gennaio 2021 ore 19:30
Marche,583,1174,76,221,40,Dati della Protezione Civile del 14 Gennaio 2021 ore 19:30
Molise,57,221,8,36,0,Dati della Protezione Civile del 14 Gennaio 2021 ore 19:30
P.A. Bolzano,212,479,23,77,2,Dati della Protezione Civile del 14 Gennaio 2021 ore 19:30
P.A. Trento,316,604,42,90,15,Dati della Protezione Civile del 14 Gennaio 2021 ore 19:30
Piemonte,2575,5824,172,628,99,Dati della Protezione Civile del 14 Gennaio 2021 ore 19:30
Puglia,1387,3435,162,458,80,Dati della Protezione Civile del 14 Gennaio 2021 ore 19:30
Sardegna,527,1679,50,180,27,Dati della Protezione Civile del 14 Gennaio 2021 ore 19:30
Sicilia,1397,4161,205,812,196,Dati della Protezione Civile del 14 Gennaio 2021 ore 19:30
Toscana,723,5033,132,561,4,Dati della Protezione Civile del 14 Gennaio 2021 ore 19:30
Umbria,277,765,51,130,2,Dati della Protezione Civile del 14 Gennaio 2021 ore 19:30
Valle d'Aosta,43,232,2,20,12,Dati della Protezione Civile del 14 Gennaio 2021 ore 19:30
Veneto,2447,6000,328,1000,0,Dati della Protezione Civile del 14 Gennaio 2021 ore 19:30
Italia,23110,63927,2557,8607,1032,Dati della Protezione Civile del 14 Gennaio 2021 ore 19:30
