Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,584,1491,49,189,0,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15
Basilicata,106,458,10,88,13,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15
Calabria,296,928,21,152,25,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15
Campania,1656,4636,119,620,36,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15
Emilia-Romagna,2801,5594,206,757,0,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15
Friuli Venezia Giulia,630,1277,57,175,0,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15
Lazio,2860,6421,311,943,194,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15
Liguria,746,1654,69,217,12,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15
Lombardia,4793,13026,611,1278,252,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15
Marche,436,1206,67,193,65,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15
Molise,58,221,10,34,0,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15
P.A. Bolzano,190,519,22,77,2,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15
P.A. Trento,408,604,48,90,15,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15
Piemonte,3597,5824,240,628,99,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15
Puglia,1474,3475,179,454,84,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15
Sardegna,558,1653,56,180,27,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15
Sicilia,1131,4210,179,808,196,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15
Toscana,1062,5033,199,582,3,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15
Umbria,270,758,42,130,2,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15
Valle d'Aosta,70,176,8,33,4,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15
Veneto,2701,6000,352,1000,0,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15
Italia,26427,65164,2855,8628,1029,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15
