Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,132,1324,17,181,14,Dati della Protezione Civile del 24 Dicembre 2021 ore 20:06
Basilicata,42,360,0,79,13,Dati della Protezione Civile del 24 Dicembre 2021 ore 20:06
Calabria,255,974,28,187,11,Dati della Protezione Civile del 24 Dicembre 2021 ore 20:06
Campania,457,3696,32,550,138,Dati della Protezione Civile del 24 Dicembre 2021 ore 20:06
Emilia-Romagna,1119,9001,107,889,0,Dati della Protezione Civile del 24 Dicembre 2021 ore 20:06
Friuli Venezia Giulia,275,1277,25,175,0,Dati della Protezione Civile del 24 Dicembre 2021 ore 20:06
Lazio,921,6421,126,943,243,Dati della Protezione Civile del 24 Dicembre 2021 ore 20:06
Liguria,435,1735,37,219,12,Dati della Protezione Civile del 24 Dicembre 2021 ore 20:06
Lombardia,1400,10237,168,1530,0,Dati della Protezione Civile del 24 Dicembre 2021 ore 20:06
Marche,184,970,38,250,53,Dati della Protezione Civile del 24 Dicembre 2021 ore 20:06
Molise,13,176,2,39,26,Dati della Protezione Civile del 24 Dicembre 2021 ore 20:06
P.A. Bolzano,81,500,20,100,20,Dati della Protezione Civile del 24 Dicembre 2021 ore 20:06
P.A. Trento,96,517,22,90,0,Dati della Protezione Civile del 24 Dicembre 2021 ore 20:06
Piemonte,906,5824,74,628,99,Dati della Protezione Civile del 24 Dicembre 2021 ore 20:06
Puglia,168,2722,27,482,0,Dati della Protezione Civile del 24 Dicembre 2021 ore 20:06
Sardegna,131,1602,11,204,16,Dati della Protezione Civile del 24 Dicembre 2021 ore 20:06
Sicilia,591,3681,73,864,0,Dati della Protezione Civile del 24 Dicembre 2021 ore 20:06
Toscana,415,5033,69,570,29,Dati della Protezione Civile del 24 Dicembre 2021 ore 20:06
Umbria,68,662,8,86,41,Dati della Protezione Civile del 24 Dicembre 2021 ore 20:06
Valle d'Aosta,25,99,1,33,0,Dati della Protezione Civile del 24 Dicembre 2021 ore 20:06
Veneto,1098,6000,153,1000,0,Dati della Protezione Civile del 24 Dicembre 2021 ore 20:06
Italia,8812,62811,1038,9099,715,Dati della Protezione Civile del 24 Dicembre 2021 ore 20:06
