Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,494,1462,51,193,0,Dati della Protezione Civile del 20 Aprile 2021 ore 18:05
Basilicata,172,446,10,88,13,Dati della Protezione Civile del 20 Aprile 2021 ore 18:05
Calabria,478,951,47,152,25,Dati della Protezione Civile del 20 Aprile 2021 ore 18:05
Campania,1524,4304,153,620,36,Dati della Protezione Civile del 20 Aprile 2021 ore 18:05
Emilia-Romagna,2171,6538,291,760,0,Dati della Protezione Civile del 20 Aprile 2021 ore 18:05
Friuli Venezia Giulia,344,1277,51,175,0,Dati della Protezione Civile del 20 Aprile 2021 ore 18:05
Lazio,2782,6421,353,943,193,Dati della Protezione Civile del 20 Aprile 2021 ore 18:05
Liguria,596,1813,70,226,12,Dati della Protezione Civile del 20 Aprile 2021 ore 18:05
Lombardia,4639,12315,675,1416,114,Dati della Protezione Civile del 20 Aprile 2021 ore 18:05
Marche,546,1352,85,237,29,Dati della Protezione Civile del 20 Aprile 2021 ore 18:05
Molise,41,221,13,39,0,Dati della Protezione Civile del 20 Aprile 2021 ore 18:05
P.A. Bolzano,58,462,10,100,0,Dati della Protezione Civile del 20 Aprile 2021 ore 18:05
P.A. Trento,119,564,30,90,15,Dati della Protezione Civile del 20 Aprile 2021 ore 18:05
Piemonte,2753,5824,281,628,99,Dati della Protezione Civile del 20 Aprile 2021 ore 18:05
Puglia,1893,3768,260,586,80,Dati della Protezione Civile del 20 Aprile 2021 ore 18:05
Sardegna,377,1602,58,216,33,Dati della Protezione Civile del 20 Aprile 2021 ore 18:05
Sicilia,1255,3902,180,835,196,Dati della Protezione Civile del 20 Aprile 2021 ore 18:05
Toscana,1553,5033,269,624,16,Dati della Protezione Civile del 20 Aprile 2021 ore 18:05
Umbria,212,832,35,125,2,Dati della Protezione Civile del 20 Aprile 2021 ore 18:05
Valle d'Aosta,53,227,12,30,6,Dati della Protezione Civile del 20 Aprile 2021 ore 18:05
Veneto,1195,6000,217,1000,0,Dati della Protezione Civile del 20 Aprile 2021 ore 18:05
Italia,23255,65314,3151,9083,869,Dati della Protezione Civile del 20 Aprile 2021 ore 18:05
