Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,105,1382,4,181,0,Dati della Protezione Civile del 11 Settembre 2022 ore 23:45
Basilicata,23,358,1,79,14,Dati della Protezione Civile del 11 Settembre 2022 ore 23:45
Calabria,145,952,4,179,0,Dati della Protezione Civile del 11 Settembre 2022 ore 23:45
Campania,243,3878,12,575,0,Dati della Protezione Civile del 11 Settembre 2022 ore 23:45
Emilia-Romagna,721,9001,29,889,0,Dati della Protezione Civile del 11 Settembre 2022 ore 23:45
Friuli Venezia Giulia,122,1277,2,175,0,Dati della Protezione Civile del 11 Settembre 2022 ore 23:45
Lazio,438,6421,36,943,243,Dati della Protezione Civile del 11 Settembre 2022 ore 23:45
Liguria,150,1599,2,218,12,Dati della Protezione Civile del 11 Settembre 2022 ore 23:45
Lombardia,507,10457,13,1810,0,Dati della Protezione Civile del 11 Settembre 2022 ore 23:45
Marche,57,983,3,230,50,Dati della Protezione Civile del 11 Settembre 2022 ore 23:45
Molise,10,176,0,39,26,Dati della Protezione Civile del 11 Settembre 2022 ore 23:45
P.A. Bolzano,23,500,1,100,20,Dati della Protezione Civile del 11 Settembre 2022 ore 23:45
P.A. Trento,45,517,2,90,0,Dati della Protezione Civile del 11 Settembre 2022 ore 23:45
Piemonte,239,6794,9,628,99,Dati della Protezione Civile del 11 Settembre 2022 ore 23:45
Puglia,172,2735,9,405,0,Dati della Protezione Civile del 11 Settembre 2022 ore 23:45
Sardegna,81,1602,6,204,16,Dati della Protezione Civile del 11 Settembre 2022 ore 23:45
Sicilia,255,3492,27,784,0,Dati della Protezione Civile del 11 Settembre 2022 ore 23:45
Toscana,177,5033,8,570,13,Dati della Protezione Civile del 11 Settembre 2022 ore 23:45
Umbria,117,662,0,86,41,Dati della Protezione Civile del 11 Settembre 2022 ore 23:45
Valle d'Aosta,4,67,0,13,21,Dati della Protezione Civile del 11 Settembre 2022 ore 23:45
Veneto,289,6000,12,1000,0,Dati della Protezione Civile del 11 Settembre 2022 ore 23:45
Italia,3923,63886,180,9198,555,Dati della Protezione Civile del 11 Settembre 2022 ore 23:45
