Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,114,1324,13,181,14,Dati della Protezione Civile del 11 Dicembre 2021 ore 18:11
Basilicata,20,364,1,79,13,Dati della Protezione Civile del 11 Dicembre 2021 ore 18:11
Calabria,158,979,22,181,3,Dati della Protezione Civile del 11 Dicembre 2021 ore 18:11
Campania,351,3528,23,520,219,Dati della Protezione Civile del 11 Dicembre 2021 ore 18:11
Emilia-Romagna,928,9001,88,889,0,Dati della Protezione Civile del 11 Dicembre 2021 ore 18:11
Friuli Venezia Giulia,290,1277,26,175,0,Dati della Protezione Civile del 11 Dicembre 2021 ore 18:11
Lazio,774,6421,108,943,243,Dati della Protezione Civile del 11 Dicembre 2021 ore 18:11
Liguria,266,1703,28,221,12,Dati della Protezione Civile del 11 Dicembre 2021 ore 18:11
Lombardia,1132,7945,140,1530,0,Dati della Protezione Civile del 11 Dicembre 2021 ore 18:11
Marche,112,968,32,250,54,Dati della Protezione Civile del 11 Dicembre 2021 ore 18:11
Molise,8,176,2,39,26,Dati della Protezione Civile del 11 Dicembre 2021 ore 18:11
P.A. Bolzano,82,500,21,100,20,Dati della Protezione Civile del 11 Dicembre 2021 ore 18:11
P.A. Trento,79,517,16,90,0,Dati della Protezione Civile del 11 Dicembre 2021 ore 18:11
Piemonte,508,5824,46,628,99,Dati della Protezione Civile del 11 Dicembre 2021 ore 18:11
Puglia,127,2722,18,482,0,Dati della Protezione Civile del 11 Dicembre 2021 ore 18:11
Sardegna,93,1602,6,204,16,Dati della Protezione Civile del 11 Dicembre 2021 ore 18:11
Sicilia,356,3578,44,866,0,Dati della Protezione Civile del 11 Dicembre 2021 ore 18:11
Toscana,274,5033,49,570,32,Dati della Protezione Civile del 11 Dicembre 2021 ore 18:11
Umbria,45,662,6,88,39,Dati della Protezione Civile del 11 Dicembre 2021 ore 18:11
Valle d'Aosta,19,99,2,33,0,Dati della Protezione Civile del 11 Dicembre 2021 ore 18:11
Veneto,803,6000,127,1000,0,Dati della Protezione Civile del 11 Dicembre 2021 ore 18:11
Italia,6539,60223,818,9069,790,Dati della Protezione Civile del 11 Dicembre 2021 ore 18:11
