Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,112,1382,2,181,0,Dati della Protezione Civile del 23 Settembre 2022 ore 23:45
Basilicata,18,338,1,79,13,Dati della Protezione Civile del 23 Settembre 2022 ore 23:45
Calabria,115,952,6,179,0,Dati della Protezione Civile del 23 Settembre 2022 ore 23:45
Campania,219,3878,9,575,0,Dati della Protezione Civile del 23 Settembre 2022 ore 23:45
Emilia-Romagna,585,9001,20,889,0,Dati della Protezione Civile del 23 Settembre 2022 ore 23:45
Friuli Venezia Giulia,95,1277,3,175,0,Dati della Protezione Civile del 23 Settembre 2022 ore 23:45
Lazio,329,6421,26,943,243,Dati della Protezione Civile del 23 Settembre 2022 ore 23:45
Liguria,114,1571,3,218,12,Dati della Protezione Civile del 23 Settembre 2022 ore 23:45
Lombardia,485,10457,8,1810,0,Dati della Protezione Civile del 23 Settembre 2022 ore 23:45
Marche,50,983,3,230,50,Dati della Protezione Civile del 23 Settembre 2022 ore 23:45
Molise,8,176,1,39,26,Dati della Protezione Civile del 23 Settembre 2022 ore 23:45
P.A. Bolzano,52,500,1,100,20,Dati della Protezione Civile del 23 Settembre 2022 ore 23:45
P.A. Trento,41,517,1,90,0,Dati della Protezione Civile del 23 Settembre 2022 ore 23:45
Piemonte,243,6794,6,628,99,Dati della Protezione Civile del 23 Settembre 2022 ore 23:45
Puglia,98,2735,8,405,0,Dati della Protezione Civile del 23 Settembre 2022 ore 23:45
Sardegna,51,1602,8,204,16,Dati della Protezione Civile del 23 Settembre 2022 ore 23:45
Sicilia,194,3432,14,788,0,Dati della Protezione Civile del 23 Settembre 2022 ore 23:45
Toscana,157,5033,4,570,13,Dati della Protezione Civile del 23 Settembre 2022 ore 23:45
Umbria,104,662,0,86,41,Dati della Protezione Civile del 23 Settembre 2022 ore 23:45
Valle d'Aosta,5,67,0,13,21,Dati della Protezione Civile del 23 Settembre 2022 ore 23:45
Veneto,238,6000,10,998,0,Dati della Protezione Civile del 23 Settembre 2022 ore 23:45
Italia,3313,63778,134,9200,554,Dati della Protezione Civile del 23 Settembre 2022 ore 23:45
