Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,555,1491,43,189,0,Dati della Protezione Civile del 21 Dicembre 2020 ore 19:00
Basilicata,91,432,8,88,13,Dati della Protezione Civile del 21 Dicembre 2020 ore 19:00
Calabria,300,930,22,152,25,Dati della Protezione Civile del 21 Dicembre 2020 ore 19:00
Campania,1571,4552,120,620,36,Dati della Protezione Civile del 21 Dicembre 2020 ore 19:00
Emilia-Romagna,2914,5594,203,757,0,Dati della Protezione Civile del 21 Dicembre 2020 ore 19:00
Friuli Venezia Giulia,607,1277,56,175,0,Dati della Protezione Civile del 21 Dicembre 2020 ore 19:00
Lazio,2720,6421,307,943,194,Dati della Protezione Civile del 21 Dicembre 2020 ore 19:00
Liguria,688,1638,70,219,12,Dati della Protezione Civile del 21 Dicembre 2020 ore 19:00
Lombardia,4232,12500,561,1286,244,Dati della Protezione Civile del 21 Dicembre 2020 ore 19:00
Marche,423,1197,63,191,63,Dati della Protezione Civile del 21 Dicembre 2020 ore 19:00
Molise,59,221,9,34,0,Dati della Protezione Civile del 21 Dicembre 2020 ore 19:00
P.A. Bolzano,179,498,22,77,2,Dati della Protezione Civile del 21 Dicembre 2020 ore 19:00
P.A. Trento,382,604,49,90,15,Dati della Protezione Civile del 21 Dicembre 2020 ore 19:00
Piemonte,3409,5824,230,628,99,Dati della Protezione Civile del 21 Dicembre 2020 ore 19:00
Puglia,1431,3469,164,456,84,Dati della Protezione Civile del 21 Dicembre 2020 ore 19:00
Sardegna,542,1653,48,180,27,Dati della Protezione Civile del 21 Dicembre 2020 ore 19:00
Sicilia,1086,4082,181,804,196,Dati della Protezione Civile del 21 Dicembre 2020 ore 19:00
Toscana,965,5033,185,576,3,Dati della Protezione Civile del 21 Dicembre 2020 ore 19:00
Umbria,258,758,41,130,2,Dati della Protezione Civile del 21 Dicembre 2020 ore 19:00
Valle d'Aosta,84,176,4,33,4,Dati della Protezione Civile del 21 Dicembre 2020 ore 19:00
Veneto,2649,6000,345,1000,0,Dati della Protezione Civile del 21 Dicembre 2020 ore 19:00
Italia,25145,64350,2731,8628,1019,Dati della Protezione Civile del 21 Dicembre 2020 ore 19:00
