Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,434,1324,35,181,14,Dati della Protezione Civile del 02 Febbraio 2022 ore 19:53
Basilicata,88,353,5,79,14,Dati della Protezione Civile del 02 Febbraio 2022 ore 19:53
Calabria,410,1090,21,202,0,Dati della Protezione Civile del 02 Febbraio 2022 ore 19:53
Campania,1345,4476,90,812,0,Dati della Protezione Civile del 02 Febbraio 2022 ore 19:53
Emilia-Romagna,2680,9001,154,889,0,Dati della Protezione Civile del 02 Febbraio 2022 ore 19:53
Friuli Venezia Giulia,498,1277,41,175,0,Dati della Protezione Civile del 02 Febbraio 2022 ore 19:53
Lazio,2089,6421,196,943,243,Dati della Protezione Civile del 02 Febbraio 2022 ore 19:53
Liguria,706,1824,31,221,12,Dati della Protezione Civile del 02 Febbraio 2022 ore 19:53
Lombardia,2970,10457,229,1810,0,Dati della Protezione Civile del 02 Febbraio 2022 ore 19:53
Marche,334,1027,58,256,49,Dati della Protezione Civile del 02 Febbraio 2022 ore 19:53
Molise,40,176,3,39,26,Dati della Protezione Civile del 02 Febbraio 2022 ore 19:53
P.A. Bolzano,117,500,13,100,20,Dati della Protezione Civile del 02 Febbraio 2022 ore 19:53
P.A. Trento,151,517,22,90,0,Dati della Protezione Civile del 02 Febbraio 2022 ore 19:53
Piemonte,2041,6794,125,628,99,Dati della Protezione Civile del 02 Febbraio 2022 ore 19:53
Puglia,679,2909,61,503,0,Dati della Protezione Civile del 02 Febbraio 2022 ore 19:53
Sardegna,377,1602,32,204,16,Dati della Protezione Civile del 02 Febbraio 2022 ore 19:53
Sicilia,1464,3833,148,858,0,Dati della Protezione Civile del 02 Febbraio 2022 ore 19:53
Toscana,1358,5033,97,570,8,Dati della Protezione Civile del 02 Febbraio 2022 ore 19:53
Umbria,219,662,9,86,41,Dati della Protezione Civile del 02 Febbraio 2022 ore 19:53
Valle d'Aosta,57,163,5,34,0,Dati della Protezione Civile del 02 Febbraio 2022 ore 19:53
Veneto,1493,6000,149,1000,0,Dati della Protezione Civile del 02 Febbraio 2022 ore 19:53
Italia,19550,65439,1524,9680,542,Dati della Protezione Civile del 02 Febbraio 2022 ore 19:53
