Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,49,1324,1,177,23,Dati della Protezione Civile del 09 Agosto 2021 ore 19:22
Basilicata,24,346,1,88,13,Dati della Protezione Civile del 09 Agosto 2021 ore 19:22
Calabria,87,778,4,169,2,Dati della Protezione Civile del 09 Agosto 2021 ore 19:22
Campania,261,3832,17,548,195,Dati della Protezione Civile del 09 Agosto 2021 ore 19:22
Emilia-Romagna,306,6538,31,760,0,Dati della Protezione Civile del 09 Agosto 2021 ore 19:22
Friuli Venezia Giulia,26,1277,1,175,0,Dati della Protezione Civile del 09 Agosto 2021 ore 19:22
Lazio,438,6421,62,943,243,Dati della Protezione Civile del 09 Agosto 2021 ore 19:22
Liguria,51,1675,15,214,12,Dati della Protezione Civile del 09 Agosto 2021 ore 19:22
Lombardia,275,6369,37,1416,114,Dati della Protezione Civile del 09 Agosto 2021 ore 19:22
Marche,49,951,6,209,61,Dati della Protezione Civile del 09 Agosto 2021 ore 19:22
Molise,4,176,1,39,26,Dati della Protezione Civile del 09 Agosto 2021 ore 19:22
P.A. Bolzano,9,391,2,100,20,Dati della Protezione Civile del 09 Agosto 2021 ore 19:22
P.A. Trento,16,517,0,90,0,Dati della Protezione Civile del 09 Agosto 2021 ore 19:22
Piemonte,102,5824,4,628,99,Dati della Protezione Civile del 09 Agosto 2021 ore 19:22
Puglia,107,2731,16,464,0,Dati della Protezione Civile del 09 Agosto 2021 ore 19:22
Sardegna,109,1602,22,196,39,Dati della Protezione Civile del 09 Agosto 2021 ore 19:22
Sicilia,442,3134,52,731,196,Dati della Protezione Civile del 09 Agosto 2021 ore 19:22
Toscana,253,5033,30,570,37,Dati della Protezione Civile del 09 Agosto 2021 ore 19:22
Umbria,29,684,1,91,36,Dati della Protezione Civile del 09 Agosto 2021 ore 19:22
Valle d'Aosta,3,83,0,33,0,Dati della Protezione Civile del 09 Agosto 2021 ore 19:22
Veneto,146,6000,20,1000,0,Dati della Protezione Civile del 09 Agosto 2021 ore 19:22
Italia,2786,55686,323,8641,1116,Dati della Protezione Civile del 09 Agosto 2021 ore 19:22
