Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,71,1369,4,185,23,Dati della Protezione Civile del 14 Giugno 2021 ore 18:12
Basilicata,40,450,0,88,13,Dati della Protezione Civile del 14 Giugno 2021 ore 18:12
Calabria,146,920,8,156,25,Dati della Protezione Civile del 14 Giugno 2021 ore 18:12
Campania,379,4056,24,577,79,Dati della Protezione Civile del 14 Giugno 2021 ore 18:12
Emilia-Romagna,291,6538,62,760,0,Dati della Protezione Civile del 14 Giugno 2021 ore 18:12
Friuli Venezia Giulia,9,1277,4,175,0,Dati della Protezione Civile del 14 Giugno 2021 ore 18:12
Lazio,454,6421,94,943,193,Dati della Protezione Civile del 14 Giugno 2021 ore 18:12
Liguria,55,1709,12,214,12,Dati della Protezione Civile del 14 Giugno 2021 ore 18:12
Lombardia,596,7268,109,1416,114,Dati della Protezione Civile del 14 Giugno 2021 ore 18:12
Marche,52,1087,9,210,57,Dati della Protezione Civile del 14 Giugno 2021 ore 18:12
Molise,8,221,0,39,0,Dati della Protezione Civile del 14 Giugno 2021 ore 18:12
P.A. Bolzano,15,386,2,100,0,Dati della Protezione Civile del 14 Giugno 2021 ore 18:12
P.A. Trento,13,517,4,60,15,Dati della Protezione Civile del 14 Giugno 2021 ore 18:12
Piemonte,303,5824,45,628,99,Dati della Protezione Civile del 14 Giugno 2021 ore 18:12
Puglia,263,3433,20,549,0,Dati della Protezione Civile del 14 Giugno 2021 ore 18:12
Sardegna,83,1602,6,216,33,Dati della Protezione Civile del 14 Giugno 2021 ore 18:12
Sicilia,319,3287,39,692,196,Dati della Protezione Civile del 14 Giugno 2021 ore 18:12
Toscana,190,5033,63,473,26,Dati della Protezione Civile del 14 Giugno 2021 ore 18:12
Umbria,41,671,5,97,30,Dati della Protezione Civile del 14 Giugno 2021 ore 18:12
Valle d'Aosta,3,205,0,30,6,Dati della Protezione Civile del 14 Giugno 2021 ore 18:12
Veneto,134,6000,26,1000,0,Dati della Protezione Civile del 14 Giugno 2021 ore 18:12
Italia,3465,58274,536,8608,921,Dati della Protezione Civile del 14 Giugno 2021 ore 18:12
