Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,106,1324,9,181,14,Dati della Protezione Civile del 28 Novembre 2021 ore 19:10
Basilicata,13,364,1,88,13,Dati della Protezione Civile del 28 Novembre 2021 ore 19:10
Calabria,117,967,16,174,3,Dati della Protezione Civile del 28 Novembre 2021 ore 19:10
Campania,300,3528,25,520,219,Dati della Protezione Civile del 28 Novembre 2021 ore 19:10
Emilia-Romagna,632,7920,62,889,0,Dati della Protezione Civile del 28 Novembre 2021 ore 19:10
Friuli Venezia Giulia,276,1277,27,175,0,Dati della Protezione Civile del 28 Novembre 2021 ore 19:10
Lazio,716,6421,94,943,243,Dati della Protezione Civile del 28 Novembre 2021 ore 19:10
Liguria,134,1711,20,217,12,Dati della Protezione Civile del 28 Novembre 2021 ore 19:10
Lombardia,789,6608,91,1530,0,Dati della Protezione Civile del 28 Novembre 2021 ore 19:10
Marche,78,966,24,238,57,Dati della Protezione Civile del 28 Novembre 2021 ore 19:10
Molise,12,176,1,39,26,Dati della Protezione Civile del 28 Novembre 2021 ore 19:10
P.A. Bolzano,91,500,10,100,20,Dati della Protezione Civile del 28 Novembre 2021 ore 19:10
P.A. Trento,43,517,7,90,0,Dati della Protezione Civile del 28 Novembre 2021 ore 19:10
Piemonte,357,5824,33,628,99,Dati della Protezione Civile del 28 Novembre 2021 ore 19:10
Puglia,137,2722,22,482,0,Dati della Protezione Civile del 28 Novembre 2021 ore 19:10
Sardegna,62,1602,14,204,16,Dati della Protezione Civile del 28 Novembre 2021 ore 19:10
Sicilia,314,3573,45,866,0,Dati della Protezione Civile del 28 Novembre 2021 ore 19:10
Toscana,249,5033,46,570,33,Dati della Protezione Civile del 28 Novembre 2021 ore 19:10
Umbria,53,662,9,84,43,Dati della Protezione Civile del 28 Novembre 2021 ore 19:10
Valle d'Aosta,18,99,1,33,0,Dati della Protezione Civile del 28 Novembre 2021 ore 19:10
Veneto,467,6000,81,1000,0,Dati della Protezione Civile del 28 Novembre 2021 ore 19:10
Italia,4964,57794,638,9051,798,Dati della Protezione Civile del 28 Novembre 2021 ore 19:10
